Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4,Diff_RSSI_1_2,Diff_RSSI_1_3,Diff_RSSI_1_4,Diff_RSSI_2_3,Diff_RSSI_2_4,Diff_RSSI_3_4
1770812234906,1-1,114,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3921.0,508.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68.0,6069.0,979.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54.0,-1324.0,789.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64.0,10249.0,72.0,7.0,8.0,87.5,12.0,-2.0,8.0,-14.0,-4.0,10.0
1770812235119,1-1,119,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3882.0,580.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6030.0,942.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1324.0,806.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64.0,10278.0,111.0,7.0,8.0,87.5,13.0,-1.0,8.0,-14.0,-5.0,9.0
1770812235372,1-1,164,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3921.0,602.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6147.0,888.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1285.0,805.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65.0,10161.0,84.0,7.0,8.0,87.5,13.0,-1.0,9.0,-14.0,-4.0,10.0
1770812235558,1-1,134,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3882.0,644.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6069.0,920.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1285.0,803.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65.0,10190.0,106.0,7.0,8.0,87.5,13.0,-1.0,9.0,-14.0,-4.0,10.0
1770812235759,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3843.0,640.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6030.0,895.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1285.0,816.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65.0,10102.0,126.0,7.0,8.0,87.5,13.0,-1.0,9.0,-14.0,-4.0,10.0
1770812235965,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3960.0,580.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6069.0,940.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1246.0,837.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65.0,10102.0,124.0,7.0,8.0,87.5,13.0,-1.0,9.0,-14.0,-4.0,10.0
1770812236157,1-1,114,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3725.0,705.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6030.0,975.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1207.0,754.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65.0,10161.0,85.0,7.0,8.0,87.5,13.0,-1.0,9.0,-14.0,-4.0,10.0
1770812236379,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3960.0,500.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,5952.0,1037.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1129.0,713.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64.0,10219.0,84.0,7.0,8.0,87.5,13.0,-1.0,8.0,-14.0,-5.0,9.0
1770812236583,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3882.0,571.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,5991.0,1074.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1246.0,835.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64.0,10200.0,183.0,7.0,8.0,87.5,13.0,-1.0,8.0,-14.0,-5.0,9.0
1770812236784,1-1,123,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,3921.0,572.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,5991.0,1032.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-1168.0,714.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64.0,10190.0,84.0,7.0,8.0,87.5,13.0,-1.0,8.0,-14.0,-5.0,9.0
