timeStemp,Label,Dist_mm_1,Dist_mm_2,Dist_mm_3,Dist_mm_4,RSSI_1,RSSI_2,RSSI_3,RSSI_4,Std_mm_1,Std_mm_2,Std_mm_3,Std_mm_4
665818806,11-10,2744.0,3764.0,5399.0,1562.0,-53.0,-66.0,-65.0,-51.0,1423.0,432.0,527.0,1387.0
665818171,11-10,3530.0,3676.0,5555.0,1592.0,-60.0,-66.0,-66.0,-54.0,446.0,516.0,600.0,1402.0
665817130,11-10,3608.0,3647.0,6317.0,1504.0,-60.0,-66.0,-63.0,-54.0,368.0,459.0,1127.0,1464.0
665819992,11-10,3725.0,3764.0,5360.0,1533.0,-60.0,-66.0,-65.0,-54.0,358.0,385.0,686.0,1429.0
665818837,11-10,2900.0,3794.0,5438.0,1563.0,-55.0,-66.0,-65.0,-53.0,951.0,336.0,584.0,1380.0
665816593,11-10,3296.0,3764.0,5946.0,1592.0,-60.0,-66.0,-65.0,-54.0,598.0,375.0,451.0,1367.0
665816399,11-10,3725.0,3618.0,5477.0,1621.0,-60.0,-66.0,-65.0,-54.0,370.0,487.0,628.0,1406.0
665816181,11-10,3569.0,3823.0,5242.0,1709.0,-60.0,-66.0,-66.0,-52.0,475.0,354.0,713.0,1308.0
665819614,11-10,3686.0,3559.0,5672.0,1562.0,-60.0,-66.0,-65.0,-54.0,290.0,509.0,521.0,1380.0
665818611,11-10,3647.0,3735.0,5125.0,1650.0,-60.0,-66.0,-65.0,-54.0,314.0,467.0,713.0,1394.0
665821240,11-10,3686.0,3764.0,5477.0,1416.0,-59.0,-66.0,-66.0,-53.0,405.0,286.0,648.0,1568.0
665816109,11-10,3686.0,3471.0,5672.0,1474.0,-60.0,-65.0,-66.0,-54.0,336.0,478.0,558.0,1596.0
665820569,11-10,3374.0,3852.0,5828.0,1563.0,-60.0,-66.0,-65.0,-54.0,508.0,258.0,480.0,1379.0
665819067,11-10,3530.0,3647.0,5097.0,1592.0,-60.0,-66.0,-59.0,-53.0,410.0,526.0,635.0,1326.0
665819506,11-10,3569.0,3706.0,5399.0,1592.0,-60.0,-66.0,-65.0,-54.0,353.0,428.0,580.0,1421.0
665819928,11-10,3413.0,3706.0,5750.0,1621.0,-60.0,-66.0,-65.0,-50.0,464.0,327.0,466.0,1302.0
665818037,11-10,3413.0,3647.0,,1562.0,-60.0,-66.0,,-53.0,538.0,431.0,,1437.0
665820992,11-10,3686.0,3764.0,5741.0,1445.0,-60.0,-66.0,-59.0,-54.0,342.0,451.0,1760.0,1438.0
665817710,11-10,3725.0,3735.0,5477.0,1474.0,-60.0,-66.0,-65.0,-54.0,254.0,328.0,576.0,1482.0
665816608,11-10,3647.0,3735.0,6756.0,1504.0,-60.0,-66.0,-62.0,-54.0,360.0,414.0,947.0,1446.0
665817666,11-10,,3764.0,,,,-66.0,,,,319.0,,
665817576,11-10,3491.0,3676.0,5399.0,1533.0,-60.0,-66.0,-65.0,-54.0,480.0,509.0,600.0,1285.0
665815839,11-10,3725.0,3618.0,5477.0,1738.0,-60.0,-66.0,-66.0,-53.0,325.0,479.0,613.0,1313.0
665820476,11-10,3491.0,3530.0,5477.0,1562.0,-60.0,-66.0,-65.0,-52.0,589.0,525.0,696.0,1418.0
665816639,11-10,3608.0,3911.0,6815.0,1592.0,-60.0,-66.0,-62.0,-54.0,357.0,251.0,1040.0,1404.0
665820108,11-10,3686.0,3706.0,5711.0,1680.0,-60.0,-66.0,-60.0,-54.0,380.0,459.0,1083.0,1282.0
665815925,11-10,3569.0,3735.0,6493.0,2031.0,-60.0,-66.0,-65.0,-53.0,459.0,358.0,991.0,1207.0
665817976,11-10,3374.0,3618.0,5555.0,1562.0,-60.0,-66.0,-66.0,-54.0,546.0,484.0,563.0,1458.0
665816297,11-10,3647.0,3589.0,5633.0,1592.0,-60.0,-66.0,-64.0,-51.0,296.0,519.0,513.0,1553.0
665821402,11-10,3530.0,3559.0,5285.0,1855.0,-60.0,-67.0,-64.0,-53.0,427.0,476.0,680.0,1376.0
665821459,11-10,3686.0,3530.0,6805.0,1826.0,-60.0,-66.0,-66.0,-53.0,325.0,431.0,957.0,1261.0
665818853,11-10,3413.0,3823.0,5321.0,1562.0,-60.0,-66.0,-65.0,-54.0,541.0,231.0,613.0,1437.0
665819796,11-10,3452.0,3706.0,5477.0,1650.0,-60.0,-66.0,-63.0,-54.0,486.0,450.0,609.0,1319.0
665821079,11-10,3647.0,3764.0,5477.0,1474.0,-60.0,-66.0,-65.0,-54.0,360.0,504.0,708.0,1384.0
665820643,11-10,3686.0,3647.0,5363.0,1533.0,-60.0,-66.0,-63.0,-54.0,348.0,398.0,708.0,1375.0
665819156,11-10,3530.0,3735.0,4354.0,1474.0,-60.0,-66.0,-60.0,-53.0,441.0,296.0,1446.0,1463.0
665818716,11-10,3452.0,3735.0,5047.0,1533.0,-60.0,-66.0,-65.0,-54.0,491.0,447.0,792.0,1394.0
665818791,11-10,3686.0,3735.0,5282.0,1474.0,-60.0,-66.0,-65.0,-54.0,274.0,390.0,685.0,1480.0
665820035,11-10,3018.0,3618.0,5555.0,1923.0,-53.0,-66.0,-64.0,-52.0,1010.0,431.0,650.0,1273.0
665821373,11-10,3725.0,3618.0,5321.0,1806.0,-60.0,-66.0,-66.0,-52.0,380.0,431.0,753.0,1353.0
665819376,11-10,3452.0,3735.0,5242.0,1592.0,-60.0,-66.0,-65.0,-54.0,538.0,389.0,681.0,1384.0
665821773,11-10,3686.0,3618.0,5047.0,1826.0,-60.0,-66.0,-66.0,-53.0,319.0,505.0,779.0,1137.0
665821387,11-10,3647.0,4028.0,5399.0,1709.0,-60.0,-66.0,-66.0,-53.0,505.0,268.0,749.0,1344.0
665820138,11-10,2979.0,3764.0,,,-55.0,-66.0,,,961.0,393.0,,
665819643,11-10,3725.0,3589.0,5790.0,1533.0,-60.0,-66.0,-65.0,-54.0,368.0,458.0,464.0,1432.0
665818627,11-10,3608.0,3764.0,5164.0,1533.0,-60.0,-66.0,-65.0,-54.0,414.0,435.0,670.0,1354.0
665818036,11-10,,,5594.0,,,,-65.0,,,,539.0,
665816341,11-10,3491.0,3501.0,5516.0,1562.0,-60.0,-66.0,-65.0,-54.0,471.0,558.0,672.0,1437.0
665818869,11-10,3530.0,3559.0,5477.0,1533.0,-60.0,-66.0,-65.0,-52.0,456.0,509.0,592.0,1437.0
665818459,11-10,3686.0,3618.0,5789.0,1836.0,-60.0,-66.0,-65.0,-52.0,330.0,466.0,493.0,1296.0
665820229,11-10,3647.0,,6815.0,1533.0,-55.0,,-65.0,-54.0,328.0,,782.0,1353.0
665819492,11-10,3213.0,3764.0,5292.0,1504.0,-53.0,-66.0,-60.0,-54.0,767.0,374.0,604.0,1388.0
665817232,11-10,3647.0,3647.0,5555.0,1923.0,-60.0,-66.0,-65.0,-51.0,359.0,403.0,559.0,1304.0
665816470,11-10,3452.0,3589.0,5604.0,1797.0,-60.0,-66.0,-60.0,-53.0,478.0,478.0,624.0,1321.0
665815694,11-10,3569.0,4568.0,,4978.0,-61.0,-64.0,,-52.0,91.0,101.0,,204.0
665816414,11-10,,3530.0,,,,-66.0,,,,516.0,,
665816864,11-10,3608.0,3676.0,5711.0,1563.0,-60.0,-66.0,-64.0,-54.0,363.0,342.0,510.0,1342.0
665818686,11-10,3764.0,3706.0,5242.0,1592.0,-60.0,-66.0,-66.0,-53.0,313.0,344.0,599.0,1425.0
665816210,11-10,3686.0,3589.0,5321.0,1621.0,-60.0,-66.0,-66.0,-53.0,274.0,419.0,637.0,1485.0
665819551,11-10,3491.0,3852.0,5438.0,1592.0,-60.0,-66.0,-60.0,-54.0,442.0,325.0,662.0,1384.0
665817028,11-10,3296.0,3852.0,5496.0,1709.0,-60.0,-66.0,-65.0,-54.0,538.0,333.0,602.0,1383.0
665820673,11-10,3491.0,3706.0,5672.0,1650.0,-60.0,-66.0,-65.0,-54.0,447.0,379.0,529.0,1354.0
665816456,11-10,3686.0,3559.0,6649.0,1768.0,-60.0,-66.0,-65.0,-53.0,394.0,510.0,916.0,1275.0
665820765,11-10,3452.0,3735.0,5711.0,1387.0,-60.0,-66.0,-63.0,-54.0,527.0,354.0,573.0,1524.0
665819567,11-10,3686.0,3618.0,5711.0,1533.0,-60.0,-66.0,-65.0,-54.0,386.0,465.0,460.0,1374.0
665819227,11-10,,3530.0,3495.0,1474.0,,-66.0,-61.0,-53.0,,546.0,2191.0,1423.0
665815910,11-10,3374.0,3882.0,5633.0,1943.0,-60.0,-66.0,-65.0,-53.0,540.0,225.0,519.0,1238.0
665820307,11-10,3686.0,3647.0,5672.0,1621.0,-60.0,-66.0,-65.0,-54.0,313.0,489.0,563.0,1409.0
665816982,11-10,3413.0,3676.0,5672.0,1562.0,-60.0,-66.0,-65.0,-54.0,479.0,408.0,504.0,1400.0
665819704,11-10,3725.0,3706.0,5800.0,1562.0,-60.0,-66.0,-60.0,-54.0,358.0,424.0,582.0,1360.0
665818096,11-10,3413.0,3647.0,5633.0,1445.0,-60.0,-66.0,-65.0,-54.0,526.0,425.0,516.0,1324.0
665820509,11-10,3491.0,3764.0,5594.0,1562.0,-60.0,-66.0,-65.0,-54.0,400.0,324.0,584.0,1417.0
665821816,11-10,3296.0,4204.0,5086.0,1885.0,-60.0,-66.0,-65.0,-53.0,624.0,264.0,894.0,1245.0
665817665,11-10,3296.0,,5360.0,1445.0,-60.0,,-65.0,-54.0,583.0,,686.0,1520.0
665820182,11-10,3569.0,3706.0,6024.0,1650.0,-60.0,-66.0,-65.0,-54.0,438.0,373.0,420.0,1356.0
665821666,11-10,3686.0,3969.0,4852.0,1709.0,-60.0,-67.0,-68.0,-51.0,274.0,278.0,932.0,1514.0
665820366,11-10,3452.0,3647.0,5711.0,1592.0,-60.0,-66.0,-64.0,-54.0,538.0,436.0,524.0,1365.0
665819258,11-10,3413.0,3735.0,5203.0,1894.0,-60.0,-66.0,-65.0,-52.0,587.0,296.0,717.0,1291.0
665816485,11-10,3647.0,3589.0,5633.0,1738.0,-60.0,-66.0,-65.0,-54.0,347.0,542.0,509.0,1336.0
665821036,11-10,3725.0,3706.0,6756.0,1504.0,-60.0,-66.0,-65.0,-52.0,254.0,420.0,1005.0,1336.0
665816426,11-10,3569.0,3618.0,5559.0,1680.0,-60.0,-66.0,-62.0,-54.0,375.0,431.0,625.0,1341.0
665818217,11-10,3491.0,3706.0,5409.0,1748.0,-60.0,-66.0,-61.0,-52.0,501.0,362.0,608.0,1366.0
665818442,11-10,3569.0,3706.0,5321.0,1562.0,-60.0,-66.0,-66.0,-53.0,409.0,467.0,689.0,1435.0
665821873,11-10,3530.0,3764.0,4969.0,1416.0,-60.0,-68.0,-65.0,-52.0,468.0,436.0,945.0,1266.0
665818411,11-10,3647.0,3618.0,5516.0,1504.0,-60.0,-66.0,-65.0,-53.0,326.0,448.0,573.0,1407.0
665818139,11-10,3764.0,3823.0,5555.0,1504.0,-60.0,-66.0,-66.0,-54.0,329.0,334.0,545.0,1258.0
665816547,11-10,3608.0,3589.0,6639.0,1767.0,-60.0,-66.0,-65.0,-53.0,405.0,560.0,1017.0,1224.0
665816413,11-10,3569.0,,5754.0,1650.0,-60.0,,-61.0,-54.0,447.0,,576.0,1377.0
665820750,11-10,3647.0,3559.0,5555.0,1387.0,-60.0,-66.0,-65.0,-54.0,345.0,455.0,635.0,1272.0
665819141,11-10,3530.0,3589.0,5321.0,1445.0,-60.0,-66.0,-65.0,-54.0,479.0,419.0,688.0,1419.0
665819391,11-10,3491.0,3559.0,5164.0,1533.0,-60.0,-66.0,-60.0,-54.0,485.0,529.0,1448.0,1356.0
665816026,11-10,3452.0,3618.0,5331.0,1621.0,-60.0,-66.0,-60.0,-53.0,553.0,483.0,745.0,1390.0
665820277,11-10,3804.0,3764.0,5598.0,1592.0,-60.0,-66.0,-62.0,-54.0,311.0,455.0,657.0,1365.0
665818022,11-10,3569.0,3647.0,,,-60.0,-66.0,,,463.0,508.0,,
665819751,11-10,3608.0,3764.0,5477.0,1709.0,-60.0,-66.0,-65.0,-54.0,312.0,493.0,520.0,1289.0
665818474,11-10,3452.0,3735.0,5633.0,1738.0,-60.0,-66.0,-65.0,-53.0,538.0,358.0,541.0,1273.0
665821356,11-10,3330.0,3647.0,5281.0,1865.0,-55.0,-66.0,-67.0,-52.0,887.0,464.0,763.0,1205.0
665820006,11-10,3530.0,3764.0,5633.0,1504.0,-60.0,-66.0,-65.0,-54.0,446.0,359.0,557.0,1426.0
665820734,11-10,3608.0,3706.0,5761.0,1445.0,-60.0,-66.0,-60.0,-54.0,318.0,363.0,474.0,1455.0
665819464,11-10,3413.0,3647.0,5242.0,1533.0,-60.0,-66.0,-65.0,-54.0,499.0,525.0,670.0,1433.0
665820214,11-10,3608.0,3794.0,6668.0,1416.0,-60.0,-66.0,-65.0,-55.0,368.0,341.0,835.0,1465.0
665817869,11-10,3608.0,3735.0,5633.0,1504.0,-60.0,-66.0,-65.0,-54.0,432.0,303.0,585.0,1426.0
665817606,11-10,3764.0,3618.0,5477.0,1504.0,-60.0,-66.0,-65.0,-54.0,264.0,483.0,600.0,1448.0
665817899,11-10,3647.0,3794.0,5633.0,1504.0,-60.0,-66.0,-65.0,-54.0,312.0,319.0,530.0,1464.0
665820976,11-10,3374.0,3676.0,5944.0,1660.0,-60.0,-66.0,-60.0,-51.0,583.0,438.0,1485.0,1316.0
665817144,11-10,3608.0,3676.0,5516.0,1533.0,-60.0,-66.0,-65.0,-54.0,427.0,391.0,607.0,1373.0
665821169,11-10,3804.0,3676.0,5321.0,1592.0,-60.0,-66.0,-66.0,-53.0,305.0,428.0,761.0,1405.0
665816967,11-10,3530.0,3764.0,5516.0,1533.0,-60.0,-66.0,-65.0,-54.0,480.0,385.0,540.0,1432.0
665820539,11-10,3491.0,3559.0,5800.0,1748.0,-60.0,-66.0,-60.0,-52.0,448.0,491.0,544.0,1291.0
665818821,11-10,3530.0,3735.0,5321.0,1533.0,-60.0,-66.0,-63.0,-54.0,481.0,454.0,706.0,1393.0
665817471,11-10,3725.0,3647.0,5672.0,1504.0,-60.0,-66.0,-65.0,-54.0,254.0,507.0,505.0,1296.0
665821904,11-10,3608.0,3676.0,4891.0,1533.0,-60.0,-67.0,-65.0,-54.0,362.0,362.0,958.0,1377.0
665816011,11-10,3608.0,3530.0,5203.0,1630.0,-59.0,-66.0,-66.0,-52.0,934.0,529.0,671.0,1433.0
665818426,11-10,3608.0,3676.0,5477.0,1562.0,-60.0,-66.0,-61.0,-53.0,427.0,391.0,606.0,1397.0
665811061,11-11,2827.0,7251.0,6434.0,986.0,-58.0,-69.0,-59.0,-52.0,432.0,1775.0,451.0,743.0
665808242,11-11,2944.0,7514.0,6434.0,869.0,-58.0,-69.0,-59.0,-52.0,460.0,1587.0,308.0,828.0
665807308,11-11,2749.0,7368.0,6266.0,608.0,-58.0,-68.0,-55.0,-50.0,602.0,1718.0,597.0,977.0
665811527,11-11,2905.0,7368.0,6274.0,1143.0,-58.0,-69.0,-55.0,-52.0,385.0,1600.0,679.0,648.0
665807322,11-11,2944.0,7602.0,6405.0,976.0,-58.0,-69.0,-59.0,-52.0,479.0,1563.0,472.0,713.0
665810459,11-11,2866.0,7426.0,6434.0,947.0,-58.0,-68.0,-54.0,-52.0,470.0,1651.0,931.0,771.0
665812308,11-11,2827.0,7339.0,6093.0,791.0,-58.0,-69.0,-56.0,-52.0,375.0,1655.0,1268.0,864.0
665809435,11-11,2788.0,7485.0,6463.0,1143.0,-58.0,-70.0,-59.0,-51.0,553.0,1797.0,509.0,691.0
665808286,11-11,2788.0,7339.0,6463.0,791.0,-58.0,-68.0,-59.0,-52.0,523.0,1750.0,354.0,834.0
665812410,11-11,3100.0,7280.0,6434.0,869.0,-59.0,-69.0,-54.0,-51.0,243.0,1876.0,291.0,871.0
665812500,11-11,2983.0,7514.0,6852.0,1025.0,-59.0,-69.0,-59.0,-52.0,337.0,1606.0,532.0,676.0
665807402,11-11,3139.0,7632.0,6229.0,1103.0,-58.0,-70.0,-52.0,-52.0,238.0,1550.0,901.0,694.0
665812293,11-11,3139.0,7309.0,6492.0,830.0,-58.0,-69.0,-59.0,-52.0,186.0,1707.0,274.0,816.0
665811764,11-11,2866.0,7251.0,6463.0,947.0,-58.0,-69.0,-59.0,-52.0,337.0,1755.0,330.0,789.0
665811019,11-11,3061.0,7280.0,6317.0,791.0,-58.0,-68.0,-59.0,-51.0,365.0,1800.0,441.0,818.0
665812264,11-11,3061.0,7339.0,6551.0,830.0,-59.0,-69.0,-59.0,-52.0,353.0,1714.0,328.0,858.0
665811395,11-11,3100.0,7426.0,6588.0,,-58.0,-69.0,-59.0,,233.0,1669.0,372.0,
665807938,11-11,3061.0,7632.0,6610.0,1064.0,-58.0,-69.0,-59.0,-52.0,348.0,1588.0,198.0,674.0
665807367,11-11,2866.0,7602.0,6522.0,1618.0,-58.0,-69.0,-59.0,-48.0,491.0,1543.0,443.0,731.0
665811512,11-11,3139.0,7397.0,6375.0,986.0,-58.0,-69.0,-59.0,-52.0,173.0,1705.0,489.0,727.0
665806406,11-11,2788.0,7661.0,6463.0,1143.0,-58.0,-71.0,-59.0,-53.0,577.0,1518.0,162.0,619.0
665809580,11-11,2749.0,7456.0,,921.0,-58.0,-70.0,,-49.0,485.0,1692.0,,767.0
665807064,11-11,3061.0,7544.0,5956.0,947.0,-58.0,-69.0,-54.0,-52.0,336.0,1648.0,1009.0,724.0
665812058,11-11,2530.0,7485.0,6405.0,1618.0,-51.0,-69.0,-59.0,-48.0,874.0,1603.0,278.0,898.0
665806701,11-11,3100.0,7632.0,6551.0,791.0,-59.0,-69.0,-59.0,-52.0,224.0,1393.0,411.0,849.0
665810163,11-11,2983.0,7426.0,6375.0,908.0,-58.0,-68.0,-59.0,-52.0,455.0,1591.0,534.0,791.0
665812366,11-11,2983.0,7309.0,6434.0,830.0,-59.0,-69.0,-59.0,-52.0,291.0,1727.0,217.0,826.0
665809290,11-11,3022.0,7514.0,6375.0,869.0,-58.0,-68.0,-59.0,-52.0,271.0,1648.0,476.0,830.0
665812599,11-11,2866.0,7456.0,6375.0,1182.0,-59.0,-70.0,-59.0,-52.0,347.0,1501.0,420.0,644.0
665808054,11-11,2788.0,7339.0,6492.0,947.0,-58.0,-69.0,-59.0,-52.0,519.0,1770.0,240.0,803.0
665812178,11-11,2944.0,7456.0,6405.0,647.0,-58.0,-69.0,-59.0,-50.0,313.0,1615.0,249.0,907.0
665807417,11-11,3061.0,7632.0,6434.0,1025.0,-58.0,-69.0,-59.0,-52.0,406.0,1589.0,400.0,716.0
665806829,11-11,2944.0,7397.0,6492.0,986.0,-58.0,-69.0,-59.0,-52.0,353.0,1645.0,318.0,766.0
665807952,11-11,2983.0,7602.0,6522.0,986.0,-54.0,-69.0,-59.0,-52.0,324.0,1602.0,215.0,729.0
665810738,11-11,2197.0,7339.0,6463.0,908.0,-51.0,-69.0,-59.0,-52.0,995.0,1674.0,385.0,814.0
665810358,11-11,2827.0,7544.0,6463.0,1064.0,-53.0,-68.0,-59.0,-52.0,439.0,1533.0,656.0,714.0
665807353,11-11,3022.0,7456.0,6610.0,1104.0,-58.0,-69.0,-59.0,-52.0,300.0,1675.0,359.0,1195.0
665812485,11-11,2788.0,7514.0,6492.0,947.0,-59.0,-69.0,-59.0,-51.0,558.0,1509.0,172.0,803.0
665812542,11-11,2749.0,7661.0,6522.0,1025.0,-59.0,-70.0,-57.0,-50.0,523.0,1388.0,434.0,708.0
665810254,11-11,2866.0,7514.0,6434.0,1182.0,-58.0,-68.0,-59.0,-51.0,495.0,1664.0,532.0,688.0
665807279,11-11,2944.0,7426.0,6463.0,908.0,-58.0,-69.0,-59.0,-52.0,484.0,1629.0,427.0,809.0
665808754,11-11,3061.0,7456.0,6405.0,947.0,-58.0,-69.0,-59.0,-52.0,303.0,1655.0,420.0,745.0
665810533,11-11,3061.0,7251.0,6386.0,908.0,-58.0,-68.0,-55.0,-52.0,381.0,1755.0,972.0,792.0
665808491,11-11,2827.0,7309.0,6434.0,869.0,-58.0,-69.0,-59.0,-52.0,533.0,1785.0,336.0,799.0
665809130,11-11,2080.0,7485.0,6405.0,830.0,-54.0,-69.0,-59.0,-52.0,1096.0,1641.0,696.0,781.0
665807460,11-11,2866.0,7339.0,6522.0,1025.0,-58.0,-69.0,-59.0,-51.0,331.0,1673.0,404.0,711.0
665807386,11-11,3022.0,7456.0,6463.0,723.0,-58.0,-69.0,-59.0,-52.0,414.0,1635.0,433.0,1162.0
665806742,11-11,2905.0,7368.0,6522.0,830.0,-58.0,-70.0,-59.0,-52.0,400.0,1581.0,388.0,832.0
665810580,11-11,2866.0,7426.0,6375.0,869.0,-58.0,-68.0,-59.0,-52.0,508.0,1630.0,740.0,795.0
665810660,11-11,3100.0,7339.0,6612.0,908.0,-58.0,-68.0,-59.0,-52.0,234.0,1654.0,401.0,814.0
665809887,11-11,2944.0,7309.0,6551.0,830.0,-58.0,-68.0,-59.0,-52.0,307.0,1764.0,481.0,829.0
665808172,11-11,3061.0,7661.0,6580.0,1025.0,-58.0,-69.0,-59.0,-52.0,296.0,1536.0,209.0,708.0
665806434,11-11,2983.0,7632.0,6463.0,1025.0,-58.0,-67.0,-59.0,-51.0,305.0,1606.0,80.0,711.0
665811866,11-11,2983.0,7368.0,6580.0,830.0,-59.0,-69.0,-59.0,-52.0,297.0,1679.0,190.0,821.0
665806491,11-11,3022.0,7632.0,6492.0,1260.0,-58.0,-71.0,-57.0,-52.0,270.0,1396.0,231.0,573.0
665812470,11-11,2944.0,7632.0,6492.0,1260.0,-59.0,-69.0,-59.0,-52.0,473.0,1472.0,205.0,565.0
665808158,11-11,2749.0,7339.0,6493.0,1025.0,-58.0,-69.0,-59.0,-52.0,507.0,1711.0,390.0,739.0
665806295,11-11,3178.0,8862.0,6588.0,1338.0,-58.0,-70.0,-56.0,-55.0,250.0,881.0,366.0,609.0
665806546,11-11,2983.0,7309.0,6522.0,1064.0,-58.0,-69.0,-59.0,-51.0,331.0,1632.0,452.0,719.0
665810315,11-11,2827.0,7339.0,6375.0,869.0,-58.0,-68.0,-59.0,-51.0,473.0,1751.0,502.0,813.0
665812336,11-11,2827.0,7456.0,6522.0,647.0,-59.0,-69.0,-59.0,-50.0,508.0,1537.0,229.0,954.0
665807078,11-11,3022.0,7514.0,6492.0,869.0,-58.0,-69.0,-59.0,-52.0,385.0,1645.0,294.0,784.0
665811588,11-11,2944.0,7397.0,6493.0,869.0,-58.0,-69.0,-55.0,-52.0,426.0,1588.0,469.0,784.0
665812656,11-11,3061.0,7807.0,,1103.0,-58.0,-72.0,,-53.0,406.0,1194.0,,629.0
665809464,11-11,2866.0,7661.0,6492.0,1025.0,-58.0,-70.0,-59.0,-51.0,451.0,1610.0,527.0,694.0
665810873,11-11,2788.0,7280.0,6522.0,1064.0,-58.0,-68.0,-59.0,-52.0,445.0,1722.0,354.0,736.0
665808535,11-11,2827.0,7426.0,6434.0,791.0,-58.0,-69.0,-59.0,-52.0,468.0,1708.0,401.0,832.0
665811898,11-11,2905.0,7456.0,6522.0,830.0,-59.0,-69.0,-59.0,-52.0,451.0,1617.0,248.0,810.0
665811691,11-11,2983.0,7426.0,6551.0,947.0,-58.0,-69.0,-59.0,-52.0,305.0,1610.0,295.0,777.0
665806632,11-11,2671.0,7632.0,6522.0,986.0,-58.0,-70.0,-55.0,-51.0,546.0,1588.0,743.0,759.0
665809260,11-11,3139.0,7426.0,6551.0,791.0,-58.0,-68.0,-54.0,-52.0,252.0,1687.0,611.0,818.0
665809072,11-11,3100.0,7602.0,6700.0,869.0,-58.0,-69.0,-57.0,-52.0,250.0,1600.0,742.0,826.0
665810075,11-11,2944.0,7426.0,6463.0,713.0,-58.0,-68.0,-59.0,-52.0,365.0,1633.0,834.0,872.0
665806873,11-11,3061.0,7485.0,6375.0,908.0,-59.0,-68.0,-59.0,-52.0,289.0,1601.0,374.0,789.0
665808740,11-11,2944.0,7397.0,6642.0,869.0,-53.0,-69.0,-57.0,-51.0,488.0,1702.0,420.0,788.0
665811237,11-11,2866.0,7368.0,6471.0,947.0,-58.0,-69.0,-59.0,-52.0,450.0,1778.0,385.0,766.0
665807895,11-11,3061.0,7514.0,6463.0,1065.0,-58.0,-68.0,-59.0,-52.0,365.0,1626.0,433.0,731.0
665810628,11-11,3061.0,7339.0,6671.0,947.0,-58.0,-68.0,-57.0,-52.0,334.0,1674.0,417.0,772.0
665809697,11-11,2749.0,7602.0,6551.0,1103.0,-58.0,-69.0,-59.0,-52.0,561.0,1551.0,443.0,641.0
665810344,11-11,2749.0,7485.0,6405.0,830.0,-58.0,-68.0,-59.0,-52.0,495.0,1619.0,708.0,844.0
665806590,11-11,3061.0,7690.0,6639.0,869.0,-53.0,-71.0,-59.0,-51.0,439.0,1461.0,362.0,842.0
665806932,11-11,3022.0,7602.0,6551.0,1182.0,-58.0,-69.0,-59.0,-51.0,286.0,1546.0,261.0,631.0
665807618,11-11,3022.0,7456.0,6434.0,1006.0,-58.0,-69.0,-59.0,-52.0,328.0,1677.0,401.0,749.0
665812642,11-11,2353.0,7719.0,6405.0,1064.0,-51.0,-69.0,-58.0,-52.0,792.0,1375.0,518.0,614.0
665807735,11-11,2983.0,7368.0,6551.0,869.0,-58.0,-68.0,-59.0,-52.0,466.0,1698.0,391.0,798.0
665807576,11-11,2827.0,7368.0,6532.0,908.0,-59.0,-69.0,-57.0,-52.0,503.0,1684.0,356.0,784.0
665807092,11-11,2983.0,7485.0,6580.0,1064.0,-54.0,-69.0,-59.0,-52.0,316.0,1642.0,293.0,729.0
665808405,11-11,2905.0,7368.0,6414.0,869.0,-58.0,-69.0,-54.0,-52.0,476.0,1736.0,694.0,808.0
665806618,11-11,2827.0,7573.0,6463.0,1103.0,-58.0,-70.0,-59.0,-52.0,547.0,1370.0,659.0,733.0
665806517,11-11,2866.0,7544.0,6375.0,947.0,-58.0,-69.0,-59.0,-51.0,504.0,1516.0,386.0,764.0
665807219,11-11,2944.0,7544.0,6551.0,947.0,-59.0,-70.0,-59.0,-52.0,364.0,1631.0,319.0,791.0
665809813,11-11,2944.0,7544.0,6453.0,830.0,-58.0,-68.0,-59.0,-52.0,319.0,1554.0,673.0,839.0
665809784,11-11,2944.0,7456.0,,908.0,-58.0,-68.0,,-52.0,329.0,1616.0,,799.0
665806713,11-11,2827.0,7456.0,6405.0,1104.0,-59.0,-70.0,-59.0,-52.0,522.0,1499.0,560.0,701.0
665807489,11-11,3022.0,7514.0,6492.0,947.0,-58.0,-69.0,-59.0,-52.0,356.0,1568.0,318.0,748.0
665810612,11-11,2827.0,7280.0,6346.0,1104.0,-58.0,-68.0,-59.0,-52.0,504.0,1741.0,451.0,653.0
665809783,11-11,,,6434.0,,,,-59.0,,,,556.0,
665808854,11-11,2944.0,7368.0,6463.0,830.0,-58.0,-69.0,-59.0,-52.0,446.0,1755.0,493.0,844.0
665812614,11-11,2983.0,8276.0,6434.0,1065.0,-59.0,-69.0,-59.0,-52.0,414.0,1050.0,211.0,644.0
665807633,11-11,3061.0,7514.0,6346.0,1064.0,-58.0,-69.0,-59.0,-52.0,379.0,1663.0,369.0,716.0
665809682,11-11,3022.0,7368.0,6610.0,908.0,-58.0,-69.0,-59.0,-49.0,343.0,1698.0,318.0,806.0
665811602,11-11,3178.0,7426.0,6463.0,1103.0,-58.0,-69.0,-59.0,-52.0,166.0,1632.0,467.0,667.0
665812585,11-11,3139.0,7339.0,6405.0,986.0,-57.0,-74.0,-59.0,-52.0,229.0,1635.0,341.0,746.0
665809508,11-11,3061.0,7485.0,5917.0,791.0,-54.0,-70.0,-54.0,-52.0,264.0,1522.0,1221.0,818.0
665812106,11-11,2827.0,7309.0,6522.0,869.0,-59.0,-69.0,-59.0,-52.0,477.0,1707.0,252.0,840.0
