Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4,Diff_RSSI_1_2,Diff_RSSI_1_3,Diff_RSSI_1_4,Diff_RSSI_2_3,Diff_RSSI_2_4,Diff_RSSI_3_4
1775044560957,1-1,114,MCSLab RTT AP1,24:29:34:e2:4c:36,-53.0,3569.0,747.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6382.0,1954.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-504.0,556.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-71.0,12973.0,250.0,7.0,8.0,87.5,11.0,2.0,18.0,-9.0,7.0,16.0
1775044561159,1-1,108,MCSLab RTT AP1,24:29:34:e2:4c:36,-59.0,3608.0,664.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6382.0,1959.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51.0,-465.0,590.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68.0,12934.0,299.0,7.0,8.0,87.5,5.0,-8.0,9.0,-13.0,4.0,17.0
1775044561394,1-1,135,MCSLab RTT AP1,24:29:34:e2:4c:36,-57.0,3608.0,721.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6421.0,1985.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-465.0,337.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64.0,12861.0,773.0,7.0,8.0,87.5,7.0,-2.0,7.0,-9.0,0.0,9.0
1775044561611,1-1,134,MCSLab RTT AP1,24:29:34:e2:4c:36,-59.0,3569.0,639.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6421.0,2010.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-386.0,253.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68.0,12856.0,1423.0,7.0,8.0,87.5,5.0,-4.0,9.0,-9.0,4.0,13.0
1775044561811,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3608.0,542.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6343.0,2076.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49.0,-1431.0,1185.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68.0,12934.0,213.0,7.0,8.0,87.5,6.0,-9.0,10.0,-15.0,4.0,19.0
1775044562021,1-1,132,MCSLab RTT AP1,24:29:34:e2:4c:36,-59.0,3530.0,1157.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65.0,6225.0,2442.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53.0,-465.0,394.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65.0,12589.0,428.0,7.0,8.0,87.5,6.0,-6.0,6.0,-12.0,0.0,12.0
1775044562226,1-1,131,MCSLab RTT AP1,24:29:34:e2:4c:36,-59.0,3413.0,814.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66.0,6303.0,1530.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52.0,-621.0,471.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68.0,12934.0,215.0,7.0,8.0,87.5,7.0,-7.0,9.0,-14.0,2.0,16.0
1775044562432,1-1,131,MCSLab RTT AP1,24:29:34:e2:4c:36,-59.0,3569.0,495.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65.0,6343.0,2262.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53.0,-852.0,615.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68.0,12856.0,187.0,7.0,8.0,87.5,6.0,-6.0,9.0,-12.0,3.0,15.0
1775044562654,1-1,145,MCSLab RTT AP1,24:29:34:e2:4c:36,-59.0,3491.0,794.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65.0,6382.0,1478.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55.0,-640.0,348.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68.0,12700.0,1611.0,7.0,8.0,87.5,6.0,-4.0,9.0,-10.0,3.0,13.0
1775044562813,1-1,99,MCSLab RTT AP1,24:29:34:e2:4c:36,-59.0,3569.0,471.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65.0,6303.0,1545.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54.0,-699.0,506.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68.0,12710.0,481.0,7.0,8.0,87.5,6.0,-5.0,9.0,-11.0,3.0,14.0
1775044563066,1-1,146,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3569.0,673.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65.0,6303.0,1616.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56.0,-504.0,736.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69.0,12700.0,301.0,7.0,8.0,87.5,7.0,-2.0,11.0,-9.0,4.0,13.0
1775044563269,1-1,135,MCSLab RTT AP1,24:29:34:e2:4c:36,-54.0,3369.0,1000.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65.0,6303.0,1645.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-46.0,-1431.0,1086.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66.0,12778.0,339.0,7.0,8.0,87.5,11.0,-8.0,12.0,-19.0,1.0,20.0
1775044563476,1-1,136,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3530.0,808.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65.0,6342.0,1586.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53.0,-582.0,202.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69.0,12895.0,270.0,7.0,8.0,87.5,7.0,-5.0,11.0,-12.0,4.0,16.0
1775044563680,1-1,135,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3530.0,920.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66.0,6382.0,1534.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47.0,-1306.0,1131.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65.0,12517.0,571.0,7.0,8.0,87.5,8.0,-11.0,7.0,-19.0,-1.0,18.0
