Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1
1767271438402,1-1,38,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,6331,1587,7,8,87.5
1767271438607,1-1,37,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,6487,1549,7,8,87.5
1767271438843,1-1,64,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,6644,1531,7,8,87.5
1767271439043,1-1,49,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,6566,1567,7,8,87.5
1767271439244,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,6722,1464,7,8,87.5
1767271439452,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,6566,1423,7,8,87.5
1767271439657,1-1,41,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,6292,420,7,8,87.5
1767271439869,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6361,104,7,8,87.5
1767271440069,1-1,34,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,6058,199,7,8,87.5
1767271440286,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,6361,91,7,8,87.5
1767271440492,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,6253,162,7,8,87.5
1767271440702,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6331,101,7,8,87.5
1767271440911,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6253,144,7,8,87.5
1767271441121,1-1,45,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6331,156,7,8,87.5
1767271441329,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6419,119,7,8,87.5
1767271441533,1-1,38,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,6331,120,7,8,87.5
1767271441748,1-1,45,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6253,148,7,8,87.5
1767271441959,1-1,47,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6253,76,7,8,87.5
1767271442163,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6292,120,7,8,87.5
1767271442374,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6292,149,7,8,87.5
1767271442577,1-1,38,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,6331,141,7,8,87.5
1767271442790,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,6361,120,7,8,87.5
1767271443001,1-1,46,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,6273,195,7,8,87.5
1767271443207,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6273,157,7,8,87.5
1767271443424,1-1,49,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6331,110,7,8,87.5
1767271443626,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6370,135,7,8,87.5
1767271443839,1-1,50,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6361,91,7,8,87.5
1767271444045,1-1,48,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6370,110,7,8,87.5
1767271444265,1-1,57,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,6409,62,7,8,87.5
1767271444459,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6361,93,7,8,87.5
1767271444672,1-1,47,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6409,127,7,8,87.5
1767271444876,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6370,62,7,8,87.5
1767271445086,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6370,93,7,8,87.5
1767271445289,1-1,38,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6331,139,7,8,87.5
1767271445509,1-1,50,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6370,125,7,8,87.5
1767271445735,1-1,67,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6331,166,7,8,87.5
1767271445934,1-1,49,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6292,141,7,8,87.5
1767271446149,1-1,57,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6253,156,7,8,87.5
1767271446345,1-1,43,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6331,118,7,8,87.5
1767271446546,1-1,36,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6292,120,7,8,87.5
1767271446764,1-1,44,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6331,127,7,8,87.5
1767271446976,1-1,46,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6214,163,7,8,87.5
1767271447186,1-1,45,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6331,135,7,8,87.5
1767271447397,1-1,47,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,6214,157,7,8,87.5
