==========================================
Current Experiment: RTT Combination: ['Dist_mm_1', 'Dist_mm_2', 'Dist_mm_3', 'Dist_mm_4']
RTT Input Dimension: 4
==========================================
Start Training Seed 67...

Start CDAN+E Training... (Entropy Conditioning Enabled)
Epoch  | Total Loss | Tr Cls     | Tr Dom RSSI  | Tr Dom RTT   | Val T Acc  | Val T Entropy | Test MDE
------------------------------------------------------------------------------------------------------------------------
1      | 6.8985     | 4.1391     | 1.3842       | 1.3752       | 0.3115     | 3.7979       | 2.3582   |           
2      | 6.2549     | 3.5948     | 1.3467       | 1.3134       | 0.4542     | 3.7623       | 1.7581   |           
3      | 5.8087     | 3.2349     | 1.2975       | 1.2762       | 0.6396     | 3.7196       | 1.4047   |           
4      | 5.4576     | 2.9695     | 1.2654       | 1.2227       | 0.7552     | 3.6415       | 1.3319   |           
5      | 5.1572     | 2.7496     | 1.2245       | 1.1831       | 0.8344     | 3.5916       | 1.3066   |           
6      | 4.8780     | 2.5240     | 1.2119       | 1.1421       | 0.8667     | 3.5534       | 1.3234   |           
7      | 4.6035     | 2.3494     | 1.1555       | 1.0986       | 0.9021     | 3.4901       | 1.3444   |           
8      | 4.3776     | 2.2034     | 1.1221       | 1.0520       | 0.9385     | 3.3973       | 1.3358   |           
9      | 4.1085     | 1.9709     | 1.0984       | 1.0392       | 0.9396     | 3.3265       | 1.2466   |           
10     | 3.9974     | 1.8958     | 1.0616       | 1.0400       | 0.9646     | 3.2665       | 1.2146   |           
11     | 3.8583     | 1.7774     | 1.0570       | 1.0238       | 0.9708     | 3.1805       | 1.2274   | (ADV -0.62)
12     | 3.6564     | 1.6149     | 1.0276       | 1.0138       | 0.9667     | 3.0994       | 1.1466   | (ADV -0.58)
13     | 3.5776     | 1.5471     | 1.0203       | 1.0102       | 0.9760     | 3.0376       | 1.1157   | (ADV -0.54)
14     | 3.4112     | 1.4238     | 1.0077       | 0.9797       | 0.9760     | 2.9687       | 1.0728   | (ADV -0.51)
15     | 3.3035     | 1.3228     | 0.9660       | 1.0147       | 0.9812     | 2.8782       | 1.0905   | (ADV -0.46)
16     | 3.2759     | 1.2897     | 0.9764       | 1.0099       | 0.9812     | 2.7936       | 1.0637   | (ADV -0.42)
17     | 3.2312     | 1.2137     | 0.9928       | 1.0247       | 0.9812     | 2.7442       | 1.0893   | (ADV -0.39)
18     | 3.1344     | 1.1482     | 0.9613       | 1.0249       | 0.9812     | 2.6920       | 1.1040   | (ADV -0.36)
19     | 3.1216     | 1.1017     | 0.9763       | 1.0435       | 0.9771     | 2.5925       | 1.0354   | (ADV -0.32)
20     | 3.0609     | 1.0335     | 0.9604       | 1.0671       | 0.9844     | 2.5445       | 1.0873   | (ADV -0.29)
21     | 3.0155     | 1.0005     | 0.9612       | 1.0538       | 0.9833     | 2.4498       | 1.0756   | (ADV -0.24)
22     | 2.9844     | 0.9595     | 0.9740       | 1.0509       | 0.9833     | 2.3656       | 1.0968   | (ADV -0.20)
23     | 2.9232     | 0.9136     | 0.9606       | 1.0490       | 0.9823     | 2.3335       | 1.0425   | (ADV -0.18)
24     | 2.9307     | 0.8978     | 0.9710       | 1.0620       | 0.9823     | 2.2601       | 1.0845   | (ADV -0.15)
25     | 2.8155     | 0.8378     | 0.9454       | 1.0323       | 0.9833     | 2.2038       | 0.9964   | (ADV -0.12)
26     | 2.8725     | 0.8543     | 0.9644       | 1.0538       | 0.9823     | 2.1376       | 1.0072   | (ADV -0.09)
27     | 2.8464     | 0.8237     | 0.9840       | 1.0387       | 0.9802     | 2.1210       | 1.0087   | (ADV -0.08)
28     | 2.7871     | 0.7946     | 0.9531       | 1.0394       | 0.9844     | 2.0497       | 1.0398   | (ADV -0.04)
29     | 2.7318     | 0.7382     | 0.9488       | 1.0449       | 0.9844     | 2.0549       | 0.9760   |           
30     | 2.7434     | 0.7547     | 0.9612       | 1.0275       | 0.9833     | 1.9583       | 1.0092   | (ADV 0.00)
31     | 2.6424     | 0.6818     | 0.9311       | 1.0294       | 0.9844     | 1.9243       | 0.9702   | (ADV 0.02)
32     | 2.7265     | 0.7239     | 0.9619       | 1.0406       | 0.9844     | 1.9203       | 0.9468   | (ADV 0.02)
33     | 2.6847     | 0.7049     | 0.9456       | 1.0343       | 0.9854     | 1.8562       | 0.9343   | (ADV 0.06)
34     | 2.7379     | 0.7329     | 0.9705       | 1.0345       | 0.9854     | 1.8531       | 1.0493   | (ADV 0.06)
35     | 2.7700     | 0.7186     | 1.0050       | 1.0464       | 0.9844     | 1.8091       | 0.9393   | (ADV 0.08)
36     | 2.6986     | 0.6436     | 0.9785       | 1.0765       | 0.9865     | 1.8195       | 1.0211   |           
37     | 2.7269     | 0.6641     | 0.9963       | 1.0665       | 0.9844     | 1.7134       | 0.9538   | (ADV 0.13)
38     | 2.7021     | 0.6496     | 0.9802       | 1.0723       | 0.9844     | 1.7298       | 0.9443   |           
39     | 2.6734     | 0.6401     | 0.9800       | 1.0533       | 0.9844     | 1.7579       | 1.0599   |           
40     | 2.6638     | 0.6328     | 0.9746       | 1.0563       | 0.9833     | 1.6486       | 0.9704   | (ADV 0.16)
41     | 2.7269     | 0.6425     | 0.9897       | 1.0947       | 0.9875     | 1.6736       | 0.9245   |           
42     | 2.6833     | 0.6354     | 0.9943       | 1.0536       | 0.9844     | 1.6834       | 0.9400   |           
43     | 2.6173     | 0.5676     | 0.9932       | 1.0565       | 0.9865     | 1.6095       | 0.9715   | (ADV 0.18)
44     | 2.6767     | 0.5999     | 1.0085       | 1.0682       | 0.9844     | 1.6395       | 0.9329   |           
45     | 2.6829     | 0.6387     | 0.9834       | 1.0608       | 0.9854     | 1.5853       | 1.0092   | (ADV 0.19)
46     | 2.6366     | 0.5701     | 0.9981       | 1.0684       | 0.9854     | 1.5819       | 0.9367   | (ADV 0.19)
47     | 2.6402     | 0.5701     | 0.9815       | 1.0885       | 0.9854     | 1.5405       | 0.9906   | (ADV 0.22)
48     | 2.6705     | 0.5912     | 1.0023       | 1.0770       | 0.9854     | 1.5870       | 0.9978   |           
49     | 2.6226     | 0.5526     | 1.0202       | 1.0499       | 0.9865     | 1.5461       | 0.9427   |           
50     | 2.6677     | 0.5593     | 1.0316       | 1.0767       | 0.9865     | 1.4738       | 0.9583   | (ADV 0.25)
51     | 2.6624     | 0.5892     | 1.0039       | 1.0693       | 0.9854     | 1.4269       | 0.9265   | (ADV 0.27)
52     | 2.6804     | 0.5832     | 1.0192       | 1.0780       | 0.9833     | 1.4975       | 0.9119   |           
53     | 2.6431     | 0.5680     | 1.0214       | 1.0537       | 0.9844     | 1.4359       | 0.9095   |           
54     | 2.6368     | 0.5216     | 1.0325       | 1.0827       | 0.9865     | 1.4679       | 0.9836   |           
55     | 2.6445     | 0.5413     | 1.0303       | 1.0729       | 0.9875     | 1.4323       | 0.9085   |           
56     | 2.7668     | 0.6215     | 1.0500       | 1.0953       | 0.9865     | 1.4178       | 0.9758   | (ADV 0.28)
57     | 2.6969     | 0.5471     | 1.0623       | 1.0874       | 0.9854     | 1.4497       | 0.9548   |           
58     | 2.6912     | 0.5938     | 1.0577       | 1.0398       | 0.9885     | 1.4004       | 0.9765   | (ADV 0.29)
59     | 2.6281     | 0.4945     | 1.0648       | 1.0688       | 0.9865     | 1.3889       | 0.9679   | (ADV 0.29)
60     | 2.5918     | 0.4823     | 1.0446       | 1.0649       | 0.9854     | 1.3564       | 0.9029   | (ADV 0.31)
61     | 2.7007     | 0.5880     | 1.0451       | 1.0676       | 0.9865     | 1.3836       | 0.8715   |           
62     | 2.7103     | 0.5788     | 1.0668       | 1.0646       | 0.9854     | 1.3207       | 1.0041   | (ADV 0.33)
63     | 2.6946     | 0.5657     | 1.0729       | 1.0560       | 0.9844     | 1.3225       | 0.9788   |           
64     | 2.7329     | 0.5728     | 1.0807       | 1.0793       | 0.9844     | 1.2968       | 0.9694   | (ADV 0.34)
65     | 2.6125     | 0.4928     | 1.0676       | 1.0521       | 0.9865     | 1.3275       | 0.9697   |           
66     | 2.7463     | 0.5542     | 1.1016       | 1.0905       | 0.9823     | 1.3214       | 0.9320   |           
67     | 2.6808     | 0.5161     | 1.0878       | 1.0769       | 0.9833     | 1.3419       | 0.9173   |           
68     | 2.7205     | 0.5109     | 1.1193       | 1.0902       | 0.9844     | 1.2814       | 0.9173   | (ADV 0.34)
69     | 2.6950     | 0.4899     | 1.0849       | 1.1202       | 0.9865     | 1.2682       | 0.9415   | (ADV 0.35)
70     | 2.7418     | 0.5181     | 1.0943       | 1.1293       | 0.9844     | 1.1905       | 0.9161   | (ADV 0.39)
71     | 2.7228     | 0.5134     | 1.0847       | 1.1247       | 0.9865     | 1.2627       | 0.9646   |           
72     | 2.7368     | 0.5416     | 1.0946       | 1.1006       | 0.9844     | 1.2328       | 0.9786   |           
73     | 2.6620     | 0.4681     | 1.0925       | 1.1014       | 0.9854     | 1.2586       | 0.9561   |           
74     | 2.7549     | 0.5309     | 1.0799       | 1.1440       | 0.9865     | 1.2471       | 0.8709   |           
75     | 2.8585     | 0.5875     | 1.1325       | 1.1385       | 0.9844     | 1.2125       | 0.8985   |           
76     | 2.7403     | 0.5113     | 1.0991       | 1.1300       | 0.9844     | 1.1879       | 0.9443   | (ADV 0.39)
77     | 2.7482     | 0.5081     | 1.1005       | 1.1396       | 0.9833     | 1.0963       | 0.9504   | (ADV 0.44)
78     | 2.7914     | 0.5333     | 1.1214       | 1.1366       | 0.9844     | 1.1544       | 0.9551   |           
79     | 2.7384     | 0.4898     | 1.1127       | 1.1360       | 0.9833     | 1.1404       | 0.9229   |           
80     | 2.8037     | 0.5617     | 1.1002       | 1.1418       | 0.9823     | 1.1869       | 0.9543   |           
81     | 2.7310     | 0.5015     | 1.1057       | 1.1238       | 0.9854     | 1.1396       | 0.8889   |           
82     | 2.7542     | 0.5033     | 1.1217       | 1.1291       | 0.9823     | 1.2114       | 0.8970   |           
83     | 2.7017     | 0.4729     | 1.0858       | 1.1430       | 0.9833     | 1.1587       | 0.9310   |           
84     | 2.8234     | 0.5395     | 1.1395       | 1.1444       | 0.9823     | 1.1954       | 0.9228   |           
85     | 2.7475     | 0.4864     | 1.1334       | 1.1276       | 0.9844     | 1.1513       | 0.9339   |           
86     | 2.8059     | 0.5390     | 1.1425       | 1.1245       | 0.9844     | 1.1120       | 0.9448   |           
87     | 2.8220     | 0.5617     | 1.1231       | 1.1372       | 0.9875     | 1.1614       | 0.9676   |           
88     | 2.7281     | 0.5169     | 1.1209       | 1.0902       | 0.9833     | 1.1267       | 0.9543   |           
89     | 2.7987     | 0.5376     | 1.1181       | 1.1430       | 0.9833     | 1.1294       | 0.8954   |           
90     | 2.7408     | 0.5021     | 1.1094       | 1.1293       | 0.9833     | 1.1595       | 0.9275   |           
91     | 2.7016     | 0.4618     | 1.1173       | 1.1225       | 0.9833     | 1.0368       | 0.9119   | (ADV 0.46)
92     | 2.7980     | 0.5217     | 1.1432       | 1.1331       | 0.9823     | 1.0751       | 0.8953   |           
93     | 2.7488     | 0.5067     | 1.1279       | 1.1142       | 0.9812     | 1.0638       | 0.8903   |           
94     | 2.7622     | 0.4948     | 1.1293       | 1.1381       | 0.9854     | 1.0333       | 0.8883   | (ADV 0.47)
95     | 2.7789     | 0.4887     | 1.1561       | 1.1341       | 0.9844     | 1.0257       | 0.9645   | (ADV 0.47)
96     | 2.8460     | 0.5344     | 1.1625       | 1.1491       | 0.9844     | 0.9754       | 0.9551   | (ADV 0.50)
97     | 2.7516     | 0.4730     | 1.1372       | 1.1414       | 0.9802     | 1.0023       | 0.9430   |           
98     | 2.7797     | 0.4607     | 1.1457       | 1.1733       | 0.9875     | 1.0300       | 0.9138   |           
99     | 2.7720     | 0.4775     | 1.1392       | 1.1553       | 0.9854     | 0.9710       | 0.9451   | (ADV 0.50)
100    | 2.7287     | 0.4566     | 1.1472       | 1.1250       | 0.9833     | 0.9527       | 0.8873   | (ADV 0.51)
101    | 2.8165     | 0.5356     | 1.1354       | 1.1456       | 0.9854     | 0.9759       | 0.9114   |           
102    | 2.8111     | 0.5062     | 1.1362       | 1.1686       | 0.9885     | 1.0397       | 0.9891   |           
103    | 2.7487     | 0.4575     | 1.1456       | 1.1455       | 0.9865     | 0.9927       | 0.8763   |           
104    | 2.7733     | 0.4955     | 1.1368       | 1.1410       | 0.9875     | 1.0196       | 0.9173   |           
105    | 2.7763     | 0.4656     | 1.1491       | 1.1616       | 0.9875     | 0.9600       | 0.9499   | (ADV 0.51)
106    | 2.7707     | 0.4794     | 1.1527       | 1.1386       | 0.9854     | 0.9575       | 0.9179   |           
107    | 2.7174     | 0.4469     | 1.1352       | 1.1352       | 0.9833     | 0.9192       | 0.8626   | (ADV 0.52)
108    | 2.7764     | 0.4746     | 1.1534       | 1.1484       | 0.9844     | 0.9434       | 0.9297   |           
109    | 2.7440     | 0.4570     | 1.1535       | 1.1336       | 0.9833     | 0.9844       | 0.8363   |           
110    | 2.7408     | 0.4575     | 1.1557       | 1.1276       | 0.9812     | 0.9652       | 0.8980   |           
111    | 2.7516     | 0.4708     | 1.1358       | 1.1449       | 0.9812     | 0.9415       | 0.9286   |           
112    | 2.7692     | 0.4689     | 1.1630       | 1.1373       | 0.9844     | 0.9909       | 0.8823   |           
113    | 2.7445     | 0.4560     | 1.1519       | 1.1366       | 0.9844     | 0.8925       | 0.8562   | (ADV 0.54)
114    | 2.7973     | 0.4541     | 1.1699       | 1.1733       | 0.9802     | 0.9124       | 0.8821   |           
115    | 2.8818     | 0.5361     | 1.1894       | 1.1563       | 0.9844     | 0.9188       | 0.8802   |           
116    | 2.8066     | 0.4797     | 1.1538       | 1.1731       | 0.9823     | 0.9102       | 0.8112   |           
117    | 2.8005     | 0.4629     | 1.1661       | 1.1715       | 0.9844     | 0.9109       | 0.8293   |           
118    | 2.7835     | 0.4647     | 1.1606       | 1.1582       | 0.9844     | 0.9185       | 0.8511   |           
119    | 2.8590     | 0.4986     | 1.1967       | 1.1637       | 0.9865     | 0.9160       | 0.8901   |           
120    | 2.7457     | 0.4491     | 1.1607       | 1.1359       | 0.9854     | 0.8395       | 0.8691   | (ADV 0.57)
121    | 2.8126     | 0.4828     | 1.1856       | 1.1442       | 0.9854     | 0.8715       | 0.8664   |           
122    | 2.8755     | 0.5187     | 1.1886       | 1.1681       | 0.9844     | 0.9018       | 0.7519   |           
123    | 2.8243     | 0.4683     | 1.1805       | 1.1755       | 0.9844     | 0.8674       | 0.8378   |           
124    | 2.8583     | 0.4968     | 1.1977       | 1.1638       | 0.9865     | 0.8895       | 0.8616   |           
125    | 2.7638     | 0.4522     | 1.1595       | 1.1521       | 0.9833     | 0.8352       | 0.8620   | (ADV 0.57)
126    | 2.7385     | 0.4243     | 1.1694       | 1.1449       | 0.9854     | 0.8767       | 0.8869   |           
127    | 2.7865     | 0.4516     | 1.1769       | 1.1581       | 0.9885     | 0.9404       | 0.9176   |           
128    | 2.8180     | 0.4789     | 1.1767       | 1.1624       | 0.9854     | 0.8699       | 0.8679   |           
129    | 2.8028     | 0.4578     | 1.1771       | 1.1679       | 0.9833     | 0.8653       | 0.8340   |           
130    | 2.8118     | 0.4919     | 1.1784       | 1.1415       | 0.9865     | 0.8707       | 0.8414   |           
131    | 2.7133     | 0.4118     | 1.1586       | 1.1430       | 0.9823     | 0.8944       | 0.8540   |           
132    | 2.7636     | 0.4400     | 1.1600       | 1.1636       | 0.9833     | 0.8157       | 0.8456   | (ADV 0.58)
133    | 2.7972     | 0.4547     | 1.1592       | 1.1833       | 0.9844     | 0.8124       | 0.8601   | (ADV 0.58)
134    | 2.7791     | 0.4413     | 1.1616       | 1.1762       | 0.9865     | 0.7900       | 0.7980   | (ADV 0.59)
135    | 2.7836     | 0.4474     | 1.1663       | 1.1699       | 0.9875     | 0.7834       | 0.8185   | (ADV 0.60)
136    | 2.7835     | 0.4430     | 1.1580       | 1.1825       | 0.9865     | 0.8027       | 0.8615   |           
137    | 2.8907     | 0.5313     | 1.1671       | 1.1923       | 0.9865     | 0.8756       | 0.8201   |           
