Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4,Diff_RSSI_1_2,Diff_RSSI_1_3,Diff_RSSI_1_4,Diff_RSSI_2_3,Diff_RSSI_2_4,Diff_RSSI_3_4
1773747063412,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,4384.0,539.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6181.0,1249.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49.0,-421.0,418.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74.0,10635.0,1808.0,7.0,8.0,87.5,8.0,-7.0,18.0,-15.0,10.0,25.0
1773747063596,1-1,100,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,4306.0,483.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6220.0,1255.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47.0,-421.0,978.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73.0,10635.0,1993.0,7.0,8.0,87.5,8.0,-9.0,17.0,-17.0,9.0,26.0
1773747063831,1-1,130,MCSLab RTT AP1,24:29:34:e2:4c:36,-54.0,4306.0,478.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,5986.0,1363.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47.0,-460.0,992.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73.0,10713.0,1900.0,7.0,8.0,87.5,10.0,-7.0,19.0,-17.0,9.0,26.0
1773747064048,1-1,134,MCSLab RTT AP1,24:29:34:e2:4c:36,-54.0,4345.0,443.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,5986.0,1371.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47.0,-381.0,612.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73.0,10713.0,1840.0,7.0,8.0,87.5,10.0,-7.0,19.0,-17.0,9.0,26.0
1773747064259,1-1,127,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,4306.0,489.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6142.0,1324.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-41.0,-606.0,1323.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74.0,10713.0,1826.0,7.0,8.0,87.5,8.0,-15.0,18.0,-23.0,10.0,33.0
1773747064465,1-1,126,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,4306.0,557.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6025.0,1388.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-46.0,-381.0,848.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73.0,10713.0,1836.0,7.0,8.0,87.5,8.0,-10.0,17.0,-18.0,9.0,27.0
1773747064662,1-1,116,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,4345.0,460.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6103.0,1295.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-45.0,-362.0,477.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74.0,10635.0,1887.0,7.0,8.0,87.5,8.0,-11.0,18.0,-19.0,10.0,29.0
1773747064861,1-1,109,MCSLab RTT AP1,24:29:34:e2:4c:36,-55.0,4423.0,426.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,5947.0,775.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47.0,-538.0,559.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74.0,10791.0,1800.0,7.0,8.0,87.5,9.0,-8.0,19.0,-17.0,10.0,27.0
1773747065085,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,4228.0,565.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64.0,6103.0,718.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-46.0,-421.0,431.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74.0,10713.0,1931.0,7.0,8.0,87.5,8.0,-10.0,18.0,-18.0,10.0,28.0
1773747065291,1-1,127,MCSLab RTT AP1,24:29:34:e2:4c:36,-56.0,4189.0,628.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65.0,6103.0,703.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49.0,-421.0,424.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74.0,10752.0,2364.0,7.0,8.0,87.5,9.0,-7.0,18.0,-16.0,9.0,25.0
