Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.1799    | 3.5351     | 5.5316     | 3.7020     | 0.4112     | 2.9585       | 3.7454       |             | 1.8876   | 6.704  
2      | 12.0163    | 2.9158     | 5.3727     | 3.4931     | 0.2347     | 2.4222       | 3.3757       |             | 1.6645   | 5.798  
3      | 10.9718    | 2.5978     | 5.2404     | 2.9514     | 0.1823     | 2.1701       | 2.7228       |             | 1.8876   | 4.893  
4      | 10.0469    | 2.5032     | 5.0734     | 2.3058     | 0.1645     | 1.9999       | 2.1463       |             | 1.8092   | 4.146  
5      | 9.1483     | 2.3518     | 4.8480     | 1.8005     | 0.1479     | 1.8304       | 1.5506       |             | 1.8277   | 3.381  
6      | 8.3395     | 2.1927     | 4.5551     | 1.4501     | 0.1416     | 1.4838       | 1.5042       |             | 1.7664   | 2.988  
7      | 7.6457     | 1.9741     | 4.2949     | 1.2460     | 0.1308     | 1.3876       | 1.0477       |             | 1.7497   | 2.435  
8      | 7.0238     | 1.7770     | 4.0227     | 1.1017     | 0.1225     | 1.1824       | 0.9561       |             | 1.7191   | 2.139  
9      | 6.4890     | 1.6209     | 3.7560     | 0.9797     | 0.1324     | 0.8838       | 1.2016       |             | 1.7757   | 2.085  
10     | 5.9118     | 1.4531     | 3.4533     | 0.8921     | 0.1132     | 1.0309       | 0.6454       |             | 1.7617   | 1.676  
11     | 5.4483     | 1.3634     | 3.1574     | 0.8074     | 0.1201     | 0.6294       | 1.0169       |             | 1.7072   | 1.646  
12     | 5.1481     | 1.2528     | 3.0112     | 0.7725     | 0.1116     | 0.6808       | 0.6653       |             | 1.7381   | 1.346  
13     | 4.9323     | 1.2089     | 2.9099     | 0.7011     | 0.1124     | 0.5270       | 0.7468       |             | 1.7527   | 1.274  
14     | 4.7326     | 1.1653     | 2.8153     | 0.6510     | 0.1010     | 0.7356       | 0.4373       |             | 1.7230   | 1.173  
15     | 4.4554     | 1.0651     | 2.6636     | 0.6250     | 0.1016     | 0.5207       | 0.5519       |             | 1.6899   | 1.073  
16     | 4.3169     | 1.0924     | 2.5114     | 0.6174     | 0.0957     | 0.5633       | 0.4587       |             | 1.7226   | 1.022  
17     | 3.9374     | 0.9593     | 2.3212     | 0.5707     | 0.0862     | 0.4878       | 0.4423       |             | 1.6668   | 0.930  
18     | 3.9232     | 0.9435     | 2.3399     | 0.5575     | 0.0823     | 0.4216       | 0.5191       |             | 1.7235   | 0.941  
19     | 3.8082     | 0.9355     | 2.2620     | 0.5262     | 0.0845     | 0.4037       | 0.4897       |             | 1.6941   | 0.893  
20     | 3.6222     | 0.9103     | 2.1324     | 0.4966     | 0.0828     | 0.3413       | 0.4807       |             | 1.7099   | 0.822  
21     | 3.6099     | 0.8984     | 2.0994     | 0.5212     | 0.0908     | 0.3429       | 0.5300       |             | 1.6432   | 0.873  
22     | 3.4112     | 0.8666     | 1.9773     | 0.4844     | 0.0828     | 0.2781       | 0.5190       |             | 1.6648   | 0.797  
23     | 3.2008     | 0.8366     | 1.8200     | 0.4612     | 0.0830     | 0.2973       | 0.4461       |             | 1.7024   | 0.743  
24     | 3.2354     | 0.8548     | 1.8101     | 0.4865     | 0.0840     | 0.5479       | 0.3307       |             | 1.6602   | 0.879  
25     | 3.1224     | 0.8301     | 1.7452     | 0.4644     | 0.0827     | 0.2654       | 0.4884       |             | 1.6545   | 0.754  
26     | 2.9468     | 0.7850     | 1.6355     | 0.4465     | 0.0797     | 0.2704       | 0.3884       |             | 1.7100   | 0.659  
