Mode: Fusion | Features: RSSI(4) + RTT(3)
Model Input Dimension: 7
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2479    | 3.5859     | 5.5262     | 3.7021     | 0.4337     | 3.0596       | 3.7465       |             | 1.5849   | 6.806  
2      | 11.9645    | 2.8824     | 5.3566     | 3.4740     | 0.2515     | 2.4474       | 3.3384       |             | 1.5653   | 5.786  
3      | 10.7974    | 2.5481     | 5.2151     | 2.8412     | 0.1930     | 2.1056       | 2.4775       |             | 1.6890   | 4.583  
4      | 9.7173     | 2.4219     | 5.0264     | 2.1115     | 0.1574     | 1.8503       | 1.7226       |             | 1.6592   | 3.573  
5      | 8.7746     | 2.1502     | 4.7762     | 1.7063     | 0.1418     | 1.5407       | 1.3717       |             | 1.6848   | 2.912  
6      | 8.0663     | 1.9539     | 4.5353     | 1.4432     | 0.1338     | 1.2304       | 1.1647       |             | 1.7705   | 2.395  
7      | 7.3469     | 1.7273     | 4.2483     | 1.2469     | 0.1244     | 0.9493       | 0.9769       |             | 1.7425   | 1.926  
8      | 6.7715     | 1.5607     | 3.9801     | 1.1138     | 0.1169     | 0.8884       | 0.6840       |             | 1.7626   | 1.572  
9      | 6.0826     | 1.4076     | 3.6190     | 0.9488     | 0.1073     | 0.7052       | 0.6214       |             | 1.7681   | 1.327  
10     | 5.6776     | 1.3018     | 3.4033     | 0.8703     | 0.1022     | 0.5652       | 0.5501       |             | 1.7767   | 1.115  
11     | 5.2133     | 1.1936     | 3.1324     | 0.7803     | 0.1070     | 0.4986       | 0.4572       |             | 1.7543   | 0.956  
12     | 4.8543     | 1.1209     | 2.9010     | 0.7361     | 0.0963     | 0.4271       | 0.4258       |             | 1.7204   | 0.853  
13     | 4.5120     | 1.0158     | 2.7320     | 0.6688     | 0.0953     | 0.3960       | 0.3465       |             | 1.7329   | 0.742  
14     | 4.1747     | 0.9895     | 2.4699     | 0.6227     | 0.0927     | 0.3034       | 0.4193       |             | 1.7176   | 0.723  
15     | 4.0102     | 0.9244     | 2.3793     | 0.6208     | 0.0858     | 0.2964       | 0.3442       |             | 1.7229   | 0.641  
16     | 3.8556     | 0.8758     | 2.3043     | 0.5904     | 0.0851     | 0.2935       | 0.2907       |             | 1.7645   | 0.584  
17     | 3.7036     | 0.8922     | 2.1616     | 0.5623     | 0.0876     | 0.2367       | 0.3028       |             | 1.6624   | 0.540  
18     | 3.3661     | 0.7913     | 1.9706     | 0.5191     | 0.0851     | 0.2177       | 0.3751       |             | 1.6994   | 0.593  
19     | 3.1906     | 0.7481     | 1.8599     | 0.5028     | 0.0798     | 0.2394       | 0.2800       |             | 1.7008   | 0.519  
20     | 3.2522     | 0.7968     | 1.8896     | 0.4759     | 0.0899     | 0.2184       | 0.2979       |             | 1.7185   | 0.516  
21     | 3.0379     | 0.7402     | 1.7227     | 0.4886     | 0.0864     | 0.1854       | 0.3120       |             | 1.6741   | 0.497  
22     | 3.0027     | 0.7568     | 1.6882     | 0.4724     | 0.0853     | 0.1788       | 0.2733       |             | 1.6912   | 0.452  
23     | 2.9289     | 0.7232     | 1.6442     | 0.4767     | 0.0848     | 0.1738       | 0.2730       |             | 1.6681   | 0.447  
24     | 3.0973     | 0.7290     | 1.8107     | 0.4737     | 0.0839     | 0.1700       | 0.3150       |             | 1.5847   | 0.485  
25     | 2.9688     | 0.6919     | 1.7432     | 0.4538     | 0.0800     | 0.1708       | 0.2486       |             | 1.6409   | 0.419  
26     | 3.0042     | 0.6566     | 1.8087     | 0.4528     | 0.0861     | 0.1750       | 0.2355       |             | 1.6691   | 0.411  
27     | 2.8265     | 0.6662     | 1.6575     | 0.4217     | 0.0810     | 0.1769       | 0.1872       |             | 1.6922   | 0.364  
28     | 2.8573     | 0.6390     | 1.7186     | 0.4207     | 0.0789     | 0.1442       | 0.2231       |             | 1.6779   | 0.367  
29     | 2.8726     | 0.6213     | 1.7484     | 0.4190     | 0.0839     | 0.1501       | 0.1852       |             | 1.6087   | 0.335  
30     | 2.9132     | 0.6498     | 1.7563     | 0.4239     | 0.0832     | 0.1494       | 0.2332       |             | 1.5426   | 0.383  
31     | 2.9603     | 0.6298     | 1.8068     | 0.4429     | 0.0808     | 0.1628       | 0.2966       |             | 1.5498   | 0.459  
32     | 2.9406     | 0.6141     | 1.8246     | 0.4194     | 0.0823     | 0.1207       | 0.2336       |             | 1.6597   | 0.354  
33     | 2.8051     | 0.6064     | 1.6931     | 0.4246     | 0.0810     | 0.1448       | 0.2265       |             | 1.6758   | 0.371  
34     | 2.9203     | 0.5991     | 1.7914     | 0.4503     | 0.0795     | 0.1427       | 0.2525       |             | 1.6321   | 0.395  
35     | 3.0230     | 0.6058     | 1.8965     | 0.4425     | 0.0782     | 0.1454       | 0.2440       |             | 1.6329   | 0.389  
36     | 3.5136     | 0.6623     | 2.2713     | 0.4930     | 0.0870     | 0.2185       | 0.2539       |             | 1.5305   | 0.472  
37     | 3.3446     | 0.6091     | 2.1635     | 0.4824     | 0.0896     | 0.1801       | 0.1838       |             | 1.5040   | 0.364  
38     | 3.1884     | 0.6472     | 2.0012     | 0.4559     | 0.0841     | 0.1574       | 0.2243       |             | 1.5714   | 0.382  
39     | 3.2111     | 0.6194     | 2.0485     | 0.4533     | 0.0899     | 0.1504       | 0.3062       |             | 1.6814   | 0.457  
40     | 3.5504     | 0.6685     | 2.2969     | 0.4931     | 0.0919     | 0.1232       | 0.2290       |             | 1.5952   | 0.352  
41     | 3.6654     | 0.6592     | 2.4224     | 0.4905     | 0.0933     | 0.1318       | 0.3319       |             | 1.5717   | 0.464  
42     | 3.6774     | 0.6266     | 2.4587     | 0.5001     | 0.0919     | 0.1501       | 0.2480       |             | 1.6300   | 0.398  
43     | 3.7376     | 0.6462     | 2.4874     | 0.5108     | 0.0933     | 0.1504       | 0.2413       |             | 1.5382   | 0.392  
44     | 3.8725     | 0.6339     | 2.6065     | 0.5373     | 0.0949     | 0.1164       | 0.3698       |             | 1.4752   | 0.486  
45     | 4.1215     | 0.6416     | 2.8327     | 0.5475     | 0.0997     | 0.1267       | 0.3823       |             | 1.3801   | 0.509  
46     | 4.6171     | 0.6364     | 3.2641     | 0.6144     | 0.1022     | 0.1424       | 0.3366       |             | 1.3815   | 0.479  
47     | 5.0224     | 0.6943     | 3.5919     | 0.6283     | 0.1080     | 0.1236       | 0.3704       |             | 1.3628   | 0.494  
48     | 5.3992     | 0.6803     | 3.9625     | 0.6544     | 0.1019     | 0.1406       | 0.4238       |             | 1.3009   | 0.564  
49     | 5.6589     | 0.7179     | 4.1673     | 0.6597     | 0.1139     | 0.1135       | 0.4137       |             | 1.3282   | 0.527  
50     | 5.7130     | 0.7195     | 4.2119     | 0.6679     | 0.1138     | 0.1470       | 0.4290       |             | 1.2490   | 0.576  
51     | 6.0050     | 0.7093     | 4.4901     | 0.6848     | 0.1207     | 0.1159       | 0.4477       |             | 1.2286   | 0.564  
52     | 5.6404     | 0.6942     | 4.1888     | 0.6420     | 0.1154     | 0.1124       | 0.4487       |             | 1.1897   | 0.561  
53     | 5.5112     | 0.6326     | 4.1444     | 0.6229     | 0.1114     | 0.1116       | 0.4926       |             | 1.2567   | 0.604  
54     | 5.7039     | 0.6293     | 4.3431     | 0.6210     | 0.1105     | 0.0999       | 0.3950       |             | 1.1287   | 0.495  
55     | 5.4102     | 0.6093     | 4.0994     | 0.5990     | 0.1026     | 0.0946       | 0.3617       |             | 1.0568   | 0.456  
