Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2399    | 3.5744     | 5.5163     | 3.7005     | 0.4487     | 2.9977       | 3.7380       |             | 2.1665   | 6.736  
2      | 12.0280    | 2.9715     | 5.3472     | 3.4533     | 0.2559     | 2.5172       | 3.2555       |             | 1.9771   | 5.773  
3      | 10.9463    | 2.6427     | 5.1966     | 2.9197     | 0.1872     | 2.2291       | 2.6729       |             | 1.8829   | 4.902  
4      | 9.9602     | 2.4696     | 5.0080     | 2.3154     | 0.1672     | 1.9902       | 2.0762       |             | 1.9331   | 4.066  
5      | 9.0853     | 2.3256     | 4.8006     | 1.8098     | 0.1494     | 1.7343       | 1.4059       |             | 1.9121   | 3.140  
6      | 8.3200     | 2.1519     | 4.5267     | 1.4941     | 0.1475     | 1.4949       | 1.1714       |             | 1.9383   | 2.666  
7      | 7.6292     | 1.9164     | 4.2573     | 1.3272     | 0.1282     | 1.2901       | 0.9683       |             | 1.8658   | 2.258  
8      | 7.0051     | 1.7305     | 3.9785     | 1.1727     | 0.1233     | 0.9718       | 0.9785       |             | 1.8003   | 1.950  
9      | 6.4255     | 1.5735     | 3.6845     | 1.0427     | 0.1248     | 0.8149       | 0.8168       |             | 1.8313   | 1.632  
10     | 5.9254     | 1.4336     | 3.4122     | 0.9697     | 0.1100     | 0.7850       | 0.6402       |             | 1.8449   | 1.425  
11     | 5.4955     | 1.3476     | 3.1608     | 0.8752     | 0.1119     | 0.6265       | 0.7785       |             | 1.7093   | 1.405  
12     | 5.0885     | 1.2506     | 2.9084     | 0.8271     | 0.1025     | 0.6066       | 0.5841       |             | 1.8502   | 1.191  
13     | 4.6709     | 1.1759     | 2.6643     | 0.7306     | 0.1000     | 0.4742       | 0.6079       |             | 1.8402   | 1.082  
14     | 4.5311     | 1.1246     | 2.6000     | 0.7058     | 0.1006     | 0.4472       | 0.4847       |             | 1.8963   | 0.932  
15     | 4.1746     | 1.0408     | 2.3668     | 0.6729     | 0.0940     | 0.4204       | 0.5709       |             | 1.7789   | 0.991  
16     | 4.0410     | 1.0370     | 2.2919     | 0.6214     | 0.0906     | 0.3904       | 0.5039       |             | 1.8025   | 0.894  
17     | 3.8200     | 0.9761     | 2.1520     | 0.6002     | 0.0917     | 0.4099       | 0.3871       |             | 1.8209   | 0.797  
18     | 3.6016     | 0.9221     | 2.0354     | 0.5566     | 0.0875     | 0.3724       | 0.3224       |             | 1.8429   | 0.695  
19     | 3.5549     | 0.9297     | 1.9933     | 0.5405     | 0.0914     | 0.4369       | 0.3189       |             | 1.8768   | 0.756  
20     | 3.3456     | 0.8605     | 1.8670     | 0.5321     | 0.0859     | 0.3327       | 0.3617       |             | 1.8157   | 0.694  
21     | 3.2843     | 0.8381     | 1.8590     | 0.5061     | 0.0811     | 0.3012       | 0.3612       |             | 1.7866   | 0.662  
22     | 3.1008     | 0.8455     | 1.6659     | 0.5031     | 0.0863     | 0.3207       | 0.3311       |             | 1.7623   | 0.652  
23     | 3.1851     | 0.8110     | 1.7849     | 0.5045     | 0.0846     | 0.3223       | 0.3397       |             | 1.8049   | 0.662  
24     | 3.4343     | 0.8121     | 2.0223     | 0.5131     | 0.0868     | 0.2753       | 0.3931       |             | 1.7114   | 0.668  
25     | 3.4648     | 0.8094     | 2.0572     | 0.5091     | 0.0890     | 0.2515       | 0.3810       |             | 1.7482   | 0.632  
26     | 3.2196     | 0.7864     | 1.8514     | 0.5040     | 0.0779     | 0.2551       | 0.3428       |             | 1.7593   | 0.598  
27     | 3.0618     | 0.7477     | 1.7480     | 0.4842     | 0.0820     | 0.2778       | 0.3220       |             | 1.7798   | 0.600  
28     | 3.1292     | 0.7672     | 1.8132     | 0.4662     | 0.0825     | 0.2570       | 0.3626       |             | 1.7662   | 0.620  
29     | 3.1166     | 0.7287     | 1.8264     | 0.4766     | 0.0848     | 0.2210       | 0.3541       |             | 1.7536   | 0.575  
30     | 3.1497     | 0.7294     | 1.8485     | 0.4861     | 0.0857     | 0.2605       | 0.3020       |             | 1.7743   | 0.562  
31     | 3.2847     | 0.7758     | 1.9371     | 0.4873     | 0.0845     | 0.2139       | 0.3228       |             | 1.7418   | 0.537  
32     | 2.9842     | 0.7281     | 1.7155     | 0.4611     | 0.0795     | 0.2100       | 0.3569       |             | 1.8950   | 0.567  
33     | 3.4727     | 0.7281     | 2.1386     | 0.5126     | 0.0934     | 0.1962       | 0.3400       |             | 1.7148   | 0.536  
34     | 3.4833     | 0.7369     | 2.1560     | 0.4986     | 0.0918     | 0.1865       | 0.3524       |             | 1.7470   | 0.539  
35     | 3.8003     | 0.7476     | 2.4241     | 0.5336     | 0.0950     | 0.1778       | 0.3962       |             | 1.6704   | 0.574  
36     | 3.5697     | 0.7599     | 2.2193     | 0.5020     | 0.0885     | 0.1748       | 0.4490       |             | 1.6457   | 0.624  
37     | 3.8873     | 0.7806     | 2.4920     | 0.5240     | 0.0906     | 0.2622       | 0.3196       |             | 1.7017   | 0.582  
38     | 3.6844     | 0.7368     | 2.3690     | 0.4928     | 0.0858     | 0.2326       | 0.3551       |             | 1.6670   | 0.588  
39     | 3.7376     | 0.6888     | 2.4247     | 0.5318     | 0.0922     | 0.2148       | 0.5008       |             | 1.5538   | 0.716  
40     | 3.6626     | 0.7079     | 2.3225     | 0.5401     | 0.0921     | 0.1823       | 0.4070       |             | 1.6768   | 0.589  
41     | 3.9151     | 0.7199     | 2.5576     | 0.5446     | 0.0931     | 0.1727       | 0.4666       |             | 1.3663   | 0.639  
42     | 4.4646     | 0.7642     | 2.9882     | 0.6097     | 0.1026     | 0.1785       | 0.4619       |             | 1.4258   | 0.640  
43     | 4.5828     | 0.7680     | 3.1296     | 0.5849     | 0.1002     | 0.2029       | 0.3702       |             | 1.4427   | 0.573  
44     | 4.8542     | 0.7618     | 3.3661     | 0.6312     | 0.0952     | 0.2139       | 0.4475       |             | 1.3717   | 0.661  
45     | 5.3943     | 0.7911     | 3.8386     | 0.6686     | 0.0960     | 0.1833       | 0.5068       |             | 1.3902   | 0.690  
46     | 5.1948     | 0.7536     | 3.6939     | 0.6476     | 0.0997     | 0.2044       | 0.4334       |             | 1.3707   | 0.638  
47     | 5.4040     | 0.7501     | 3.9012     | 0.6527     | 0.1000     | 0.2446       | 0.4635       |             | 1.2884   | 0.708  
48     | 5.7563     | 0.7940     | 4.1817     | 0.6849     | 0.0957     | 0.2551       | 0.4590       |             | 1.2029   | 0.714  
49     | 5.4896     | 0.7271     | 4.0145     | 0.6540     | 0.0940     | 0.2207       | 0.5195       |             | 1.2905   | 0.740  
50     | 5.6936     | 0.8015     | 4.1497     | 0.6492     | 0.0931     | 0.2310       | 0.4211       |             | 1.2919   | 0.652  
51     | 5.6569     | 0.7244     | 4.2033     | 0.6421     | 0.0871     | 0.1844       | 0.4599       | (saved)     | 1.1840   | 0.644  
52     | 5.7876     | 0.6801     | 4.3446     | 0.6780     | 0.0848     | 0.1604       | 0.4633       | (saved)     | 1.1751   | 0.624  
53     | 5.6040     | 0.6988     | 4.1681     | 0.6546     | 0.0825     | 0.1499       | 0.4949       |             | 1.1844   | 0.645  
54     | 5.7375     | 0.6862     | 4.3154     | 0.6545     | 0.0815     | 0.1506       | 0.4028       | (saved)     | 1.1317   | 0.553  
55     | 5.6797     | 0.6690     | 4.3239     | 0.6083     | 0.0784     | 0.2046       | 0.3492       |             | 1.1803   | 0.554  
56     | 5.9365     | 0.6711     | 4.5539     | 0.6283     | 0.0833     | 0.1589       | 0.4149       |             | 1.2288   | 0.574  
57     | 6.0531     | 0.7937     | 4.5470     | 0.6314     | 0.0810     | 0.1777       | 0.4152       |             | 1.1533   | 0.593  
58     | 6.0219     | 0.6725     | 4.6723     | 0.5977     | 0.0794     | 0.1651       | 0.3865       | (saved)     | 1.1892   | 0.552  
59     | 5.8655     | 0.6765     | 4.5160     | 0.5970     | 0.0760     | 0.1613       | 0.3570       | (saved)     | 1.2071   | 0.518  
60     | 5.6920     | 0.6699     | 4.3293     | 0.6124     | 0.0804     | 0.1800       | 0.4003       |             | 1.2807   | 0.580  
61     | 5.7415     | 0.6796     | 4.3879     | 0.5940     | 0.0799     | 0.1884       | 0.4079       |             | 1.2501   | 0.596  
62     | 6.0080     | 0.7054     | 4.6082     | 0.6121     | 0.0823     | 0.1515       | 0.3760       |             | 1.1591   | 0.528  
63     | 5.8195     | 0.6940     | 4.4595     | 0.5887     | 0.0774     | 0.1357       | 0.4235       |             | 1.1302   | 0.559  
64     | 5.7719     | 0.6510     | 4.4917     | 0.5569     | 0.0723     | 0.1950       | 0.3780       |             | 1.2070   | 0.573  
65     | 6.2576     | 0.7211     | 4.8864     | 0.5783     | 0.0718     | 0.1801       | 0.3835       |             | 1.1628   | 0.564  
66     | 6.2790     | 0.6803     | 4.9304     | 0.5895     | 0.0788     | 0.1582       | 0.3939       |             | 1.2307   | 0.552  
67     | 6.0404     | 0.6443     | 4.7225     | 0.5970     | 0.0765     | 0.1596       | 0.3745       |             | 1.2456   | 0.534  
68     | 5.6534     | 0.6543     | 4.3624     | 0.5620     | 0.0747     | 0.1439       | 0.3730       | (saved)     | 1.2223   | 0.517  
69     | 5.7947     | 0.6683     | 4.4896     | 0.5596     | 0.0773     | 0.1414       | 0.3817       |             | 1.3160   | 0.523  
70     | 5.4955     | 0.6343     | 4.2725     | 0.5154     | 0.0733     | 0.1468       | 0.3539       | (saved)     | 1.2802   | 0.501  
71     | 5.5278     | 0.6525     | 4.2559     | 0.5473     | 0.0721     | 0.1685       | 0.3561       |             | 1.2424   | 0.525  
72     | 5.6303     | 0.6505     | 4.3596     | 0.5486     | 0.0715     | 0.1565       | 0.4320       |             | 1.3381   | 0.589  
73     | 5.8184     | 0.6815     | 4.4918     | 0.5717     | 0.0735     | 0.1803       | 0.3596       |             | 1.2810   | 0.540  
74     | 5.8320     | 0.6807     | 4.5081     | 0.5686     | 0.0746     | 0.1451       | 0.4048       |             | 1.2683   | 0.550  
75     | 5.5488     | 0.5802     | 4.3536     | 0.5383     | 0.0768     | 0.2115       | 0.3409       |             | 1.2497   | 0.552  
76     | 5.6362     | 0.6143     | 4.4253     | 0.5262     | 0.0704     | 0.1539       | 0.3051       | (saved)     | 1.2898   | 0.459  
77     | 5.7249     | 0.6655     | 4.4699     | 0.5199     | 0.0696     | 0.1574       | 0.3765       |             | 1.2521   | 0.534  
78     | 5.4572     | 0.6114     | 4.2903     | 0.4910     | 0.0645     | 0.1571       | 0.3449       |             | 1.2199   | 0.502  
79     | 5.2739     | 0.5670     | 4.1468     | 0.4965     | 0.0636     | 0.1536       | 0.2879       | (saved)     | 1.2470   | 0.441  
80     | 5.4174     | 0.6287     | 4.2441     | 0.4773     | 0.0673     | 0.1514       | 0.3133       |             | 1.2481   | 0.465  
81     | 5.4650     | 0.5999     | 4.3034     | 0.4953     | 0.0664     | 0.1473       | 0.3014       |             | 1.1909   | 0.449  
82     | 5.8383     | 0.6372     | 4.6200     | 0.5099     | 0.0712     | 0.1642       | 0.3274       |             | 1.2014   | 0.492  
83     | 5.8858     | 0.6130     | 4.6785     | 0.5220     | 0.0723     | 0.1367       | 0.3564       |             | 1.1241   | 0.493  
84     | 5.6061     | 0.6004     | 4.4284     | 0.5008     | 0.0765     | 0.1522       | 0.2779       | (saved)     | 1.1367   | 0.430  
85     | 5.5331     | 0.5849     | 4.3928     | 0.4869     | 0.0684     | 0.1498       | 0.2832       |             | 1.1144   | 0.433  
86     | 5.5705     | 0.5876     | 4.4453     | 0.4703     | 0.0673     | 0.1532       | 0.2713       | (saved)     | 1.0863   | 0.425  
87     | 5.5935     | 0.6002     | 4.4283     | 0.4972     | 0.0677     | 0.1429       | 0.2923       |             | 1.0750   | 0.435  
88     | 5.6756     | 0.6310     | 4.4840     | 0.4948     | 0.0659     | 0.1590       | 0.2879       |             | 1.0987   | 0.447  
89     | 5.6464     | 0.6223     | 4.4863     | 0.4739     | 0.0639     | 0.1575       | 0.2704       |             | 1.1086   | 0.428  
90     | 5.6262     | 0.6011     | 4.4848     | 0.4751     | 0.0652     | 0.1543       | 0.2754       |             | 1.1032   | 0.430  
91     | 5.6355     | 0.5990     | 4.5028     | 0.4700     | 0.0637     | 0.1271       | 0.2894       | (saved)     | 1.0577   | 0.416  
92     | 5.6571     | 0.5604     | 4.5541     | 0.4788     | 0.0638     | 0.1402       | 0.3366       |             | 1.0744   | 0.477  
93     | 5.7881     | 0.6218     | 4.6062     | 0.4952     | 0.0649     | 0.1427       | 0.3778       |             | 1.1125   | 0.521  
94     | 5.7955     | 0.5765     | 4.6580     | 0.4978     | 0.0633     | 0.1273       | 0.2903       |             | 1.0053   | 0.418  
95     | 5.6342     | 0.5399     | 4.5822     | 0.4518     | 0.0603     | 0.1188       | 0.2712       | (saved)     | 0.9954   | 0.390  
96     | 5.9215     | 0.6143     | 4.7620     | 0.4808     | 0.0643     | 0.1486       | 0.3480       |             | 0.9714   | 0.497  
97     | 5.7784     | 0.5670     | 4.6677     | 0.4793     | 0.0644     | 0.1522       | 0.2883       |             | 1.0083   | 0.441  
98     | 5.7616     | 0.5511     | 4.6783     | 0.4661     | 0.0660     | 0.1267       | 0.3038       |             | 1.0274   | 0.431  
99     | 5.8711     | 0.6085     | 4.7354     | 0.4609     | 0.0663     | 0.1515       | 0.3297       |             | 1.1231   | 0.481  
100    | 5.9045     | 0.5732     | 4.7801     | 0.4808     | 0.0704     | 0.1406       | 0.2471       | (saved)     | 1.1837   | 0.388  
101    | 6.0086     | 0.6705     | 4.7884     | 0.4785     | 0.0712     | 0.1231       | 0.3016       |             | 1.1884   | 0.425  
102    | 5.6721     | 0.5682     | 4.5678     | 0.4689     | 0.0672     | 0.1394       | 0.2533       |             | 1.1855   | 0.393  
103    | 5.5980     | 0.5576     | 4.5193     | 0.4526     | 0.0685     | 0.1356       | 0.2825       |             | 1.1707   | 0.418  
104    | 5.4121     | 0.5498     | 4.3561     | 0.4393     | 0.0669     | 0.1168       | 0.2609       | (saved)     | 1.0756   | 0.378  
105    | 5.5963     | 0.6067     | 4.4796     | 0.4461     | 0.0639     | 0.1228       | 0.3138       |             | 1.0662   | 0.437  
106    | 5.4718     | 0.5724     | 4.3821     | 0.4512     | 0.0662     | 0.1286       | 0.2535       |             | 1.0262   | 0.382  
107    | 5.3801     | 0.5239     | 4.3409     | 0.4472     | 0.0682     | 0.1372       | 0.2291       | (saved)     | 1.0590   | 0.366  
108    | 5.4598     | 0.5892     | 4.3658     | 0.4360     | 0.0688     | 0.1250       | 0.2319       | (saved)     | 0.9986   | 0.357  
109    | 5.4648     | 0.5691     | 4.4080     | 0.4209     | 0.0668     | 0.1149       | 0.2564       |             | 0.9625   | 0.371  
110    | 5.4465     | 0.5679     | 4.3731     | 0.4349     | 0.0706     | 0.1268       | 0.3052       |             | 1.0054   | 0.432  
111    | 5.4080     | 0.5725     | 4.3347     | 0.4316     | 0.0693     | 0.1440       | 0.2471       |             | 1.0487   | 0.391  
112    | 5.2726     | 0.5566     | 4.2240     | 0.4232     | 0.0688     | 0.1418       | 0.2828       |             | 1.0081   | 0.425  
113    | 5.4685     | 0.5376     | 4.4294     | 0.4327     | 0.0687     | 0.1580       | 0.2625       |             | 1.0136   | 0.421  
114    | 5.5071     | 0.6052     | 4.4012     | 0.4301     | 0.0706     | 0.1623       | 0.2726       |             | 1.0205   | 0.435  
115    | 5.4807     | 0.5653     | 4.4263     | 0.4226     | 0.0665     | 0.1462       | 0.2845       |             | 0.9808   | 0.431  
116    | 5.5949     | 0.5778     | 4.5071     | 0.4390     | 0.0711     | 0.1537       | 0.2871       |             | 1.0354   | 0.441  
117    | 5.4692     | 0.5824     | 4.3870     | 0.4261     | 0.0738     | 0.1672       | 0.3336       |             | 1.0382   | 0.501  
118    | 5.4890     | 0.5718     | 4.4100     | 0.4330     | 0.0742     | 0.1808       | 0.3033       |             | 1.1041   | 0.484  
119    | 5.3979     | 0.5374     | 4.3800     | 0.4087     | 0.0717     | 0.1829       | 0.2111       |             | 1.0841   | 0.394  
120    | 5.3598     | 0.5326     | 4.3674     | 0.3890     | 0.0708     | 0.1657       | 0.2472       |             | 1.0303   | 0.413  
121    | 5.6917     | 0.5909     | 4.6086     | 0.4183     | 0.0740     | 0.1614       | 0.2591       |             | 0.9996   | 0.420  
122    | 5.3476     | 0.5100     | 4.3458     | 0.4177     | 0.0742     | 0.1562       | 0.2512       |             | 1.0182   | 0.407  
123    | 5.4580     | 0.5265     | 4.4434     | 0.4140     | 0.0741     | 0.1348       | 0.2418       |             | 1.0397   | 0.377  
