Mode: Fusion | Features: RSSI(4) + RTT(1)
Model Input Dimension: 5
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2957    | 3.6566     | 5.5255     | 3.6900     | 0.4237     | 3.1372       | 3.6423       |             | 2.2291   | 6.779  
2      | 12.0590    | 3.1173     | 5.3991     | 3.3086     | 0.2339     | 2.7196       | 2.9865       |             | 2.0644   | 5.706  
3      | 11.0205    | 2.9253     | 5.2786     | 2.6290     | 0.1876     | 2.4486       | 2.3362       |             | 2.0500   | 4.785  
4      | 10.0626    | 2.7962     | 5.1307     | 1.9807     | 0.1551     | 2.3290       | 1.5317       |             | 2.2501   | 3.861  
5      | 9.1986     | 2.6567     | 4.9301     | 1.4888     | 0.1231     | 2.0335       | 1.1822       |             | 2.2721   | 3.216  
6      | 8.3702     | 2.3892     | 4.6555     | 1.2195     | 0.1060     | 1.8287       | 0.9436       |             | 2.3209   | 2.772  
7      | 7.7623     | 2.2004     | 4.3741     | 1.0667     | 0.1211     | 1.4902       | 0.9027       |             | 2.1736   | 2.393  
8      | 7.1050     | 2.0016     | 4.0044     | 0.9869     | 0.1121     | 1.2133       | 0.9070       |             | 2.1922   | 2.120  
9      | 6.5137     | 1.8525     | 3.6835     | 0.8716     | 0.1060     | 1.1189       | 0.8768       |             | 2.1429   | 1.996  
10     | 5.8881     | 1.6821     | 3.3005     | 0.8114     | 0.0941     | 1.1033       | 0.6411       |             | 2.1291   | 1.744  
11     | 5.4499     | 1.5815     | 3.0080     | 0.7641     | 0.0964     | 0.9285       | 0.7062       |             | 2.1304   | 1.635  
12     | 4.9734     | 1.4888     | 2.6925     | 0.7046     | 0.0874     | 0.8287       | 0.6194       |             | 2.1720   | 1.448  
13     | 4.7594     | 1.4551     | 2.5564     | 0.6634     | 0.0844     | 0.7278       | 0.6336       |             | 2.1349   | 1.361  
14     | 4.3440     | 1.3481     | 2.3001     | 0.6075     | 0.0884     | 0.7537       | 0.5141       |             | 2.1117   | 1.268  
15     | 4.0336     | 1.2716     | 2.0995     | 0.5786     | 0.0840     | 0.6422       | 0.5889       |             | 2.1129   | 1.231  
16     | 3.8268     | 1.2278     | 1.9897     | 0.5307     | 0.0786     | 0.5588       | 0.6515       |             | 2.0449   | 1.210  
17     | 3.8032     | 1.1991     | 1.9619     | 0.5612     | 0.0810     | 0.6338       | 0.4487       |             | 2.0585   | 1.083  
18     | 3.5755     | 1.1648     | 1.7974     | 0.5310     | 0.0823     | 0.6129       | 0.4865       |             | 2.1009   | 1.099  
19     | 3.4422     | 1.0752     | 1.7614     | 0.5232     | 0.0824     | 0.6185       | 0.3294       |             | 2.0920   | 0.948  
20     | 3.4911     | 1.1106     | 1.8006     | 0.4981     | 0.0817     | 0.4652       | 0.4082       |             | 2.0885   | 0.873  
21     | 3.3748     | 1.0577     | 1.7607     | 0.4753     | 0.0810     | 0.4591       | 0.4408       |             | 2.0593   | 0.900  
22     | 3.2327     | 1.0680     | 1.6364     | 0.4527     | 0.0756     | 0.5070       | 0.4398       |             | 2.1068   | 0.947  
23     | 3.1138     | 1.0431     | 1.5548     | 0.4448     | 0.0711     | 0.5334       | 0.3516       |             | 2.1040   | 0.885  
24     | 3.1043     | 1.0199     | 1.5672     | 0.4407     | 0.0765     | 0.4771       | 0.3833       |             | 2.0767   | 0.860  
25     | 2.9635     | 0.9673     | 1.4786     | 0.4475     | 0.0702     | 0.3872       | 0.4527       |             | 2.0535   | 0.840  
26     | 2.9980     | 0.9913     | 1.4859     | 0.4464     | 0.0744     | 0.4496       | 0.3604       |             | 2.0553   | 0.810  
27     | 2.7556     | 0.9046     | 1.3511     | 0.4305     | 0.0694     | 0.3619       | 0.4444       |             | 2.0677   | 0.806  
28     | 2.7582     | 0.9155     | 1.3668     | 0.4054     | 0.0705     | 0.4518       | 0.3447       |             | 2.0801   | 0.797  
29     | 2.7900     | 0.8999     | 1.4094     | 0.4116     | 0.0691     | 0.4405       | 0.3344       |             | 2.0664   | 0.775  
30     | 2.8929     | 0.9437     | 1.4522     | 0.4250     | 0.0720     | 0.4118       | 0.3573       |             | 2.0564   | 0.769  
31     | 2.9024     | 0.9275     | 1.4737     | 0.4325     | 0.0687     | 0.3683       | 0.3704       |             | 2.0936   | 0.739  
32     | 2.6453     | 0.8671     | 1.3133     | 0.3938     | 0.0711     | 0.4034       | 0.3898       |             | 2.0754   | 0.793  
33     | 2.8388     | 0.9321     | 1.4321     | 0.4056     | 0.0689     | 0.4121       | 0.2827       |             | 2.0902   | 0.695  
34     | 2.9337     | 0.9252     | 1.5017     | 0.4324     | 0.0743     | 0.2950       | 0.5307       |             | 1.9654   | 0.826  
35     | 3.0149     | 0.9047     | 1.5898     | 0.4412     | 0.0792     | 0.4545       | 0.2654       |             | 2.0993   | 0.720  
36     | 3.3588     | 0.9308     | 1.8879     | 0.4640     | 0.0761     | 0.4188       | 0.3761       |             | 2.1404   | 0.795  
37     | 3.4273     | 0.9573     | 1.9351     | 0.4576     | 0.0773     | 0.3875       | 0.5341       |             | 2.1393   | 0.922  
38     | 3.7455     | 0.9549     | 2.2141     | 0.4902     | 0.0863     | 0.4339       | 0.3229       |             | 2.0357   | 0.757  
39     | 3.8319     | 0.9735     | 2.2622     | 0.5108     | 0.0854     | 0.3824       | 0.4694       |             | 1.9572   | 0.852  
40     | 4.3001     | 0.9514     | 2.7105     | 0.5501     | 0.0881     | 0.4130       | 0.4161       |             | 1.8699   | 0.829  
41     | 4.6342     | 1.0000     | 2.9500     | 0.5911     | 0.0931     | 0.3545       | 0.5625       |             | 1.9277   | 0.917  
42     | 4.3979     | 0.9764     | 2.7638     | 0.5667     | 0.0911     | 0.4101       | 0.4101       |             | 1.8716   | 0.820  
43     | 4.4827     | 0.9441     | 2.8735     | 0.5697     | 0.0955     | 0.5214       | 0.3672       |             | 1.8579   | 0.889  
44     | 4.4701     | 0.9710     | 2.8214     | 0.5884     | 0.0893     | 0.3246       | 0.4329       |             | 1.8872   | 0.758  
45     | 4.2115     | 0.9077     | 2.6471     | 0.5654     | 0.0913     | 0.3805       | 0.4159       |             | 1.8463   | 0.796  
46     | 4.3140     | 0.9240     | 2.6994     | 0.5967     | 0.0939     | 0.3411       | 0.4873       |             | 1.8615   | 0.828  
47     | 4.2574     | 0.9165     | 2.6632     | 0.5788     | 0.0989     | 0.3611       | 0.4704       |             | 1.7795   | 0.832  
48     | 5.1887     | 0.9968     | 3.4073     | 0.6810     | 0.1036     | 0.3982       | 0.5745       |             | 1.7593   | 0.973  
49     | 6.1347     | 1.0229     | 4.2357     | 0.7617     | 0.1144     | 0.4106       | 0.5578       |             | 1.7403   | 0.968  
50     | 5.9136     | 0.9790     | 4.0445     | 0.7828     | 0.1074     | 0.3152       | 0.5486       |             | 1.6806   | 0.864  
51     | 6.0228     | 0.9926     | 4.1702     | 0.7503     | 0.1097     | 0.3452       | 0.5484       | (saved)     | 1.7113   | 0.894  
52     | 5.9000     | 0.9284     | 4.1187     | 0.7443     | 0.1085     | 0.3692       | 0.5949       |             | 1.6737   | 0.964  
53     | 5.7718     | 0.9625     | 3.9996     | 0.7006     | 0.1089     | 0.3179       | 0.4626       | (saved)     | 1.7972   | 0.781  
54     | 5.5836     | 0.9429     | 3.8311     | 0.7070     | 0.1025     | 0.2968       | 0.5359       |             | 1.7473   | 0.833  
55     | 5.4964     | 0.9134     | 3.8019     | 0.6785     | 0.1026     | 0.2720       | 0.4813       | (saved)     | 1.7695   | 0.753  
56     | 5.3192     | 0.8997     | 3.6520     | 0.6663     | 0.1012     | 0.3109       | 0.4933       |             | 1.6673   | 0.804  
57     | 5.7345     | 0.8334     | 4.0626     | 0.7354     | 0.1032     | 0.2546       | 0.4796       | (saved)     | 1.5612   | 0.734  
58     | 5.4800     | 0.7969     | 3.9006     | 0.6883     | 0.0942     | 0.2792       | 0.4874       |             | 1.4180   | 0.767  
59     | 5.8816     | 0.8813     | 4.1987     | 0.7078     | 0.0938     | 0.3029       | 0.5072       |             | 1.4523   | 0.810  
60     | 6.3365     | 0.8836     | 4.6359     | 0.7208     | 0.0962     | 0.2741       | 0.4805       |             | 1.2628   | 0.755  
61     | 6.8185     | 0.9767     | 4.9807     | 0.7568     | 0.1042     | 0.3186       | 0.4834       |             | 1.6414   | 0.802  
62     | 6.8358     | 0.9861     | 5.0103     | 0.7356     | 0.1037     | 0.3302       | 0.4628       |             | 1.6783   | 0.793  
63     | 6.6333     | 0.9023     | 4.9267     | 0.7067     | 0.0976     | 0.3535       | 0.4987       |             | 1.4416   | 0.852  
64     | 6.5835     | 0.9193     | 4.8809     | 0.6881     | 0.0951     | 0.2870       | 0.4619       |             | 1.3986   | 0.749  
65     | 6.3488     | 0.8542     | 4.6972     | 0.7064     | 0.0909     | 0.2790       | 0.4564       |             | 1.3118   | 0.735  
66     | 6.1226     | 0.8529     | 4.5224     | 0.6562     | 0.0910     | 0.2747       | 0.3985       | (saved)     | 1.3254   | 0.673  
67     | 6.0277     | 0.8420     | 4.4400     | 0.6539     | 0.0918     | 0.3133       | 0.3734       |             | 1.2947   | 0.687  
68     | 6.3383     | 0.8882     | 4.7053     | 0.6501     | 0.0948     | 0.3167       | 0.4562       |             | 1.4277   | 0.773  
69     | 6.3521     | 0.9345     | 4.6779     | 0.6347     | 0.1051     | 0.2921       | 0.3660       | (saved)     | 1.4469   | 0.658  
70     | 5.9422     | 0.8402     | 4.3745     | 0.6256     | 0.1019     | 0.2814       | 0.3123       | (saved)     | 1.4770   | 0.594  
71     | 5.7881     | 0.8156     | 4.2868     | 0.5921     | 0.0936     | 0.2897       | 0.3690       |             | 1.4503   | 0.659  
72     | 5.7088     | 0.7656     | 4.2317     | 0.6188     | 0.0927     | 0.2793       | 0.3487       |             | 1.4551   | 0.628  
73     | 5.6240     | 0.7706     | 4.1844     | 0.5806     | 0.0884     | 0.2627       | 0.2957       | (saved)     | 1.4810   | 0.558  
74     | 5.5177     | 0.8026     | 4.0531     | 0.5750     | 0.0870     | 0.2863       | 0.3048       |             | 1.4668   | 0.591  
75     | 5.5907     | 0.7709     | 4.1624     | 0.5698     | 0.0875     | 0.2535       | 0.3408       |             | 1.4252   | 0.594  
76     | 5.9092     | 0.8158     | 4.4284     | 0.5803     | 0.0846     | 0.2558       | 0.3418       |             | 1.3815   | 0.598  
77     | 5.7933     | 0.7837     | 4.3251     | 0.5962     | 0.0883     | 0.2641       | 0.3110       |             | 1.4495   | 0.575  
78     | 5.7554     | 0.8056     | 4.2778     | 0.5852     | 0.0869     | 0.2852       | 0.3468       |             | 1.4438   | 0.632  
79     | 5.6656     | 0.8150     | 4.1844     | 0.5785     | 0.0877     | 0.2603       | 0.3221       |             | 1.4908   | 0.582  
80     | 5.8102     | 0.7670     | 4.3876     | 0.5645     | 0.0911     | 0.2570       | 0.3324       |             | 1.5123   | 0.589  
81     | 6.0167     | 0.7943     | 4.5406     | 0.5884     | 0.0935     | 0.2836       | 0.3177       |             | 1.4582   | 0.601  
82     | 5.7850     | 0.7926     | 4.3452     | 0.5630     | 0.0842     | 0.2665       | 0.3022       |             | 1.4602   | 0.569  
83     | 5.7761     | 0.8172     | 4.3143     | 0.5595     | 0.0851     | 0.2753       | 0.3273       |             | 1.4893   | 0.603  
84     | 5.5927     | 0.7638     | 4.2057     | 0.5381     | 0.0851     | 0.2572       | 0.3204       |             | 1.5067   | 0.578  
85     | 5.7664     | 0.8139     | 4.3166     | 0.5470     | 0.0889     | 0.2664       | 0.3198       |             | 1.4417   | 0.586  
86     | 5.7865     | 0.8111     | 4.3052     | 0.5787     | 0.0915     | 0.2867       | 0.3205       |             | 1.4710   | 0.607  
87     | 5.6840     | 0.7716     | 4.2885     | 0.5376     | 0.0862     | 0.2839       | 0.3232       |             | 1.4820   | 0.607  
88     | 5.5016     | 0.7757     | 4.1018     | 0.5392     | 0.0850     | 0.2532       | 0.3015       | (saved)     | 1.4855   | 0.555  
89     | 5.4452     | 0.7349     | 4.1011     | 0.5257     | 0.0835     | 0.2547       | 0.3042       |             | 1.4831   | 0.559  
90     | 5.4484     | 0.7668     | 4.0650     | 0.5364     | 0.0802     | 0.2990       | 0.3065       |             | 1.4453   | 0.605  
91     | 5.6752     | 0.8043     | 4.2368     | 0.5502     | 0.0839     | 0.2539       | 0.3070       |             | 1.3921   | 0.561  
92     | 5.3997     | 0.7424     | 4.0538     | 0.5224     | 0.0811     | 0.2212       | 0.3048       | (saved)     | 1.3553   | 0.526  
93     | 5.4108     | 0.8059     | 3.9892     | 0.5333     | 0.0824     | 0.3217       | 0.2716       |             | 1.3537   | 0.593  
94     | 5.2993     | 0.7261     | 3.9656     | 0.5201     | 0.0876     | 0.2687       | 0.2851       |             | 1.3541   | 0.554  
95     | 5.1710     | 0.7652     | 3.8174     | 0.5036     | 0.0849     | 0.2218       | 0.2761       | (saved)     | 1.3815   | 0.498  
96     | 5.2108     | 0.7197     | 3.9020     | 0.5041     | 0.0850     | 0.2208       | 0.3151       |             | 1.4183   | 0.536  
97     | 5.5065     | 0.7408     | 4.1245     | 0.5501     | 0.0911     | 0.2340       | 0.3003       |             | 1.4517   | 0.534  
98     | 5.3569     | 0.7365     | 4.0416     | 0.4891     | 0.0897     | 0.2439       | 0.2975       |             | 1.4043   | 0.541  
99     | 5.4135     | 0.7309     | 4.1135     | 0.4883     | 0.0807     | 0.2388       | 0.3361       |             | 1.4374   | 0.575  
100    | 5.4049     | 0.7671     | 4.0555     | 0.4962     | 0.0862     | 0.2414       | 0.2716       |             | 1.4613   | 0.513  
101    | 5.3886     | 0.6906     | 4.1279     | 0.4794     | 0.0907     | 0.2470       | 0.2940       |             | 1.4824   | 0.541  
102    | 5.6714     | 0.8149     | 4.2453     | 0.5156     | 0.0956     | 0.2273       | 0.3043       |             | 1.4752   | 0.532  
103    | 5.8264     | 0.8150     | 4.3793     | 0.5316     | 0.1004     | 0.2302       | 0.2934       |             | 1.4774   | 0.524  
104    | 5.5414     | 0.7761     | 4.1464     | 0.5188     | 0.1001     | 0.2789       | 0.3159       |             | 1.3690   | 0.595  
105    | 5.3950     | 0.7279     | 4.0555     | 0.5158     | 0.0958     | 0.2830       | 0.2816       |             | 1.3361   | 0.565  
106    | 5.5076     | 0.7817     | 4.1242     | 0.5034     | 0.0983     | 0.2864       | 0.2530       |             | 1.4637   | 0.539  
107    | 5.4838     | 0.7901     | 4.1215     | 0.4809     | 0.0913     | 0.2699       | 0.2579       |             | 1.4903   | 0.528  
108    | 5.2850     | 0.7447     | 3.9630     | 0.4827     | 0.0945     | 0.2948       | 0.2625       |             | 1.4230   | 0.557  
109    | 5.4169     | 0.7820     | 4.0454     | 0.4959     | 0.0935     | 0.2373       | 0.2952       |             | 1.4361   | 0.533  
110    | 5.3547     | 0.7185     | 4.0584     | 0.4816     | 0.0961     | 0.2831       | 0.2687       |             | 1.4624   | 0.552  
111    | 5.3286     | 0.7496     | 3.9883     | 0.4935     | 0.0973     | 0.2438       | 0.2587       |             | 1.4106   | 0.503  
112    | 5.3730     | 0.7549     | 4.0158     | 0.4991     | 0.1031     | 0.2446       | 0.2651       |             | 1.4288   | 0.510  
113    | 5.3611     | 0.7529     | 3.9979     | 0.5101     | 0.1002     | 0.2881       | 0.2907       |             | 1.4687   | 0.579  
114    | 5.4770     | 0.7420     | 4.1378     | 0.4963     | 0.1009     | 0.2381       | 0.3036       |             | 1.4497   | 0.542  
115    | 5.3861     | 0.7152     | 4.0667     | 0.5019     | 0.1023     | 0.2277       | 0.2579       | (saved)     | 1.4102   | 0.486  
