Mode: Fusion | Features: RSSI(4) + RTT(1)
Model Input Dimension: 5
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.3524    | 3.6851     | 5.5274     | 3.6991     | 0.4408     | 3.0968       | 3.7449       |             | 2.1805   | 6.842  
2      | 12.0921    | 2.9987     | 5.3749     | 3.4782     | 0.2403     | 2.5509       | 3.3389       |             | 1.9366   | 5.890  
3      | 10.9621    | 2.7414     | 5.2581     | 2.7728     | 0.1899     | 2.3679       | 2.4403       |             | 2.0767   | 4.808  
4      | 9.9607     | 2.6840     | 5.1214     | 2.0032     | 0.1521     | 2.2510       | 1.6851       |             | 2.0765   | 3.936  
5      | 9.1435     | 2.5049     | 4.9202     | 1.5810     | 0.1373     | 1.9569       | 1.3884       |             | 2.0440   | 3.345  
6      | 8.4394     | 2.2828     | 4.7026     | 1.3239     | 0.1301     | 1.6678       | 1.1264       |             | 2.0213   | 2.794  
7      | 7.6878     | 2.0551     | 4.3970     | 1.1094     | 0.1264     | 1.3789       | 1.0749       |             | 2.0118   | 2.454  
8      | 7.0577     | 1.8828     | 4.0749     | 0.9824     | 0.1177     | 1.3995       | 0.6940       |             | 2.0179   | 2.094  
9      | 6.4941     | 1.7087     | 3.7549     | 0.9096     | 0.1210     | 1.1429       | 0.8135       |             | 1.9792   | 1.956  
10     | 5.8513     | 1.5564     | 3.3875     | 0.8061     | 0.1013     | 0.9772       | 0.6769       |             | 1.9837   | 1.654  
11     | 5.4285     | 1.4781     | 3.0923     | 0.7540     | 0.1042     | 0.8197       | 0.7399       |             | 1.9790   | 1.560  
12     | 5.0098     | 1.3713     | 2.8264     | 0.7140     | 0.0981     | 0.8185       | 0.5960       |             | 1.9572   | 1.415  
13     | 4.6919     | 1.3230     | 2.6152     | 0.6498     | 0.1039     | 0.6763       | 0.6330       |             | 1.9600   | 1.309  
14     | 4.3418     | 1.2579     | 2.3740     | 0.6153     | 0.0946     | 0.6260       | 0.5989       |             | 1.9321   | 1.225  
15     | 3.9959     | 1.1668     | 2.1595     | 0.5748     | 0.0949     | 0.5606       | 0.5998       |             | 1.9363   | 1.160  
16     | 3.8311     | 1.1257     | 2.0653     | 0.5490     | 0.0911     | 0.6855       | 0.4421       |             | 1.9342   | 1.128  
17     | 3.7999     | 1.1349     | 2.0263     | 0.5476     | 0.0911     | 0.8720       | 0.3018       |             | 1.9627   | 1.174  
18     | 3.3977     | 1.0410     | 1.7686     | 0.5017     | 0.0863     | 0.6855       | 0.3557       |             | 1.9193   | 1.041  
19     | 3.4261     | 0.9894     | 1.8387     | 0.5131     | 0.0848     | 0.5208       | 0.3593       |             | 1.8981   | 0.880  
20     | 3.2841     | 1.0088     | 1.7072     | 0.4854     | 0.0827     | 0.5378       | 0.3967       |             | 1.8818   | 0.934  
21     | 3.1519     | 0.9747     | 1.6353     | 0.4611     | 0.0808     | 0.4428       | 0.5354       |             | 1.8383   | 0.978  
22     | 3.1644     | 0.9776     | 1.6118     | 0.4880     | 0.0869     | 0.4158       | 0.5337       |             | 1.8294   | 0.949  
23     | 3.0306     | 0.9445     | 1.5599     | 0.4496     | 0.0766     | 0.4659       | 0.4609       |             | 1.9015   | 0.927  
24     | 2.9036     | 0.9295     | 1.4618     | 0.4335     | 0.0787     | 0.3471       | 0.4500       |             | 1.8690   | 0.797  
25     | 2.9778     | 0.8763     | 1.5752     | 0.4463     | 0.0800     | 0.3366       | 0.4977       |             | 1.8380   | 0.834  
26     | 2.9158     | 0.8804     | 1.5345     | 0.4213     | 0.0796     | 0.4588       | 0.4796       |             | 1.7733   | 0.938  
27     | 3.0249     | 0.8488     | 1.6517     | 0.4491     | 0.0752     | 0.4055       | 0.3905       |             | 1.8384   | 0.796  
28     | 2.8758     | 0.8480     | 1.5303     | 0.4216     | 0.0760     | 0.3726       | 0.3422       |             | 1.8739   | 0.715  
29     | 2.8513     | 0.8470     | 1.5220     | 0.4022     | 0.0801     | 0.4158       | 0.3484       |             | 1.8980   | 0.764  
30     | 3.1443     | 0.8691     | 1.7509     | 0.4415     | 0.0827     | 0.3229       | 0.4443       |             | 1.8516   | 0.767  
31     | 3.1972     | 0.8562     | 1.8227     | 0.4385     | 0.0798     | 0.3003       | 0.5102       |             | 1.7487   | 0.810  
32     | 3.1675     | 0.8030     | 1.8377     | 0.4522     | 0.0746     | 0.3535       | 0.4310       |             | 1.7981   | 0.784  
33     | 3.2092     | 0.8426     | 1.8286     | 0.4540     | 0.0839     | 0.4175       | 0.3094       |             | 1.8980   | 0.727  
34     | 3.5368     | 0.9076     | 2.0890     | 0.4546     | 0.0856     | 0.2868       | 0.5401       |             | 1.6980   | 0.827  
35     | 3.7220     | 0.8471     | 2.3055     | 0.4844     | 0.0850     | 0.4275       | 0.4942       |             | 1.6633   | 0.922  
36     | 3.5064     | 0.8747     | 2.0892     | 0.4555     | 0.0870     | 0.3911       | 0.3711       |             | 1.8972   | 0.762  
37     | 3.4821     | 0.7985     | 2.0936     | 0.4989     | 0.0911     | 0.2668       | 0.5417       |             | 1.7079   | 0.808  
38     | 3.3420     | 0.8402     | 1.9609     | 0.4599     | 0.0810     | 0.3179       | 0.3737       |             | 1.8667   | 0.692  
39     | 3.4363     | 0.8160     | 2.0627     | 0.4767     | 0.0809     | 0.3198       | 0.4011       |             | 1.8117   | 0.721  
40     | 3.5341     | 0.8147     | 2.1738     | 0.4612     | 0.0844     | 0.4620       | 0.3302       |             | 1.8135   | 0.792  
41     | 3.9389     | 0.8427     | 2.5022     | 0.5088     | 0.0853     | 0.3444       | 0.4919       |             | 1.7878   | 0.836  
42     | 4.6204     | 0.8986     | 3.0421     | 0.5895     | 0.0902     | 0.4345       | 0.3608       |             | 1.8266   | 0.795  
43     | 4.3543     | 0.8939     | 2.7996     | 0.5732     | 0.0876     | 0.4517       | 0.3454       |             | 1.8448   | 0.797  
44     | 4.6905     | 0.9367     | 3.0847     | 0.5781     | 0.0911     | 0.3269       | 0.4681       |             | 1.7805   | 0.795  
45     | 4.7903     | 0.8880     | 3.2045     | 0.6019     | 0.0960     | 0.2206       | 0.5501       |             | 1.5590   | 0.771  
46     | 4.8799     | 0.9437     | 3.2465     | 0.5925     | 0.0972     | 0.2572       | 0.4337       |             | 1.8115   | 0.691  
47     | 4.4412     | 0.8510     | 2.9092     | 0.5936     | 0.0875     | 0.2517       | 0.4879       |             | 1.6957   | 0.740  
48     | 3.9695     | 0.8074     | 2.5310     | 0.5449     | 0.0862     | 0.2998       | 0.3344       |             | 1.7512   | 0.634  
49     | 3.9656     | 0.7944     | 2.5738     | 0.5124     | 0.0850     | 0.2271       | 0.5089       |             | 1.5905   | 0.736  
50     | 3.8921     | 0.7438     | 2.5276     | 0.5413     | 0.0794     | 0.3009       | 0.3662       |             | 1.7411   | 0.667  
51     | 4.0009     | 0.7328     | 2.6323     | 0.5550     | 0.0809     | 0.1979       | 0.4654       | (saved)     | 1.7331   | 0.663  
52     | 4.3570     | 0.7451     | 2.9431     | 0.5882     | 0.0806     | 0.2186       | 0.5446       |             | 1.7925   | 0.763  
53     | 4.6086     | 0.8194     | 3.0988     | 0.6052     | 0.0852     | 0.2552       | 0.5658       |             | 1.6818   | 0.821  
54     | 4.9793     | 0.8511     | 3.3837     | 0.6572     | 0.0873     | 0.2213       | 0.4653       |             | 1.6542   | 0.687  
55     | 4.5412     | 0.8219     | 3.0246     | 0.6066     | 0.0881     | 0.1782       | 0.4070       | (saved)     | 1.5760   | 0.585  
56     | 4.3781     | 0.7466     | 2.9466     | 0.5959     | 0.0890     | 0.1930       | 0.4950       |             | 1.6029   | 0.688  
57     | 4.3797     | 0.8209     | 2.9152     | 0.5574     | 0.0862     | 0.2323       | 0.4121       |             | 1.6627   | 0.644  
58     | 4.7629     | 0.8191     | 3.2513     | 0.5996     | 0.0929     | 0.2860       | 0.4264       |             | 1.8308   | 0.712  
59     | 5.2659     | 0.9174     | 3.6070     | 0.6445     | 0.0971     | 0.2447       | 0.4739       |             | 1.8974   | 0.719  
60     | 5.2020     | 0.8557     | 3.5951     | 0.6549     | 0.0962     | 0.1943       | 0.6338       |             | 1.6333   | 0.828  
61     | 5.6906     | 0.8472     | 4.0373     | 0.7046     | 0.1015     | 0.2349       | 0.5432       |             | 1.4979   | 0.778  
