Mode: Fusion | Features: RSSI(4) + RTT(3)
Model Input Dimension: 7
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2561    | 3.5729     | 5.5443     | 3.6923     | 0.4466     | 3.0144       | 3.7312       |             | 1.7564   | 6.746  
2      | 12.0194    | 2.8899     | 5.3980     | 3.4692     | 0.2623     | 2.4213       | 3.3244       |             | 1.2214   | 5.746  
3      | 10.9672    | 2.5376     | 5.2989     | 2.9397     | 0.1910     | 2.0681       | 2.6603       |             | 1.2327   | 4.728  
4      | 9.9397     | 2.3623     | 5.1619     | 2.2605     | 0.1549     | 1.8163       | 1.8262       |             | 1.2059   | 3.643  
5      | 9.0341     | 2.1568     | 4.9632     | 1.7762     | 0.1378     | 1.4757       | 1.3988       |             | 1.2239   | 2.874  
6      | 8.2418     | 1.9492     | 4.6915     | 1.4668     | 0.1343     | 1.2008       | 1.1254       |             | 1.2134   | 2.326  
7      | 7.5197     | 1.7261     | 4.4001     | 1.2744     | 0.1192     | 0.9445       | 0.9177       |             | 1.2283   | 1.862  
8      | 6.8478     | 1.5179     | 4.0782     | 1.1309     | 0.1208     | 0.7913       | 0.7867       |             | 1.2421   | 1.578  
9      | 6.1439     | 1.3501     | 3.7003     | 0.9865     | 0.1070     | 0.6571       | 0.6862       |             | 1.2039   | 1.343  
10     | 5.5772     | 1.2249     | 3.3568     | 0.8909     | 0.1047     | 0.5218       | 0.6297       |             | 1.2132   | 1.152  
11     | 5.1207     | 1.1523     | 3.0535     | 0.8122     | 0.1027     | 0.4748       | 0.5038       |             | 1.2056   | 0.979  
12     | 4.6772     | 1.0400     | 2.7932     | 0.7470     | 0.0970     | 0.3877       | 0.4555       |             | 1.2076   | 0.843  
13     | 4.3153     | 0.9699     | 2.5534     | 0.6967     | 0.0953     | 0.3540       | 0.4113       |             | 1.1952   | 0.765  
14     | 3.9539     | 0.9081     | 2.2991     | 0.6529     | 0.0937     | 0.2705       | 0.4317       |             | 1.1969   | 0.702  
15     | 3.7782     | 0.8946     | 2.1575     | 0.6338     | 0.0922     | 0.2782       | 0.3509       |             | 1.2057   | 0.629  
16     | 3.5457     | 0.7991     | 2.0500     | 0.6057     | 0.0908     | 0.2439       | 0.3197       |             | 1.1818   | 0.564  
17     | 3.3835     | 0.8187     | 1.8914     | 0.5797     | 0.0938     | 0.2180       | 0.2754       |             | 1.1897   | 0.493  
18     | 3.0907     | 0.7452     | 1.7409     | 0.5190     | 0.0856     | 0.2177       | 0.2716       |             | 1.1592   | 0.489  
19     | 3.0166     | 0.6827     | 1.7290     | 0.5205     | 0.0844     | 0.2007       | 0.2476       |             | 1.1935   | 0.448  
20     | 3.1318     | 0.7379     | 1.8046     | 0.5046     | 0.0847     | 0.1994       | 0.2923       |             | 1.1720   | 0.492  
21     | 3.0213     | 0.6855     | 1.7586     | 0.4964     | 0.0807     | 0.1646       | 0.2739       |             | 1.1798   | 0.438  
