Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2157    | 3.5647     | 5.5096     | 3.6911     | 0.4503     | 2.9897       | 3.7275       |             | 2.5809   | 6.717  
2      | 11.9378    | 2.9976     | 5.3371     | 3.3632     | 0.2398     | 2.6250       | 3.2260       |             | 2.3278   | 5.851  
3      | 10.8556    | 2.7446     | 5.1718     | 2.7486     | 0.1907     | 2.3831       | 2.5793       |             | 2.6139   | 4.962  
4      | 9.8283     | 2.5862     | 4.9765     | 2.1166     | 0.1490     | 2.1479       | 1.8739       |             | 2.6566   | 4.022  
5      | 8.9749     | 2.5157     | 4.7871     | 1.5455     | 0.1265     | 1.9405       | 1.2948       |             | 2.6843   | 3.235  
6      | 8.1028     | 2.2591     | 4.4739     | 1.2485     | 0.1214     | 1.7174       | 1.0072       |             | 2.6783   | 2.725  
7      | 7.3773     | 2.0062     | 4.1785     | 1.0771     | 0.1156     | 1.2914       | 1.0532       |             | 2.6695   | 2.345  
8      | 6.7783     | 1.8204     | 3.9122     | 0.9406     | 0.1051     | 1.3032       | 0.6819       |             | 2.6826   | 1.985  
9      | 6.0991     | 1.6646     | 3.5055     | 0.8270     | 0.1019     | 0.9539       | 0.8768       |             | 2.6537   | 1.831  
10     | 5.5345     | 1.4854     | 3.2028     | 0.7521     | 0.0942     | 1.0726       | 0.5007       |             | 2.6533   | 1.573  
11     | 5.1384     | 1.4478     | 2.9102     | 0.6755     | 0.1049     | 0.9760       | 0.5334       |             | 2.6181   | 1.509  
12     | 4.8063     | 1.3293     | 2.7403     | 0.6432     | 0.0936     | 1.1448       | 0.4345       |             | 2.6459   | 1.579  
13     | 4.3073     | 1.2415     | 2.4013     | 0.5755     | 0.0891     | 0.5762       | 0.5896       |             | 2.5886   | 1.166  
14     | 4.0839     | 1.1885     | 2.2341     | 0.5670     | 0.0942     | 0.5770       | 0.4484       |             | 2.5863   | 1.025  
15     | 3.6906     | 1.0502     | 2.0385     | 0.5193     | 0.0825     | 0.5161       | 0.4972       |             | 2.6470   | 1.013  
16     | 3.4969     | 1.0450     | 1.8568     | 0.5060     | 0.0891     | 0.4934       | 0.4587       |             | 2.5782   | 0.952  
17     | 3.3072     | 1.0114     | 1.7374     | 0.4714     | 0.0871     | 0.6562       | 0.3281       |             | 2.6583   | 0.984  
18     | 3.1694     | 0.9609     | 1.6856     | 0.4415     | 0.0814     | 0.6746       | 0.2472       |             | 2.6549   | 0.922  
19     | 3.0937     | 0.9707     | 1.6155     | 0.4210     | 0.0865     | 0.6182       | 0.3391       |             | 2.6408   | 0.957  
20     | 3.0041     | 0.8894     | 1.5896     | 0.4393     | 0.0858     | 0.4869       | 0.2537       |             | 2.6460   | 0.741  
21     | 2.9061     | 0.8812     | 1.5529     | 0.3869     | 0.0851     | 0.3662       | 0.4004       |             | 2.5829   | 0.767  
22     | 2.6576     | 0.8555     | 1.3419     | 0.3746     | 0.0857     | 0.5451       | 0.2515       |             | 2.5967   | 0.797  
23     | 2.9310     | 0.8955     | 1.5443     | 0.4064     | 0.0847     | 0.3342       | 0.3813       |             | 2.6469   | 0.716  
24     | 2.7225     | 0.8160     | 1.4456     | 0.3829     | 0.0781     | 0.7553       | 0.1701       |             | 2.6716   | 0.925  
25     | 2.5304     | 0.7917     | 1.3049     | 0.3588     | 0.0750     | 0.2478       | 0.3960       |             | 2.6029   | 0.644  
26     | 2.5166     | 0.7990     | 1.2824     | 0.3566     | 0.0787     | 0.2700       | 0.3869       |             | 2.5984   | 0.657  
27     | 2.4216     | 0.7630     | 1.2157     | 0.3629     | 0.0800     | 0.3257       | 0.2867       |             | 2.5886   | 0.612  
28     | 2.5414     | 0.7989     | 1.2982     | 0.3712     | 0.0731     | 0.2185       | 0.4507       |             | 2.4354   | 0.669  
29     | 2.4859     | 0.7238     | 1.3292     | 0.3523     | 0.0805     | 0.2235       | 0.4476       |             | 2.2950   | 0.671  
30     | 2.4536     | 0.7099     | 1.3112     | 0.3500     | 0.0824     | 0.2428       | 0.3925       |             | 2.5731   | 0.635  
31     | 2.6403     | 0.7626     | 1.4375     | 0.3580     | 0.0822     | 0.2374       | 0.3777       |             | 2.5143   | 0.615  
32     | 2.4877     | 0.7494     | 1.3047     | 0.3532     | 0.0804     | 0.3085       | 0.2045       |             | 2.6731   | 0.513  
33     | 2.2393     | 0.6775     | 1.1552     | 0.3323     | 0.0743     | 0.1980       | 0.3972       |             | 2.4312   | 0.595  
34     | 2.2803     | 0.6801     | 1.1883     | 0.3333     | 0.0786     | 0.2570       | 0.2709       |             | 2.5712   | 0.528  
35     | 2.4213     | 0.6910     | 1.2868     | 0.3654     | 0.0780     | 0.3377       | 0.3240       |             | 2.4468   | 0.662  
