Mode: Fusion | Features: RSSI(4) + RTT(1)
Model Input Dimension: 5
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2677    | 3.7006     | 5.5237     | 3.6574     | 0.3860     | 3.1668       | 3.5718       |             | 2.4508   | 6.739  
2      | 12.0256    | 3.1845     | 5.3978     | 3.2329     | 0.2104     | 2.7881       | 3.0612       |             | 2.3731   | 5.849  
3      | 11.0920    | 2.9203     | 5.2877     | 2.7169     | 0.1671     | 2.5416       | 2.4963       |             | 2.3788   | 5.038  
4      | 10.1306    | 2.8138     | 5.1481     | 2.0219     | 0.1469     | 2.2982       | 1.7938       |             | 2.3964   | 4.092  
5      | 9.3021     | 2.6348     | 4.9487     | 1.5895     | 0.1291     | 2.1464       | 1.3534       |             | 2.2640   | 3.500  
6      | 8.5264     | 2.4042     | 4.7209     | 1.3030     | 0.0983     | 1.8850       | 1.1830       |             | 2.1016   | 3.068  
7      | 7.8149     | 2.1677     | 4.4510     | 1.0969     | 0.0993     | 1.8847       | 0.7181       |             | 2.1797   | 2.603  
8      | 7.1132     | 1.9849     | 4.1134     | 0.9207     | 0.0943     | 1.5224       | 0.7394       |             | 2.1611   | 2.262  
9      | 6.5306     | 1.7959     | 3.7913     | 0.8460     | 0.0975     | 1.4359       | 0.6840       |             | 2.1681   | 2.120  
10     | 5.9544     | 1.6266     | 3.4531     | 0.7829     | 0.0919     | 1.0939       | 0.7676       |             | 2.1349   | 1.861  
11     | 5.4851     | 1.5460     | 3.1314     | 0.7121     | 0.0956     | 1.0313       | 0.6773       |             | 2.1331   | 1.709  
12     | 4.9839     | 1.4494     | 2.8091     | 0.6452     | 0.0803     | 0.9879       | 0.7681       |             | 2.1140   | 1.756  
13     | 4.7364     | 1.4244     | 2.5951     | 0.6343     | 0.0826     | 0.6981       | 0.9134       |             | 2.1398   | 1.611  
14     | 4.3853     | 1.3765     | 2.3632     | 0.5671     | 0.0786     | 0.9619       | 0.4242       |             | 2.1569   | 1.386  
15     | 3.9995     | 1.2392     | 2.1361     | 0.5391     | 0.0852     | 0.8024       | 0.5962       |             | 2.0974   | 1.399  
16     | 3.8153     | 1.2075     | 2.0336     | 0.4970     | 0.0773     | 0.6473       | 0.5616       |             | 2.1316   | 1.209  
17     | 3.7181     | 1.1716     | 1.9520     | 0.5113     | 0.0832     | 0.7991       | 0.4034       |             | 2.1131   | 1.203  
18     | 3.3927     | 1.1252     | 1.7089     | 0.4805     | 0.0781     | 0.8915       | 0.3006       |             | 2.1370   | 1.192  
19     | 3.1869     | 1.0622     | 1.5672     | 0.4776     | 0.0799     | 0.8246       | 0.3538       |             | 2.1281   | 1.178  
20     | 3.1927     | 1.1018     | 1.5667     | 0.4402     | 0.0841     | 0.6823       | 0.3405       |             | 2.1357   | 1.023  
21     | 3.0266     | 1.0563     | 1.4474     | 0.4351     | 0.0878     | 0.6408       | 0.3440       |             | 2.1214   | 0.985  
