Mode: Fusion | Features: RSSI(4) + RTT(3)
Model Input Dimension: 7
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.3294    | 3.6153     | 5.5351     | 3.7022     | 0.4768     | 3.0851       | 3.7594       |             | 2.0227   | 6.845  
2      | 12.0330    | 2.9106     | 5.3844     | 3.4902     | 0.2477     | 2.4365       | 3.3426       |             | 1.6569   | 5.779  
3      | 10.9201    | 2.5623     | 5.2827     | 2.8782     | 0.1968     | 2.1084       | 2.6022       |             | 1.6381   | 4.711  
4      | 9.8793     | 2.3382     | 5.1315     | 2.2597     | 0.1499     | 1.7788       | 1.9702       |             | 1.6539   | 3.749  
5      | 8.9873     | 2.1252     | 4.9396     | 1.7895     | 0.1330     | 1.5019       | 1.4975       |             | 1.6485   | 2.999  
6      | 8.2524     | 1.9168     | 4.6712     | 1.5198     | 0.1446     | 1.2664       | 1.1556       |             | 1.6159   | 2.422  
7      | 7.4888     | 1.7068     | 4.3730     | 1.2890     | 0.1200     | 0.9382       | 0.9127       |             | 1.6381   | 1.851  
8      | 6.8290     | 1.5265     | 4.0462     | 1.1380     | 0.1183     | 0.8291       | 0.8000       |             | 1.6315   | 1.629  
9      | 6.1367     | 1.3503     | 3.7009     | 0.9726     | 0.1130     | 0.6556       | 0.6488       |             | 1.6700   | 1.304  
10     | 5.6362     | 1.2600     | 3.3622     | 0.9013     | 0.1127     | 0.5517       | 0.5798       |             | 1.6584   | 1.131  
11     | 5.1885     | 1.1361     | 3.1289     | 0.8192     | 0.1043     | 0.4613       | 0.5404       |             | 1.6405   | 1.002  
12     | 4.9003     | 1.0624     | 2.9417     | 0.7908     | 0.1053     | 0.4199       | 0.4700       |             | 1.6380   | 0.890  
13     | 4.5548     | 0.9849     | 2.7478     | 0.7143     | 0.1078     | 0.3929       | 0.4580       |             | 1.6545   | 0.851  
14     | 4.2172     | 0.9208     | 2.5471     | 0.6487     | 0.1006     | 0.3175       | 0.4759       |             | 1.6403   | 0.793  
15     | 4.0246     | 0.8799     | 2.4275     | 0.6207     | 0.0966     | 0.2866       | 0.4188       |             | 1.6429   | 0.705  
16     | 3.8473     | 0.8479     | 2.3230     | 0.5851     | 0.0913     | 0.2661       | 0.3473       |             | 1.6506   | 0.613  
17     | 3.7452     | 0.8383     | 2.2249     | 0.5908     | 0.0912     | 0.2686       | 0.2907       |             | 1.6617   | 0.559  
18     | 3.5140     | 0.7943     | 2.0915     | 0.5394     | 0.0887     | 0.2938       | 0.2544       |             | 1.6497   | 0.548  
19     | 3.2596     | 0.7326     | 1.9342     | 0.5068     | 0.0861     | 0.2161       | 0.2852       |             | 1.6562   | 0.501  
20     | 3.1389     | 0.7363     | 1.8419     | 0.4726     | 0.0881     | 0.2213       | 0.2242       |             | 1.6657   | 0.445  
21     | 3.0180     | 0.6854     | 1.7605     | 0.4821     | 0.0901     | 0.2363       | 0.2277       |             | 1.6793   | 0.464  
22     | 2.9979     | 0.7099     | 1.7439     | 0.4574     | 0.0867     | 0.2010       | 0.2751       |             | 1.6489   | 0.476  
23     | 2.8640     | 0.6824     | 1.6352     | 0.4620     | 0.0843     | 0.1662       | 0.2447       |             | 1.6436   | 0.411  
24     | 3.1742     | 0.7246     | 1.8735     | 0.4878     | 0.0883     | 0.2144       | 0.2368       |             | 1.6460   | 0.451  
25     | 2.9135     | 0.6697     | 1.7219     | 0.4390     | 0.0830     | 0.2058       | 0.2734       |             | 1.6778   | 0.479  
26     | 2.9460     | 0.6345     | 1.7812     | 0.4467     | 0.0836     | 0.1519       | 0.2967       |             | 1.5759   | 0.449  
27     | 3.0539     | 0.6512     | 1.8634     | 0.4539     | 0.0855     | 0.1618       | 0.2619       |             | 1.6488   | 0.424  
28     | 3.2047     | 0.6877     | 1.9717     | 0.4583     | 0.0870     | 0.1574       | 0.3063       |             | 1.6466   | 0.464  
29     | 3.0082     | 0.6286     | 1.8388     | 0.4534     | 0.0873     | 0.1613       | 0.2014       |             | 1.6697   | 0.363  
30     | 3.3599     | 0.6700     | 2.1220     | 0.4783     | 0.0896     | 0.1771       | 0.2611       |             | 1.6800   | 0.438  
31     | 3.3523     | 0.6488     | 2.1534     | 0.4663     | 0.0838     | 0.1959       | 0.1940       |             | 1.6315   | 0.390  
32     | 3.1797     | 0.5874     | 2.0424     | 0.4636     | 0.0863     | 0.1804       | 0.1887       |             | 1.5500   | 0.369  
33     | 3.4472     | 0.6288     | 2.2636     | 0.4670     | 0.0878     | 0.1266       | 0.2507       |             | 1.5355   | 0.377  
34     | 3.6271     | 0.6329     | 2.4059     | 0.5056     | 0.0827     | 0.1529       | 0.2829       |             | 1.5188   | 0.436  
35     | 3.5504     | 0.6111     | 2.3798     | 0.4735     | 0.0860     | 0.1364       | 0.2610       |             | 1.4831   | 0.397  
36     | 3.4349     | 0.5957     | 2.2714     | 0.4840     | 0.0839     | 0.1296       | 0.2536       |             | 1.4995   | 0.383  
37     | 3.4341     | 0.6125     | 2.2680     | 0.4676     | 0.0860     | 0.1498       | 0.2617       |             | 1.6261   | 0.411  
38     | 3.8462     | 0.6349     | 2.6261     | 0.4936     | 0.0915     | 0.1630       | 0.2562       |             | 1.4740   | 0.419  
39     | 3.6988     | 0.5949     | 2.5223     | 0.4942     | 0.0875     | 0.1577       | 0.2665       |             | 1.5973   | 0.424  
40     | 3.6541     | 0.6191     | 2.4737     | 0.4712     | 0.0901     | 0.1568       | 0.2069       |             | 1.5554   | 0.364  
41     | 3.8141     | 0.6186     | 2.6204     | 0.4869     | 0.0883     | 0.1202       | 0.2623       |             | 1.5146   | 0.383  
42     | 3.8258     | 0.5856     | 2.6659     | 0.4865     | 0.0878     | 0.1376       | 0.2533       |             | 1.4595   | 0.391  
43     | 3.9690     | 0.5788     | 2.8126     | 0.4892     | 0.0884     | 0.1206       | 0.3231       |             | 1.4603   | 0.444  
44     | 4.3719     | 0.6156     | 3.1636     | 0.5028     | 0.0900     | 0.1615       | 0.2529       |             | 1.4858   | 0.414  
45     | 4.7293     | 0.6805     | 3.4099     | 0.5427     | 0.0963     | 0.1234       | 0.3472       |             | 1.4689   | 0.471  
46     | 4.9979     | 0.6714     | 3.6407     | 0.5864     | 0.0993     | 0.1445       | 0.3043       |             | 1.4692   | 0.449  
47     | 5.2394     | 0.6690     | 3.8830     | 0.5879     | 0.0995     | 0.1572       | 0.3190       |             | 1.4539   | 0.476  
48     | 4.8470     | 0.6495     | 3.5425     | 0.5585     | 0.0966     | 0.1561       | 0.2612       |             | 1.4896   | 0.417  
49     | 4.8364     | 0.6313     | 3.5754     | 0.5325     | 0.0972     | 0.1294       | 0.2350       |             | 1.5377   | 0.364  
50     | 4.7605     | 0.6113     | 3.5482     | 0.5049     | 0.0960     | 0.1341       | 0.2786       |             | 1.5337   | 0.413  
51     | 4.9385     | 0.6203     | 3.6859     | 0.5349     | 0.0974     | 0.1342       | 0.3034       | (saved)     | 1.5547   | 0.438  
52     | 5.7262     | 0.6843     | 4.3345     | 0.6063     | 0.1010     | 0.1113       | 0.3435       |             | 1.5022   | 0.455  
53     | 5.6426     | 0.6059     | 4.3487     | 0.5909     | 0.0971     | 0.1193       | 0.2960       | (saved)     | 1.5704   | 0.415  
54     | 5.8237     | 0.6589     | 4.4594     | 0.6052     | 0.1002     | 0.0950       | 0.3148       | (saved)     | 1.4199   | 0.410  
55     | 5.4705     | 0.5953     | 4.2062     | 0.5711     | 0.0980     | 0.1019       | 0.3001       | (saved)     | 1.3461   | 0.402  
56     | 5.7305     | 0.6283     | 4.4267     | 0.5804     | 0.0951     | 0.1020       | 0.3390       |             | 1.3782   | 0.441  
57     | 5.8294     | 0.6513     | 4.4919     | 0.5863     | 0.0998     | 0.1220       | 0.3007       |             | 1.3541   | 0.423  
58     | 5.8925     | 0.6419     | 4.5755     | 0.5764     | 0.0986     | 0.1299       | 0.3426       |             | 1.3624   | 0.472  
59     | 5.5607     | 0.6344     | 4.2623     | 0.5653     | 0.0987     | 0.1172       | 0.2663       | (saved)     | 1.3821   | 0.384  
60     | 5.5045     | 0.5741     | 4.3030     | 0.5334     | 0.0940     | 0.1265       | 0.2686       |             | 1.4367   | 0.395  
61     | 5.6118     | 0.5995     | 4.3500     | 0.5656     | 0.0967     | 0.1326       | 0.3033       |             | 1.4514   | 0.436  
