Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2692    | 3.6040     | 5.5354     | 3.7006     | 0.4291     | 3.0832       | 3.6850       |             | 2.5527   | 6.768  
2      | 12.0419    | 3.0190     | 5.3945     | 3.3668     | 0.2616     | 2.5732       | 3.2310       |             | 2.4126   | 5.804  
3      | 11.0168    | 2.7045     | 5.2801     | 2.8409     | 0.1913     | 2.2113       | 2.6395       |             | 2.5136   | 4.851  
4      | 9.9266     | 2.4980     | 5.1339     | 2.1475     | 0.1472     | 2.0052       | 1.8634       |             | 2.7249   | 3.869  
5      | 9.1248     | 2.3903     | 4.9649     | 1.6309     | 0.1388     | 1.8474       | 1.2768       |             | 2.6274   | 3.124  
6      | 8.3437     | 2.1703     | 4.7442     | 1.3059     | 0.1233     | 1.5597       | 1.0581       |             | 2.6320   | 2.618  
7      | 7.6651     | 1.9107     | 4.5195     | 1.1185     | 0.1163     | 1.1874       | 0.9240       |             | 2.5222   | 2.111  
8      | 7.1389     | 1.7459     | 4.2662     | 1.0088     | 0.1180     | 0.9619       | 0.8255       |             | 2.4429   | 1.787  
9      | 6.4259     | 1.5173     | 3.9397     | 0.8664     | 0.1025     | 0.7871       | 0.8490       |             | 2.3670   | 1.636  
10     | 5.9441     | 1.4209     | 3.6233     | 0.8010     | 0.0988     | 0.6192       | 0.7733       |             | 2.2573   | 1.393  
11     | 5.5964     | 1.3247     | 3.4169     | 0.7486     | 0.1063     | 0.7785       | 0.4821       |             | 2.3875   | 1.261  
12     | 5.1942     | 1.2420     | 3.1795     | 0.6805     | 0.0922     | 0.6433       | 0.5099       |             | 2.3546   | 1.153  
13     | 4.7826     | 1.1577     | 2.9250     | 0.6081     | 0.0917     | 0.7157       | 0.4003       |             | 2.3453   | 1.116  
14     | 4.6381     | 1.1297     | 2.8158     | 0.5991     | 0.0934     | 0.5314       | 0.4065       |             | 2.3033   | 0.938  
15     | 4.2932     | 0.9828     | 2.6394     | 0.5815     | 0.0895     | 0.4188       | 0.4303       |             | 2.2812   | 0.849  
16     | 4.2624     | 1.0051     | 2.6170     | 0.5469     | 0.0934     | 0.4158       | 0.3721       |             | 2.2984   | 0.788  
17     | 4.0787     | 0.9890     | 2.4800     | 0.5271     | 0.0826     | 0.5027       | 0.2890       |             | 2.2870   | 0.792  
18     | 3.8993     | 0.9586     | 2.3491     | 0.5129     | 0.0788     | 0.3257       | 0.4906       |             | 2.0613   | 0.816  
19     | 3.5988     | 0.9228     | 2.1313     | 0.4642     | 0.0804     | 0.3254       | 0.5573       |             | 2.1897   | 0.883  
