Mode: Fusion | Features: RSSI(4) + RTT(3)
Model Input Dimension: 7
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2726    | 3.6003     | 5.5345     | 3.6947     | 0.4430     | 3.0866       | 3.7233       |             | 1.4506   | 6.810  
2      | 12.0034    | 2.9139     | 5.4103     | 3.4529     | 0.2263     | 2.5149       | 3.2366       |             | 1.8029   | 5.752  
3      | 10.9279    | 2.6177     | 5.3064     | 2.8405     | 0.1632     | 2.1427       | 2.4511       |             | 1.7095   | 4.594  
4      | 9.8731     | 2.4332     | 5.1448     | 2.1661     | 0.1291     | 1.8127       | 1.8195       |             | 1.5336   | 3.632  
5      | 8.9466     | 2.1765     | 4.9353     | 1.7175     | 0.1172     | 1.5679       | 1.3318       |             | 1.4967   | 2.900  
6      | 8.1799     | 1.9792     | 4.6563     | 1.4270     | 0.1174     | 1.2876       | 1.1172       |             | 1.4711   | 2.405  
7      | 7.4243     | 1.7170     | 4.3523     | 1.2454     | 0.1095     | 0.9740       | 0.9598       |             | 1.4201   | 1.934  
8      | 6.8114     | 1.5607     | 4.0327     | 1.1077     | 0.1103     | 0.8380       | 0.7157       |             | 1.3963   | 1.554  
9      | 6.0772     | 1.3839     | 3.6596     | 0.9369     | 0.0969     | 0.6937       | 0.5842       |             | 1.3811   | 1.278  
10     | 5.5596     | 1.2778     | 3.3165     | 0.8683     | 0.0970     | 0.5758       | 0.4464       |             | 1.3523   | 1.022  
11     | 5.0951     | 1.1639     | 3.0544     | 0.7792     | 0.0976     | 0.4703       | 0.4613       |             | 1.3699   | 0.932  
12     | 4.6966     | 1.0676     | 2.8047     | 0.7269     | 0.0974     | 0.3820       | 0.4191       |             | 1.3797   | 0.801  
13     | 4.3172     | 0.9764     | 2.5782     | 0.6709     | 0.0916     | 0.3329       | 0.3355       |             | 1.3710   | 0.668  
14     | 3.8849     | 0.9169     | 2.2677     | 0.6140     | 0.0864     | 0.3130       | 0.3403       |             | 1.3957   | 0.653  
15     | 3.8407     | 0.8911     | 2.2538     | 0.6058     | 0.0899     | 0.2456       | 0.3145       |             | 1.3699   | 0.560  
16     | 3.5425     | 0.7908     | 2.1082     | 0.5632     | 0.0803     | 0.2235       | 0.2509       |             | 1.3638   | 0.474  
17     | 3.4847     | 0.8167     | 2.0552     | 0.5265     | 0.0863     | 0.1790       | 0.2566       |             | 1.3667   | 0.436  
18     | 3.2147     | 0.7632     | 1.8769     | 0.4947     | 0.0799     | 0.2116       | 0.1872       |             | 1.3672   | 0.399  
19     | 3.0491     | 0.7073     | 1.7797     | 0.4861     | 0.0761     | 0.1970       | 0.2150       |             | 1.4023   | 0.412  
20     | 3.2984     | 0.7743     | 1.9687     | 0.4714     | 0.0840     | 0.2606       | 0.1693       |             | 1.3708   | 0.430  
21     | 3.0547     | 0.7142     | 1.8044     | 0.4554     | 0.0807     | 0.1656       | 0.2217       |             | 1.3621   | 0.387  
22     | 2.9823     | 0.7181     | 1.7286     | 0.4553     | 0.0804     | 0.1691       | 0.1909       |             | 1.3777   | 0.360  
23     | 2.9769     | 0.7005     | 1.7581     | 0.4348     | 0.0834     | 0.1632       | 0.1817       |             | 1.3819   | 0.345  
24     | 3.0824     | 0.6940     | 1.8832     | 0.4233     | 0.0820     | 0.1491       | 0.2443       |             | 1.3531   | 0.393  
25     | 2.7860     | 0.6445     | 1.6617     | 0.4023     | 0.0775     | 0.1786       | 0.1585       |             | 1.3634   | 0.337  
26     | 2.6523     | 0.6190     | 1.5610     | 0.3938     | 0.0786     | 0.1363       | 0.1788       |             | 1.3518   | 0.315  
27     | 2.5846     | 0.6171     | 1.4915     | 0.3984     | 0.0776     | 0.1316       | 0.2132       |             | 1.3525   | 0.345  
28     | 2.5057     | 0.6078     | 1.4447     | 0.3708     | 0.0825     | 0.1392       | 0.1486       |             | 1.3803   | 0.288  
29     | 2.3906     | 0.5866     | 1.3561     | 0.3685     | 0.0794     | 0.0929       | 0.2048       |             | 1.3582   | 0.298  
30     | 2.3173     | 0.5950     | 1.2892     | 0.3549     | 0.0782     | 0.1292       | 0.1108       |             | 1.3825   | 0.240  
31     | 2.3844     | 0.5811     | 1.3577     | 0.3672     | 0.0784     | 0.1234       | 0.1999       |             | 1.3796   | 0.323  
32     | 2.5198     | 0.5509     | 1.5185     | 0.3725     | 0.0779     | 0.0908       | 0.2202       |             | 1.3647   | 0.311  
