Mode: Fusion | Features: RSSI(4) + RTT(4)
Model Input Dimension: 8
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2845    | 3.5939     | 5.5167     | 3.7153     | 0.4585     | 3.0128       | 3.7768       |             | 2.5039   | 6.790  
2      | 12.0539    | 2.8525     | 5.3159     | 3.5901     | 0.2954     | 2.3446       | 3.5545       |             | 1.6624   | 5.899  
3      | 10.8925    | 2.3688     | 5.1452     | 3.1702     | 0.2082     | 1.8485       | 2.8729       |             | 1.5540   | 4.721  
4      | 9.7133     | 2.0929     | 4.9184     | 2.5273     | 0.1747     | 1.5519       | 2.1304       |             | 1.5133   | 3.682  
5      | 8.7490     | 1.9158     | 4.6989     | 1.9837     | 0.1506     | 1.2739       | 1.5912       |             | 1.3975   | 2.865  
6      | 7.8864     | 1.6763     | 4.4376     | 1.6301     | 0.1423     | 0.9668       | 1.2721       |             | 1.3750   | 2.239  
7      | 7.1314     | 1.4969     | 4.1306     | 1.3679     | 0.1360     | 0.7549       | 0.9454       |             | 1.3703   | 1.700  
8      | 6.4417     | 1.3017     | 3.8062     | 1.2128     | 0.1211     | 0.5883       | 0.7970       |             | 1.3583   | 1.385  
9      | 5.8126     | 1.1530     | 3.5075     | 1.0323     | 0.1198     | 0.4887       | 0.6473       |             | 1.3838   | 1.136  
10     | 5.4378     | 1.0466     | 3.3167     | 0.9566     | 0.1179     | 0.3588       | 0.5678       |             | 1.3420   | 0.927  
11     | 4.9470     | 0.9528     | 3.0407     | 0.8441     | 0.1095     | 0.2907       | 0.4443       |             | 1.3185   | 0.735  
12     | 4.5822     | 0.8962     | 2.8084     | 0.7719     | 0.1057     | 0.2673       | 0.3814       |             | 1.3004   | 0.649  
13     | 4.3971     | 0.8360     | 2.7121     | 0.7429     | 0.1062     | 0.2322       | 0.3588       |             | 1.3007   | 0.591  
14     | 4.1463     | 0.8120     | 2.5533     | 0.6765     | 0.1045     | 0.1732       | 0.3462       |             | 1.2881   | 0.519  
15     | 3.8321     | 0.7369     | 2.3605     | 0.6346     | 0.1002     | 0.1718       | 0.3017       |             | 1.3085   | 0.474  
16     | 3.6541     | 0.7005     | 2.2507     | 0.6041     | 0.0989     | 0.1704       | 0.2459       |             | 1.3012   | 0.416  
17     | 3.5383     | 0.6686     | 2.2017     | 0.5688     | 0.0993     | 0.1441       | 0.3118       |             | 1.2934   | 0.456  
18     | 3.4075     | 0.6424     | 2.1179     | 0.5548     | 0.0924     | 0.1281       | 0.2442       |             | 1.2991   | 0.372  
19     | 3.4789     | 0.6725     | 2.1883     | 0.5224     | 0.0957     | 0.1126       | 0.2262       |             | 1.3001   | 0.339  
20     | 3.2060     | 0.5953     | 2.0091     | 0.5116     | 0.0900     | 0.1202       | 0.2115       |             | 1.2838   | 0.332  
21     | 3.1984     | 0.5876     | 2.0335     | 0.4891     | 0.0883     | 0.1206       | 0.2202       |             | 1.2749   | 0.341  
22     | 3.3071     | 0.5871     | 2.1249     | 0.5046     | 0.0905     | 0.0999       | 0.2132       |             | 1.2735   | 0.313  
23     | 3.2692     | 0.5622     | 2.1200     | 0.5004     | 0.0866     | 0.0842       | 0.2704       |             | 1.2754   | 0.355  
24     | 3.3327     | 0.5663     | 2.1960     | 0.4816     | 0.0888     | 0.1039       | 0.1986       |             | 1.2791   | 0.302  
25     | 3.4779     | 0.5704     | 2.3384     | 0.4817     | 0.0875     | 0.0791       | 0.2619       |             | 1.2284   | 0.341  
26     | 3.5000     | 0.5601     | 2.3728     | 0.4788     | 0.0883     | 0.0921       | 0.2115       |             | 1.1682   | 0.304  
27     | 3.5101     | 0.5460     | 2.3948     | 0.4820     | 0.0873     | 0.0743       | 0.2029       |             | 1.2312   | 0.277  
28     | 3.3983     | 0.5334     | 2.3207     | 0.4585     | 0.0857     | 0.0827       | 0.1847       |             | 1.1723   | 0.267  
29     | 3.4430     | 0.5179     | 2.3728     | 0.4624     | 0.0899     | 0.0922       | 0.1798       |             | 1.2230   | 0.272  
30     | 3.6467     | 0.5439     | 2.5370     | 0.4732     | 0.0927     | 0.1413       | 0.1769       |             | 1.1768   | 0.318  
