Mode: Fusion | Features: RSSI(4) + RTT(1)
Model Input Dimension: 5
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2795    | 3.6427     | 5.5259     | 3.6790     | 0.4320     | 3.0610       | 3.6904       |             | 2.3437   | 6.751  
2      | 11.9611    | 3.0274     | 5.3838     | 3.3159     | 0.2340     | 2.6487       | 3.0367       |             | 2.1905   | 5.685  
3      | 10.8940    | 2.8391     | 5.2601     | 2.6030     | 0.1918     | 2.4493       | 2.2737       |             | 2.2497   | 4.723  
4      | 9.9404     | 2.6938     | 5.1233     | 1.9658     | 0.1575     | 2.1718       | 1.7352       |             | 2.2370   | 3.907  
5      | 9.1130     | 2.4764     | 4.9315     | 1.5743     | 0.1308     | 2.0117       | 1.2636       |             | 2.2402   | 3.275  
6      | 8.2831     | 2.2207     | 4.6428     | 1.3001     | 0.1195     | 1.6668       | 1.0711       |             | 2.1802   | 2.738  
7      | 7.5640     | 2.0315     | 4.3228     | 1.0939     | 0.1158     | 1.4866       | 0.8422       |             | 2.2712   | 2.329  
8      | 6.9418     | 1.8688     | 3.9837     | 0.9788     | 0.1105     | 1.2111       | 0.8381       |             | 2.2392   | 2.049  
9      | 6.2993     | 1.6723     | 3.6407     | 0.8774     | 0.1089     | 1.1295       | 0.6384       |             | 2.2365   | 1.768  
10     | 5.6737     | 1.5440     | 3.2634     | 0.7597     | 0.1066     | 0.8449       | 0.7320       |             | 2.2297   | 1.577  
11     | 5.1691     | 1.4051     | 2.9592     | 0.6991     | 0.1057     | 1.0125       | 0.5190       |             | 2.3149   | 1.531  
12     | 4.8113     | 1.3414     | 2.7143     | 0.6556     | 0.0999     | 0.6799       | 0.6479       |             | 2.2347   | 1.328  
13     | 4.4733     | 1.2750     | 2.5041     | 0.6012     | 0.0929     | 0.8468       | 0.4701       |             | 2.2397   | 1.317  
14     | 4.2001     | 1.2163     | 2.3274     | 0.5664     | 0.0900     | 0.6019       | 0.5928       |             | 2.2856   | 1.195  
15     | 3.7761     | 1.1217     | 2.0611     | 0.5054     | 0.0879     | 0.6280       | 0.4479       |             | 2.3812   | 1.076  
16     | 3.5760     | 1.0673     | 1.9387     | 0.4854     | 0.0846     | 0.7512       | 0.4123       |             | 2.1907   | 1.163  
17     | 3.6196     | 1.0540     | 1.9691     | 0.5111     | 0.0853     | 0.6740       | 0.3596       |             | 2.3224   | 1.034  
