Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.3042    | 3.6025     | 5.5459     | 3.7021     | 0.4536     | 3.0827       | 3.6928       |             | 2.7911   | 6.776  
2      | 12.1105    | 2.9799     | 5.3820     | 3.4666     | 0.2819     | 2.5970       | 3.3505       |             | 2.4476   | 5.948  
3      | 11.1254    | 2.6337     | 5.2604     | 3.0194     | 0.2118     | 2.2160       | 2.7956       |             | 2.5338   | 5.012  
4      | 10.0888    | 2.3999     | 5.1185     | 2.3865     | 0.1839     | 1.9154       | 2.0791       |             | 2.5561   | 3.995  
5      | 9.2849     | 2.2782     | 4.9639     | 1.8850     | 0.1579     | 1.6783       | 1.5000       |             | 2.5756   | 3.178  
6      | 8.5029     | 2.0752     | 4.7383     | 1.5377     | 0.1516     | 1.4418       | 1.1942       |             | 2.5947   | 2.636  
7      | 7.8119     | 1.8328     | 4.4873     | 1.3521     | 0.1397     | 1.1076       | 1.1246       |             | 2.5093   | 2.232  
8      | 7.2411     | 1.6847     | 4.2295     | 1.1953     | 0.1316     | 0.9337       | 0.9696       |             | 2.4282   | 1.903  
9      | 6.6294     | 1.4876     | 3.9336     | 1.0782     | 0.1300     | 0.8424       | 0.7263       |             | 2.4033   | 1.569  
10     | 6.0902     | 1.3722     | 3.6271     | 0.9784     | 0.1124     | 0.7033       | 0.6416       |             | 2.4068   | 1.345  
11     | 5.7274     | 1.2962     | 3.4056     | 0.9116     | 0.1140     | 0.5864       | 0.6530       |             | 2.3664   | 1.239  
12     | 5.3270     | 1.2038     | 3.1605     | 0.8570     | 0.1058     | 0.6348       | 0.5020       |             | 2.4335   | 1.137  
13     | 4.9973     | 1.1360     | 2.9642     | 0.7898     | 0.1073     | 0.5895       | 0.4531       |             | 2.3224   | 1.043  
14     | 4.8346     | 1.0903     | 2.8751     | 0.7642     | 0.1049     | 0.4674       | 0.4306       |             | 2.3471   | 0.898  
15     | 4.4177     | 0.9604     | 2.6520     | 0.7109     | 0.0944     | 0.4082       | 0.4228       |             | 2.3529   | 0.831  
16     | 4.2991     | 0.9588     | 2.5680     | 0.6750     | 0.0972     | 0.3632       | 0.4176       |             | 2.3087   | 0.781  
17     | 4.0492     | 0.9298     | 2.3971     | 0.6262     | 0.0961     | 0.4106       | 0.3074       |             | 2.3746   | 0.718  
18     | 4.1029     | 0.9364     | 2.4480     | 0.6273     | 0.0912     | 0.3238       | 0.3561       |             | 2.3298   | 0.680  
19     | 3.9532     | 0.8874     | 2.3747     | 0.5966     | 0.0945     | 0.3251       | 0.3710       |             | 2.2633   | 0.696  
20     | 3.8014     | 0.8456     | 2.2738     | 0.5905     | 0.0914     | 0.4457       | 0.2861       |             | 2.2979   | 0.732  
21     | 3.7527     | 0.8240     | 2.2667     | 0.5730     | 0.0890     | 0.4317       | 0.2738       |             | 2.3448   | 0.705  
22     | 3.6031     | 0.8154     | 2.1674     | 0.5312     | 0.0891     | 0.2783       | 0.3131       |             | 2.2346   | 0.591  
23     | 3.5852     | 0.8130     | 2.1472     | 0.5394     | 0.0856     | 0.3929       | 0.3064       |             | 2.3227   | 0.699  
24     | 3.6237     | 0.8094     | 2.1744     | 0.5514     | 0.0885     | 0.3245       | 0.2639       |             | 2.3024   | 0.588  
25     | 3.4408     | 0.7728     | 2.0705     | 0.5156     | 0.0820     | 0.2529       | 0.3460       |             | 2.1270   | 0.599  
26     | 3.4354     | 0.7854     | 2.0343     | 0.5267     | 0.0889     | 0.2488       | 0.3223       |             | 2.2170   | 0.571  
27     | 3.4453     | 0.7834     | 2.0421     | 0.5323     | 0.0875     | 0.3228       | 0.2760       |             | 2.2876   | 0.599  
28     | 3.4782     | 0.7775     | 2.1045     | 0.5070     | 0.0892     | 0.2504       | 0.2738       |             | 2.2307   | 0.524  
29     | 3.7320     | 0.7767     | 2.3287     | 0.5393     | 0.0873     | 0.2105       | 0.3217       |             | 2.2411   | 0.532  
30     | 3.9914     | 0.7384     | 2.5985     | 0.5656     | 0.0889     | 0.2714       | 0.3386       |             | 2.1691   | 0.610  
31     | 4.7075     | 0.8422     | 3.1756     | 0.5936     | 0.0961     | 0.2162       | 0.3808       |             | 2.0590   | 0.597  
32     | 4.2875     | 0.7879     | 2.8419     | 0.5634     | 0.0944     | 0.2183       | 0.3251       |             | 2.1092   | 0.543  
33     | 4.4061     | 0.7458     | 2.9775     | 0.5890     | 0.0938     | 0.2669       | 0.2658       |             | 2.1086   | 0.533  
34     | 4.1998     | 0.7477     | 2.8069     | 0.5522     | 0.0930     | 0.2207       | 0.3813       |             | 1.9582   | 0.602  
35     | 4.0762     | 0.7258     | 2.7279     | 0.5346     | 0.0879     | 0.2629       | 0.2640       |             | 2.0793   | 0.527  
36     | 3.9493     | 0.7285     | 2.6091     | 0.5230     | 0.0887     | 0.2533       | 0.2374       |             | 2.0125   | 0.491  
37     | 3.9304     | 0.7464     | 2.5636     | 0.5317     | 0.0887     | 0.3323       | 0.2582       |             | 1.9928   | 0.591  
38     | 3.8449     | 0.6989     | 2.5415     | 0.5223     | 0.0821     | 0.2208       | 0.2842       |             | 1.8888   | 0.505  
39     | 4.0383     | 0.7218     | 2.6765     | 0.5547     | 0.0852     | 0.1979       | 0.3941       |             | 1.9025   | 0.592  
40     | 4.3062     | 0.7253     | 2.9164     | 0.5724     | 0.0921     | 0.2751       | 0.2713       |             | 1.9359   | 0.546  
41     | 4.9977     | 0.7338     | 3.5373     | 0.6317     | 0.0949     | 0.2146       | 0.3517       |             | 1.7339   | 0.566  
42     | 5.0752     | 0.8106     | 3.5506     | 0.6240     | 0.0899     | 0.1810       | 0.4116       |             | 1.5610   | 0.593  
43     | 4.8235     | 0.7158     | 3.3772     | 0.6423     | 0.0882     | 0.1874       | 0.3776       |             | 1.5667   | 0.565  
44     | 4.9817     | 0.7145     | 3.5294     | 0.6470     | 0.0908     | 0.1757       | 0.3635       |             | 1.4125   | 0.539  
45     | 4.9823     | 0.7090     | 3.5543     | 0.6259     | 0.0932     | 0.1854       | 0.3507       |             | 1.3680   | 0.536  
46     | 5.5315     | 0.7609     | 4.0446     | 0.6311     | 0.0949     | 0.1765       | 0.3733       |             | 1.3253   | 0.550  
47     | 5.5577     | 0.7414     | 4.0817     | 0.6489     | 0.0857     | 0.1900       | 0.3408       |             | 1.3033   | 0.531  
48     | 5.6199     | 0.7967     | 4.0886     | 0.6423     | 0.0924     | 0.1924       | 0.3353       |             | 1.2763   | 0.528  
49     | 5.3239     | 0.6725     | 3.9577     | 0.6011     | 0.0926     | 0.2246       | 0.3594       |             | 1.3940   | 0.584  
50     | 5.5639     | 0.7542     | 4.0876     | 0.6304     | 0.0917     | 0.1670       | 0.2988       |             | 1.2988   | 0.466  
51     | 5.4282     | 0.6855     | 4.0407     | 0.6116     | 0.0904     | 0.1774       | 0.3572       | (saved)     | 1.3703   | 0.535  
52     | 5.7693     | 0.7053     | 4.3519     | 0.6207     | 0.0914     | 0.1783       | 0.3237       | (saved)     | 1.2632   | 0.502  
53     | 5.5159     | 0.7075     | 4.1275     | 0.5963     | 0.0846     | 0.1697       | 0.3343       |             | 1.3241   | 0.504  
54     | 5.4756     | 0.6440     | 4.1434     | 0.6023     | 0.0859     | 0.1715       | 0.2599       | (saved)     | 1.2404   | 0.431  
55     | 5.6049     | 0.7159     | 4.2175     | 0.5862     | 0.0853     | 0.1905       | 0.3030       |             | 1.3593   | 0.493  
56     | 5.4728     | 0.6650     | 4.1541     | 0.5689     | 0.0847     | 0.1792       | 0.2541       |             | 1.3428   | 0.433  
57     | 5.7150     | 0.7740     | 4.2563     | 0.5948     | 0.0900     | 0.1948       | 0.2971       |             | 1.3826   | 0.492  
58     | 5.9051     | 0.7598     | 4.4475     | 0.6011     | 0.0967     | 0.1939       | 0.4314       |             | 1.3887   | 0.625  
59     | 6.2615     | 0.7530     | 4.7713     | 0.6357     | 0.1015     | 0.1946       | 0.3722       |             | 1.3788   | 0.567  
60     | 6.2752     | 0.7983     | 4.7492     | 0.6179     | 0.1099     | 0.2094       | 0.3753       |             | 1.3927   | 0.585  
61     | 6.2133     | 0.7873     | 4.6862     | 0.6314     | 0.1084     | 0.1826       | 0.3776       |             | 1.2965   | 0.560  
62     | 6.1799     | 0.7876     | 4.6819     | 0.6103     | 0.1000     | 0.1804       | 0.3124       |             | 1.2910   | 0.493  
