Mode: Fusion | Features: RSSI(4) + RTT(1)
Model Input Dimension: 5
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.3196    | 3.6590     | 5.5307     | 3.6977     | 0.4322     | 3.1685       | 3.7255       |             | 2.1674   | 6.894  
2      | 12.0777    | 3.0998     | 5.3767     | 3.3659     | 0.2353     | 2.7484       | 3.1310       |             | 1.8158   | 5.879  
3      | 11.0490    | 2.8627     | 5.2439     | 2.7495     | 0.1929     | 2.4558       | 2.3909       |             | 1.7869   | 4.847  
4      | 10.1121    | 2.7176     | 5.1012     | 2.1396     | 0.1536     | 2.2501       | 1.8075       |             | 1.8836   | 4.058  
5      | 9.2974     | 2.5513     | 4.9161     | 1.6995     | 0.1305     | 2.0247       | 1.4281       |             | 1.9293   | 3.453  
6      | 8.5304     | 2.3104     | 4.6947     | 1.3983     | 0.1270     | 1.7445       | 1.1916       |             | 1.8215   | 2.936  
7      | 7.9477     | 2.1687     | 4.4747     | 1.1870     | 0.1174     | 1.4291       | 1.0705       |             | 1.7469   | 2.500  
8      | 7.3249     | 1.9522     | 4.1701     | 1.0938     | 0.1089     | 1.3849       | 0.9154       |             | 1.8966   | 2.300  
9      | 6.7603     | 1.7897     | 3.9047     | 0.9568     | 0.1090     | 1.2882       | 0.7893       |             | 1.7151   | 2.078  
10     | 6.1882     | 1.6557     | 3.5577     | 0.8772     | 0.0976     | 1.1461       | 0.7541       |             | 1.6959   | 1.900  
11     | 5.7783     | 1.5522     | 3.2933     | 0.8369     | 0.0959     | 0.9972       | 0.6893       |             | 1.7920   | 1.686  
12     | 5.3277     | 1.4617     | 3.0084     | 0.7631     | 0.0945     | 0.8704       | 0.6777       |             | 1.6141   | 1.548  
13     | 5.0717     | 1.3974     | 2.8565     | 0.7253     | 0.0925     | 0.8617       | 0.6005       |             | 1.6740   | 1.462  
14     | 4.7007     | 1.3423     | 2.6099     | 0.6558     | 0.0927     | 0.7150       | 0.6133       |             | 1.6678   | 1.328  
15     | 4.3519     | 1.2514     | 2.3808     | 0.6317     | 0.0879     | 0.8302       | 0.5558       |             | 1.5992   | 1.386  
16     | 4.1826     | 1.2291     | 2.2697     | 0.5958     | 0.0880     | 0.6074       | 0.7048       |             | 1.6780   | 1.312  
17     | 4.0870     | 1.1726     | 2.2127     | 0.6193     | 0.0824     | 0.6158       | 0.5143       |             | 1.6431   | 1.130  
18     | 3.8205     | 1.1339     | 2.0503     | 0.5517     | 0.0846     | 0.5562       | 0.5972       |             | 1.6500   | 1.153  
19     | 3.6753     | 1.0618     | 1.9817     | 0.5551     | 0.0767     | 0.6738       | 0.4150       |             | 1.6971   | 1.089  
20     | 3.7842     | 1.0969     | 2.0702     | 0.5385     | 0.0786     | 0.6573       | 0.3876       |             | 1.7029   | 1.045  
