Mode: Fusion | Features: RSSI(4) + RTT(3)
Model Input Dimension: 7
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2822    | 3.6022     | 5.5192     | 3.7020     | 0.4588     | 3.0588       | 3.7506       |             | 2.1308   | 6.809  
2      | 12.0647    | 2.9431     | 5.3902     | 3.4738     | 0.2575     | 2.5361       | 3.3169       |             | 1.7683   | 5.853  
3      | 11.0016    | 2.6142     | 5.2834     | 2.9301     | 0.1739     | 2.1816       | 2.6137       |             | 1.8946   | 4.795  
4      | 9.9339     | 2.4381     | 5.1220     | 2.2276     | 0.1462     | 1.9112       | 2.0064       |             | 1.9640   | 3.918  
5      | 9.0525     | 2.2558     | 4.9274     | 1.7359     | 0.1334     | 1.6376       | 1.4272       |             | 2.0148   | 3.065  
6      | 8.2406     | 2.0479     | 4.6617     | 1.4092     | 0.1217     | 1.4814       | 1.1560       |             | 2.0261   | 2.637  
7      | 7.5678     | 1.8268     | 4.4177     | 1.2064     | 0.1168     | 1.1002       | 1.0717       |             | 2.0441   | 2.172  
8      | 6.9073     | 1.6684     | 4.0855     | 1.0414     | 0.1121     | 0.9984       | 0.8483       |             | 2.0501   | 1.847  
9      | 6.1511     | 1.4735     | 3.6818     | 0.8971     | 0.0988     | 0.7448       | 0.8615       |             | 1.9908   | 1.606  
10     | 5.6570     | 1.3652     | 3.3960     | 0.7939     | 0.1019     | 0.6823       | 0.6568       |             | 2.0325   | 1.339  
11     | 5.1491     | 1.2550     | 3.0639     | 0.7247     | 0.1056     | 0.6628       | 0.6239       |             | 2.0545   | 1.287  
12     | 4.7113     | 1.1682     | 2.7743     | 0.6747     | 0.0941     | 0.7546       | 0.4645       |             | 2.0571   | 1.219  
13     | 4.3335     | 1.0781     | 2.5236     | 0.6332     | 0.0986     | 0.4435       | 0.6078       |             | 1.9822   | 1.051  
14     | 3.9913     | 1.0067     | 2.3226     | 0.5727     | 0.0893     | 0.5081       | 0.4640       |             | 2.0208   | 0.972  
15     | 3.8238     | 0.9837     | 2.1878     | 0.5601     | 0.0922     | 0.3892       | 0.4705       |             | 1.9633   | 0.860  
16     | 3.5307     | 0.8765     | 2.0456     | 0.5190     | 0.0896     | 0.3711       | 0.4299       |             | 2.0008   | 0.801  
17     | 3.4626     | 0.9011     | 1.9813     | 0.4874     | 0.0928     | 0.2784       | 0.4792       |             | 1.9343   | 0.758  
18     | 3.2554     | 0.8363     | 1.8743     | 0.4625     | 0.0823     | 0.3970       | 0.3190       |             | 2.0083   | 0.716  
19     | 3.1662     | 0.7986     | 1.8069     | 0.4767     | 0.0840     | 0.3495       | 0.3722       |             | 2.0279   | 0.722  
20     | 3.1782     | 0.8119     | 1.8099     | 0.4714     | 0.0850     | 0.2971       | 0.3961       |             | 2.0079   | 0.693  
21     | 3.0466     | 0.7745     | 1.7505     | 0.4350     | 0.0866     | 0.2070       | 0.4304       |             | 1.9568   | 0.637  
