Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.1861    | 3.5335     | 5.5251     | 3.6975     | 0.4300     | 2.9763       | 3.7238       |             | 1.5430   | 6.700  
2      | 12.0146    | 2.9056     | 5.3677     | 3.5024     | 0.2388     | 2.4535       | 3.3964       |             | 1.3813   | 5.850  
3      | 11.0030    | 2.5397     | 5.2477     | 3.0225     | 0.1931     | 2.1114       | 2.8336       |             | 1.2791   | 4.945  
4      | 10.0932    | 2.3648     | 5.1057     | 2.4580     | 0.1647     | 1.8764       | 2.1312       |             | 1.4628   | 4.008  
5      | 9.2080     | 2.1923     | 4.9374     | 1.9379     | 0.1404     | 1.6926       | 1.5206       |             | 1.4181   | 3.213  
6      | 8.4734     | 2.0489     | 4.7096     | 1.5818     | 0.1332     | 1.3616       | 1.3497       |             | 1.2820   | 2.711  
7      | 7.7450     | 1.8289     | 4.4716     | 1.3184     | 0.1261     | 1.2897       | 0.9259       |             | 1.2384   | 2.216  
8      | 7.1726     | 1.6616     | 4.2458     | 1.1422     | 0.1229     | 1.1002       | 0.8322       |             | 1.2246   | 1.932  
9      | 6.5341     | 1.4856     | 3.9043     | 1.0268     | 0.1173     | 0.9566       | 0.6844       |             | 1.2196   | 1.641  
10     | 5.9436     | 1.3394     | 3.6001     | 0.8985     | 0.1057     | 0.8793       | 0.5838       |             | 1.1948   | 1.463  
11     | 5.5186     | 1.2699     | 3.3048     | 0.8356     | 0.1083     | 0.7691       | 0.5143       |             | 1.2064   | 1.283  
12     | 5.0901     | 1.1674     | 3.0331     | 0.7926     | 0.0969     | 0.5740       | 0.6471       |             | 1.1756   | 1.221  
13     | 4.7035     | 1.1210     | 2.7660     | 0.7161     | 0.1005     | 0.5812       | 0.4272       |             | 1.2083   | 1.008  
14     | 4.3886     | 1.0555     | 2.5627     | 0.6763     | 0.0942     | 0.6220       | 0.4008       |             | 1.2588   | 1.023  
15     | 4.1706     | 0.9823     | 2.4610     | 0.6343     | 0.0930     | 0.3837       | 0.5755       |             | 1.1572   | 0.959  
16     | 4.0100     | 0.9839     | 2.3026     | 0.6285     | 0.0950     | 0.5321       | 0.3770       |             | 1.2129   | 0.909  
17     | 3.7499     | 0.8918     | 2.1572     | 0.6150     | 0.0859     | 0.4138       | 0.3886       |             | 1.2380   | 0.802  
18     | 3.6281     | 0.8711     | 2.1003     | 0.5675     | 0.0892     | 0.4743       | 0.3187       |             | 1.2401   | 0.793  
19     | 3.4350     | 0.8776     | 1.9452     | 0.5246     | 0.0876     | 0.6447       | 0.2271       |             | 1.2475   | 0.872  
20     | 3.5417     | 0.8405     | 2.0864     | 0.5286     | 0.0862     | 0.4343       | 0.2534       |             | 1.2050   | 0.688  
21     | 3.5813     | 0.8206     | 2.1414     | 0.5320     | 0.0872     | 0.5762       | 0.2330       |             | 1.2569   | 0.809  
22     | 3.8632     | 0.8185     | 2.4386     | 0.5207     | 0.0853     | 0.4374       | 0.3086       |             | 1.2378   | 0.746  
