Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4,Diff_RSSI_1_2,Diff_RSSI_1_3,Diff_RSSI_1_4,Diff_RSSI_2_3,Diff_RSSI_2_4,Diff_RSSI_3_4
1768394920112,1-1,143,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3564.0,295.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,5908.0,1400.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52.0,-1124.0,980.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-75.0,9346.0,1744.0,7.0,8.0,87.5,11.0,-6.0,17.0,-17.0,6.0,23.0
1768394920312,1-1,139,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3603.0,165.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6064.0,1380.0,5.0,8.0,62.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52.0,-1124.0,1067.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74.0,10557.0,380.0,7.0,8.0,87.5,11.0,-6.0,16.0,-17.0,5.0,22.0
1768394920528,1-1,152,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3603.0,202.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,5986.0,1272.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52.0,-1006.0,986.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69.0,10293.0,2455.0,7.0,8.0,87.5,11.0,-6.0,11.0,-17.0,0.0,17.0
1768394920727,1-1,134,MCSLab RTT AP1,24:29:34:e2:4c:36,-54.0,2934.0,862.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6181.0,1250.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52.0,-1084.0,885.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-75.0,10557.0,336.0,7.0,8.0,87.5,15.0,-2.0,21.0,-17.0,6.0,23.0
1768394920952,1-1,141,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3642.0,139.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6181.0,1219.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51.0,-1045.0,820.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-76.0,10752.0,318.0,7.0,8.0,87.5,11.0,-7.0,18.0,-18.0,7.0,25.0
1768394921141,1-1,123,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3525.0,336.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6298.0,1147.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52.0,-967.0,871.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-75.0,10410.0,1228.0,7.0,8.0,87.5,11.0,-6.0,17.0,-17.0,6.0,23.0
1768394921374,1-1,151,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3525.0,287.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,5830.0,1320.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52.0,-1085.0,855.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-75.0,10752.0,330.0,7.0,8.0,87.5,11.0,-6.0,17.0,-17.0,6.0,23.0
1768394921574,1-1,145,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3525.0,233.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6064.0,1151.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52.0,-928.0,760.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-75.0,10596.0,444.0,7.0,8.0,87.5,11.0,-6.0,17.0,-17.0,6.0,23.0
1768394921766,1-1,133,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3525.0,264.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,5986.0,1208.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51.0,-1045.0,834.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-75.0,10596.0,374.0,7.0,8.0,87.5,11.0,-7.0,17.0,-18.0,6.0,24.0
1768394921985,1-1,147,MCSLab RTT AP1,24:29:34:e2:4c:36,-58.0,3603.0,149.0,7.0,8.0,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69.0,6064.0,1204.0,7.0,8.0,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51.0,-1045.0,809.0,7.0,8.0,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-75.0,8252.0,1900.0,7.0,8.0,87.5,11.0,-7.0,17.0,-18.0,6.0,24.0
