Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
cuda
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.3052    | 3.6228     | 5.5401     | 3.7033     | 0.4390     | 3.0802       | 3.7419       |             | 2.0454   | 6.822  
2      | 12.1146    | 2.9765     | 5.3896     | 3.4910     | 0.2575     | 2.5929       | 3.3057       |             | 1.7096   | 5.899  
3      | 11.0126    | 2.7043     | 5.2797     | 2.8518     | 0.1768     | 2.3883       | 2.4707       |             | 1.7015   | 4.859  
4      | 9.9620     | 2.5871     | 5.1078     | 2.1251     | 0.1420     | 2.0744       | 1.8390       |             | 1.9116   | 3.913  
5      | 9.0805     | 2.4059     | 4.9155     | 1.6286     | 0.1304     | 1.8466       | 1.2528       |             | 2.0915   | 3.099  
6      | 8.3084     | 2.2094     | 4.6662     | 1.3224     | 0.1104     | 1.5825       | 0.9483       |             | 2.0999   | 2.531  
7      | 7.5225     | 1.9667     | 4.3486     | 1.0997     | 0.1075     | 1.3216       | 0.8463       |             | 2.1850   | 2.168  
8      | 6.9737     | 1.8241     | 4.0571     | 0.9906     | 0.1019     | 1.0426       | 0.9542       |             | 2.1268   | 1.997  
9      | 6.2489     | 1.6365     | 3.6687     | 0.8483     | 0.0953     | 0.9737       | 0.7052       |             | 2.1346   | 1.679  
10     | 5.6387     | 1.4810     | 3.3069     | 0.7589     | 0.0920     | 0.8544       | 0.6249       |             | 2.1523   | 1.479  
11     | 5.2688     | 1.3987     | 3.0695     | 0.7104     | 0.0903     | 0.7927       | 0.6368       |             | 2.1224   | 1.430  
12     | 4.8577     | 1.3028     | 2.8181     | 0.6544     | 0.0823     | 0.7297       | 0.5689       |             | 2.0989   | 1.299  
13     | 4.5349     | 1.2353     | 2.5996     | 0.6121     | 0.0878     | 0.5967       | 0.5252       |             | 2.0665   | 1.122  
14     | 4.3257     | 1.1659     | 2.5144     | 0.5592     | 0.0862     | 0.5483       | 0.4637       |             | 2.1105   | 1.012  
15     | 4.0904     | 1.0660     | 2.4013     | 0.5446     | 0.0785     | 0.4670       | 0.6896       |             | 2.1003   | 1.157  
16     | 3.7921     | 1.0311     | 2.2032     | 0.4753     | 0.0825     | 0.4656       | 0.4693       |             | 2.1029   | 0.935  
17     | 3.7131     | 1.0099     | 2.1491     | 0.4707     | 0.0833     | 0.5524       | 0.5090       |             | 2.1028   | 1.061  
18     | 3.4992     | 0.9710     | 1.9885     | 0.4571     | 0.0825     | 0.4918       | 0.4049       |             | 2.1258   | 0.897  
19     | 3.3020     | 0.9469     | 1.8523     | 0.4240     | 0.0788     | 0.4549       | 0.4098       |             | 2.0670   | 0.865  
20     | 3.3031     | 0.9068     | 1.8663     | 0.4519     | 0.0782     | 0.3714       | 0.4109       |             | 2.0593   | 0.782  
21     | 3.0401     | 0.8592     | 1.7033     | 0.3997     | 0.0779     | 0.3529       | 0.3755       |             | 2.0734   | 0.728  
22     | 2.8781     | 0.8270     | 1.5751     | 0.3964     | 0.0796     | 0.3068       | 0.4128       |             | 2.0275   | 0.720  
23     | 2.6732     | 0.7925     | 1.4151     | 0.3867     | 0.0788     | 0.2966       | 0.4201       |             | 2.0436   | 0.717  
24     | 2.7716     | 0.8292     | 1.4833     | 0.3840     | 0.0752     | 0.4243       | 0.3177       |             | 2.0343   | 0.742  
25     | 2.5568     | 0.7844     | 1.3433     | 0.3545     | 0.0747     | 0.2938       | 0.4525       |             | 1.9115   | 0.746  
26     | 2.4123     | 0.7483     | 1.2492     | 0.3422     | 0.0726     | 0.3185       | 0.4201       |             | 2.0569   | 0.739  
27     | 2.4012     | 0.6889     | 1.2908     | 0.3397     | 0.0818     | 0.4105       | 0.3087       |             | 2.0577   | 0.719  
28     | 2.4800     | 0.7579     | 1.2987     | 0.3459     | 0.0775     | 0.4243       | 0.2025       |             | 2.1142   | 0.627  
29     | 2.3596     | 0.6965     | 1.2500     | 0.3394     | 0.0737     | 0.2963       | 0.3343       |             | 2.0655   | 0.631  
30     | 2.2480     | 0.6674     | 1.1636     | 0.3412     | 0.0758     | 0.1875       | 0.5154       |             | 2.0192   | 0.703  
31     | 2.3524     | 0.7101     | 1.2336     | 0.3289     | 0.0799     | 0.2003       | 0.3849       |             | 1.9586   | 0.585  
