Mode: Fusion | Features: RSSI(4) + RTT(3)
Model Input Dimension: 7
cuda
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.2300    | 3.6551     | 2.8187     | 3.6954     | 3.0609     | 3.1286       | 3.7327       |             | 2.2198   | 6.861  
2      | 9.7012     | 3.0364     | 2.7658     | 3.3887     | 0.5103     | 2.6664       | 3.0607       |             | 1.8626   | 5.727  
3      | 8.4014     | 2.8074     | 2.7297     | 2.6757     | 0.1885     | 2.4083       | 2.2696       |             | 2.0353   | 4.678  
4      | 7.5488     | 2.6897     | 2.7050     | 2.0335     | 0.1205     | 2.0540       | 1.6156       |             | 2.2710   | 3.670  
5      | 6.6920     | 2.4199     | 2.6778     | 1.5032     | 0.0910     | 1.7635       | 1.0843       |             | 2.3490   | 2.848  
6      | 6.0935     | 2.1659     | 2.6374     | 1.2028     | 0.0875     | 1.4456       | 0.9016       |             | 2.3700   | 2.347  
7      | 5.5911     | 1.9021     | 2.5950     | 1.0308     | 0.0632     | 1.1378       | 0.7013       |             | 2.3350   | 1.839  
8      | 5.2830     | 1.7037     | 2.5430     | 0.9426     | 0.0937     | 0.9673       | 0.6240       |             | 2.3409   | 1.591  
9      | 4.8162     | 1.4905     | 2.4737     | 0.7917     | 0.0603     | 0.7345       | 0.5386       |             | 2.3459   | 1.273  
10     | 4.5504     | 1.3854     | 2.3992     | 0.6969     | 0.0690     | 0.6537       | 0.4796       |             | 2.3227   | 1.133  
11     | 4.2431     | 1.2576     | 2.3138     | 0.6282     | 0.0436     | 0.5757       | 0.3973       |             | 2.3211   | 0.973  
12     | 4.0470     | 1.1659     | 2.2239     | 0.5951     | 0.0621     | 0.5111       | 0.3409       |             | 2.3215   | 0.852  
13     | 3.8121     | 1.0653     | 2.1278     | 0.5691     | 0.0499     | 0.4711       | 0.2874       |             | 2.3167   | 0.759  
14     | 3.5908     | 1.0071     | 2.0131     | 0.5107     | 0.0599     | 0.3310       | 0.3770       |             | 2.2911   | 0.708  
15     | 3.4429     | 0.9497     | 1.9272     | 0.5070     | 0.0590     | 0.3181       | 0.3391       |             | 2.2953   | 0.657  
16     | 3.2096     | 0.8654     | 1.8198     | 0.4806     | 0.0438     | 0.3569       | 0.2369       |             | 2.2937   | 0.594  
17     | 3.1317     | 0.8891     | 1.7187     | 0.4632     | 0.0607     | 0.3011       | 0.2556       |             | 2.2706   | 0.557  
18     | 2.8594     | 0.8091     | 1.5930     | 0.4163     | 0.0409     | 0.2692       | 0.2173       |             | 2.2675   | 0.486  
19     | 2.7184     | 0.7490     | 1.4912     | 0.4170     | 0.0612     | 0.2911       | 0.2026       |             | 2.2994   | 0.494  
20     | 2.5713     | 0.7736     | 1.3768     | 0.3795     | 0.0413     | 0.2465       | 0.2384       |             | 2.2570   | 0.485  
21     | 2.4484     | 0.7291     | 1.2934     | 0.3775     | 0.0484     | 0.2168       | 0.2474       |             | 2.2686   | 0.464  
22     | 2.2964     | 0.7123     | 1.1894     | 0.3560     | 0.0386     | 0.2111       | 0.2162       |             | 2.2603   | 0.427  
23     | 2.2458     | 0.7121     | 1.1431     | 0.3484     | 0.0421     | 0.2007       | 0.1891       |             | 2.2582   | 0.390  
24     | 2.2613     | 0.7206     | 1.1323     | 0.3649     | 0.0436     | 0.2408       | 0.1385       |             | 2.2560   | 0.379  
25     | 2.0298     | 0.6635     | 1.0039     | 0.3175     | 0.0449     | 0.2174       | 0.1571       |             | 2.2436   | 0.375  
26     | 1.8930     | 0.6157     | 0.9459     | 0.3012     | 0.0302     | 0.1927       | 0.2282       |             | 2.2224   | 0.421  
27     | 1.8376     | 0.6057     | 0.8800     | 0.3113     | 0.0405     | 0.2345       | 0.1236       |             | 2.2689   | 0.358  
28     | 1.8187     | 0.6231     | 0.8676     | 0.2895     | 0.0385     | 0.2215       | 0.1421       |             | 2.2497   | 0.364  
29     | 1.7512     | 0.5809     | 0.8188     | 0.2980     | 0.0535     | 0.1782       | 0.1746       |             | 2.2412   | 0.353  
30     | 1.6674     | 0.5806     | 0.7649     | 0.2852     | 0.0368     | 0.1830       | 0.1476       |             | 2.2077   | 0.331  
31     | 1.6386     | 0.5938     | 0.7517     | 0.2610     | 0.0322     | 0.1895       | 0.1550       |             | 2.2648   | 0.344  
32     | 1.5330     | 0.5146     | 0.7127     | 0.2644     | 0.0413     | 0.1687       | 0.1341       |             | 2.2038   | 0.303  
33     | 1.5536     | 0.5265     | 0.7172     | 0.2679     | 0.0420     | 0.2158       | 0.1382       |             | 2.2394   | 0.354  
34     | 1.5041     | 0.5395     | 0.6759     | 0.2577     | 0.0311     | 0.1510       | 0.1513       |             | 2.2276   | 0.302  
35     | 1.4770     | 0.5138     | 0.6703     | 0.2545     | 0.0383     | 0.1746       | 0.1151       |             | 2.2555   | 0.290  
36     | 1.5221     | 0.5576     | 0.6778     | 0.2544     | 0.0323     | 0.2028       | 0.1161       |             | 2.2428   | 0.319  
37     | 1.4183     | 0.4962     | 0.6124     | 0.2623     | 0.0474     | 0.1275       | 0.1970       |             | 2.1706   | 0.325  
38     | 1.4340     | 0.5136     | 0.6203     | 0.2586     | 0.0415     | 0.1895       | 0.1081       |             | 2.2490   | 0.298  
39     | 1.4134     | 0.5117     | 0.6186     | 0.2461     | 0.0370     | 0.1807       | 0.0935       |             | 2.2476   | 0.274  
40     | 1.3593     | 0.5087     | 0.5771     | 0.2319     | 0.0417     | 0.1920       | 0.1240       |             | 2.2527   | 0.316  
41     | 1.4081     | 0.5013     | 0.6076     | 0.2627     | 0.0366     | 0.1525       | 0.1128       |             | 2.2487   | 0.265  
42     | 1.2618     | 0.4374     | 0.5528     | 0.2353     | 0.0363     | 0.1558       | 0.1098       |             | 2.2303   | 0.266  
43     | 1.2437     | 0.4624     | 0.5411     | 0.2079     | 0.0324     | 0.1443       | 0.1453       |             | 2.2372   | 0.290  
44     | 1.2867     | 0.4911     | 0.5179     | 0.2199     | 0.0577     | 0.1911       | 0.1007       |             | 2.2240   | 0.292  
45     | 1.2004     | 0.4672     | 0.4858     | 0.2182     | 0.0292     | 0.1251       | 0.1324       |             | 2.2216   | 0.258  
46     | 1.2652     | 0.4712     | 0.5299     | 0.2290     | 0.0351     | 0.1256       | 0.1794       |             | 2.1923   | 0.305  
47     | 1.2473     | 0.4630     | 0.5116     | 0.2365     | 0.0361     | 0.1651       | 0.1266       |             | 2.2257   | 0.292  
48     | 1.1736     | 0.4516     | 0.4810     | 0.2146     | 0.0265     | 0.1270       | 0.1597       |             | 2.2405   | 0.287  
49     | 1.2355     | 0.4875     | 0.5030     | 0.2167     | 0.0284     | 0.1408       | 0.0892       |             | 2.2444   | 0.230  
50     | 1.2471     | 0.4471     | 0.5475     | 0.2222     | 0.0302     | 0.1459       | 0.1331       |             | 2.1988   | 0.279  
51     | 1.3089     | 0.4487     | 0.5799     | 0.2290     | 0.0512     | 0.1409       | 0.1383       |             | 2.2381   | 0.279  
52     | 1.2955     | 0.4440     | 0.5819     | 0.2365     | 0.0331     | 0.1506       | 0.1115       |             | 2.2234   | 0.262  
53     | 1.2070     | 0.4374     | 0.5223     | 0.2154     | 0.0319     | 0.1500       | 0.1168       |             | 2.2320   | 0.267  
54     | 1.1555     | 0.4079     | 0.4884     | 0.2129     | 0.0463     | 0.1771       | 0.1027       |             | 2.2308   | 0.280  
55     | 1.2611     | 0.4398     | 0.5555     | 0.2197     | 0.0461     | 0.1591       | 0.0913       |             | 2.2303   | 0.250  
56     | 1.2471     | 0.4465     | 0.5332     | 0.2165     | 0.0509     | 0.1450       | 0.0963       |             | 2.2446   | 0.241  
