Mode: Fusion | Features: RSSI(4) + RTT(1)
Model Input Dimension: 5
cuda
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.3261    | 3.6584     | 5.5305     | 3.6999     | 0.4372     | 3.1698       | 3.7121       |             | 2.1294   | 6.882  
2      | 12.1151    | 3.0956     | 5.3888     | 3.3911     | 0.2396     | 2.7728       | 3.0479       |             | 1.7970   | 5.821  
3      | 11.0701    | 2.9481     | 5.2883     | 2.6385     | 0.1952     | 2.5236       | 2.2947       |             | 1.8333   | 4.818  
4      | 10.2067    | 2.7985     | 5.1713     | 2.0763     | 0.1606     | 2.3250       | 1.7049       |             | 1.7618   | 4.030  
5      | 9.4095     | 2.6236     | 5.0054     | 1.6478     | 0.1328     | 2.0404       | 1.3489       |             | 1.7031   | 3.389  
6      | 8.6351     | 2.3590     | 4.7954     | 1.3503     | 0.1305     | 1.7607       | 1.1890       |             | 1.6922   | 2.950  
7      | 8.0336     | 2.1836     | 4.5579     | 1.1694     | 0.1227     | 1.5520       | 0.9734       |             | 1.7083   | 2.525  
8      | 7.3888     | 1.9610     | 4.2551     | 1.0619     | 0.1109     | 1.2731       | 1.0564       |             | 1.6725   | 2.329  
9      | 6.8152     | 1.7936     | 3.9774     | 0.9338     | 0.1104     | 1.2136       | 1.0182       |             | 1.6371   | 2.232  
10     | 6.3082     | 1.6745     | 3.6797     | 0.8481     | 0.1058     | 1.1258       | 0.7972       |             | 1.6548   | 1.923  
11     | 5.7976     | 1.5458     | 3.3785     | 0.7679     | 0.1054     | 1.2546       | 0.5403       |             | 1.6692   | 1.795  
12     | 5.2988     | 1.4516     | 3.0589     | 0.6933     | 0.0951     | 0.8550       | 0.8081       |             | 1.6464   | 1.663  
13     | 5.0285     | 1.3977     | 2.8568     | 0.6758     | 0.0982     | 0.8859       | 0.6486       |             | 1.6855   | 1.535  
14     | 4.6523     | 1.3188     | 2.5912     | 0.6447     | 0.0977     | 0.8471       | 0.6410       |             | 1.6015   | 1.488  
15     | 4.1813     | 1.2224     | 2.3120     | 0.5576     | 0.0893     | 0.8762       | 0.5336       |             | 1.6461   | 1.410  
16     | 3.9920     | 1.2002     | 2.1564     | 0.5470     | 0.0884     | 0.7300       | 0.5460       |             | 1.6359   | 1.276  
17     | 3.9177     | 1.1815     | 2.0735     | 0.5752     | 0.0875     | 0.8234       | 0.4396       |             | 1.6347   | 1.263  
18     | 3.7522     | 1.1370     | 2.0141     | 0.5177     | 0.0835     | 0.8730       | 0.4775       |             | 1.6232   | 1.351  
19     | 3.5288     | 1.0727     | 1.8739     | 0.5008     | 0.0814     | 0.6490       | 0.6841       |             | 1.5453   | 1.333  
20     | 3.5237     | 1.1129     | 1.8163     | 0.5124     | 0.0821     | 0.6963       | 0.4605       |             | 1.7068   | 1.157  
21     | 3.5253     | 1.0786     | 1.8776     | 0.4822     | 0.0869     | 0.7237       | 0.4219       |             | 1.6517   | 1.146  
22     | 3.3933     | 1.0738     | 1.7819     | 0.4594     | 0.0782     | 0.6508       | 0.4575       |             | 1.6197   | 1.108  
23     | 3.2641     | 1.0368     | 1.7181     | 0.4353     | 0.0739     | 0.5771       | 0.5397       |             | 1.5879   | 1.117  
24     | 3.0612     | 0.9737     | 1.5636     | 0.4443     | 0.0796     | 0.5900       | 0.3969       |             | 1.5836   | 0.987  
25     | 3.0526     | 0.9703     | 1.5697     | 0.4336     | 0.0790     | 0.4992       | 0.5735       |             | 1.5896   | 1.073  
26     | 3.0287     | 0.9716     | 1.5586     | 0.4239     | 0.0746     | 0.5654       | 0.4360       |             | 1.6254   | 1.001  
27     | 2.7637     | 0.9024     | 1.3850     | 0.4057     | 0.0706     | 0.6450       | 0.4091       |             | 1.5786   | 1.054  
28     | 2.8644     | 0.9217     | 1.4604     | 0.4077     | 0.0747     | 0.4289       | 0.6655       |             | 1.4929   | 1.094  
29     | 3.0262     | 0.9593     | 1.5900     | 0.4034     | 0.0735     | 0.4610       | 0.5796       |             | 1.5261   | 1.041  
30     | 2.9305     | 0.9206     | 1.5322     | 0.3997     | 0.0780     | 0.6141       | 0.4176       |             | 1.5645   | 1.032  
31     | 2.9934     | 0.9034     | 1.5922     | 0.4225     | 0.0753     | 0.5324       | 0.5431       |             | 1.5181   | 1.075  
32     | 2.8464     | 0.8434     | 1.5133     | 0.4151     | 0.0746     | 0.4704       | 0.6192       |             | 1.5705   | 1.090  
33     | 3.0294     | 0.8956     | 1.6394     | 0.4181     | 0.0763     | 0.7018       | 0.3812       |             | 1.6353   | 1.083  
34     | 3.2049     | 0.9262     | 1.7513     | 0.4477     | 0.0798     | 0.4358       | 0.4904       |             | 1.5723   | 0.926  
35     | 3.1130     | 0.8847     | 1.7153     | 0.4368     | 0.0762     | 0.4344       | 0.5483       |             | 1.5474   | 0.983  
36     | 3.3541     | 0.9124     | 1.8901     | 0.4713     | 0.0802     | 0.6504       | 0.3401       |             | 1.5622   | 0.991  
37     | 3.4596     | 0.9309     | 1.9692     | 0.4800     | 0.0796     | 0.5339       | 0.4408       |             | 1.5099   | 0.975  
38     | 3.4531     | 0.9349     | 1.9869     | 0.4535     | 0.0778     | 0.6013       | 0.5118       |             | 1.4581   | 1.113  
39     | 4.3154     | 0.9945     | 2.6602     | 0.5695     | 0.0912     | 0.5525       | 0.5660       |             | 1.3616   | 1.119  
40     | 3.9115     | 0.9284     | 2.3754     | 0.5269     | 0.0808     | 0.5273       | 0.3903       |             | 1.4013   | 0.918  
41     | 3.7561     | 0.9181     | 2.2326     | 0.5270     | 0.0785     | 0.4682       | 0.4424       |             | 1.4027   | 0.911  
42     | 3.6396     | 0.9139     | 2.1646     | 0.4834     | 0.0776     | 0.3941       | 0.6198       |             | 1.3126   | 1.014  
43     | 4.0225     | 0.9599     | 2.4883     | 0.4932     | 0.0810     | 0.5045       | 0.4202       |             | 1.5444   | 0.925  
44     | 3.6759     | 0.8915     | 2.2196     | 0.4836     | 0.0812     | 0.5317       | 0.4284       |             | 1.5150   | 0.960  
45     | 3.4886     | 0.8838     | 2.0411     | 0.4837     | 0.0799     | 0.4939       | 0.3239       |             | 1.4952   | 0.818  
46     | 3.2953     | 0.8762     | 1.9014     | 0.4423     | 0.0754     | 0.3975       | 0.5324       |             | 1.2992   | 0.930  
47     | 3.4371     | 0.8437     | 2.0699     | 0.4426     | 0.0809     | 0.6611       | 0.3554       |             | 1.5398   | 1.017  
48     | 4.0678     | 0.9422     | 2.5322     | 0.5116     | 0.0818     | 0.5588       | 0.4118       |             | 1.5136   | 0.971  
49     | 4.5481     | 0.9412     | 2.9482     | 0.5698     | 0.0889     | 0.4006       | 0.5020       |             | 1.4802   | 0.903  
50     | 4.8571     | 0.9749     | 3.1826     | 0.6028     | 0.0967     | 0.3674       | 0.6261       |             | 1.3919   | 0.994  
51     | 5.1751     | 1.0090     | 3.4280     | 0.6349     | 0.1032     | 0.4107       | 0.6065       | (saved)     | 1.3849   | 1.017  
52     | 5.0839     | 0.9465     | 3.4037     | 0.6259     | 0.1079     | 0.4328       | 0.5154       | (saved)     | 1.4320   | 0.948  
53     | 5.6451     | 1.0687     | 3.8115     | 0.6541     | 0.1108     | 0.3529       | 0.5603       | (saved)     | 1.3642   | 0.913  
54     | 5.1387     | 1.0028     | 3.3734     | 0.6548     | 0.1077     | 0.3104       | 0.6233       |             | 1.2766   | 0.934  
55     | 4.8888     | 0.9269     | 3.2107     | 0.6501     | 0.1011     | 0.3170       | 0.5338       | (saved)     | 1.2321   | 0.851  
56     | 4.9273     | 0.8934     | 3.2698     | 0.6692     | 0.0949     | 0.2783       | 0.6863       |             | 1.3733   | 0.965  
57     | 4.7035     | 0.8646     | 3.1207     | 0.6290     | 0.0892     | 0.2928       | 0.5471       | (saved)     | 1.2913   | 0.840  
58     | 4.4892     | 0.7929     | 2.9884     | 0.6190     | 0.0889     | 0.2934       | 0.5702       |             | 1.3883   | 0.864  
59     | 4.8871     | 0.8722     | 3.2715     | 0.6501     | 0.0933     | 0.3162       | 0.6455       |             | 1.2985   | 0.962  
60     | 4.7895     | 0.8471     | 3.2392     | 0.6083     | 0.0948     | 0.3407       | 0.4961       | (saved)     | 1.3495   | 0.837  
61     | 5.1301     | 0.8841     | 3.4838     | 0.6689     | 0.0933     | 0.2846       | 0.6335       |             | 1.3170   | 0.918  
62     | 5.5101     | 0.9117     | 3.8072     | 0.6962     | 0.0950     | 0.3206       | 0.5395       |             | 1.2127   | 0.860  
63     | 5.5283     | 0.8889     | 3.8499     | 0.6969     | 0.0926     | 0.3425       | 0.5252       |             | 1.2141   | 0.868  
64     | 5.5883     | 0.9209     | 3.8870     | 0.6856     | 0.0948     | 0.3161       | 0.4570       | (saved)     | 1.1947   | 0.773  
65     | 5.5152     | 0.8181     | 3.9374     | 0.6725     | 0.0872     | 0.2971       | 0.4350       | (saved)     | 1.1275   | 0.732  
66     | 5.2762     | 0.8243     | 3.7286     | 0.6360     | 0.0872     | 0.2707       | 0.4732       |             | 1.1362   | 0.744  
67     | 5.5770     | 0.8561     | 3.9806     | 0.6520     | 0.0883     | 0.2668       | 0.5344       |             | 1.2298   | 0.801  
68     | 5.7123     | 0.8708     | 4.1007     | 0.6558     | 0.0851     | 0.3111       | 0.5060       |             | 1.1313   | 0.817  
69     | 6.0999     | 0.9074     | 4.4117     | 0.6934     | 0.0875     | 0.2514       | 0.5334       |             | 1.2262   | 0.785  
70     | 5.8540     | 0.8431     | 4.2543     | 0.6737     | 0.0829     | 0.2619       | 0.4918       |             | 1.1693   | 0.754  
71     | 5.7015     | 0.8071     | 4.1380     | 0.6711     | 0.0853     | 0.2654       | 0.4444       | (saved)     | 1.1282   | 0.710  
72     | 5.5797     | 0.8232     | 4.0326     | 0.6427     | 0.0812     | 0.2557       | 0.4151       | (saved)     | 1.1400   | 0.671  
73     | 5.3201     | 0.7580     | 3.8733     | 0.6083     | 0.0806     | 0.2548       | 0.4369       |             | 1.2230   | 0.692  
74     | 5.6525     | 0.8411     | 4.0884     | 0.6432     | 0.0798     | 0.2657       | 0.4340       |             | 1.1935   | 0.700  
75     | 5.8961     | 0.8622     | 4.3112     | 0.6430     | 0.0797     | 0.2984       | 0.4805       |             | 1.2177   | 0.779  
76     | 6.2954     | 0.8925     | 4.6417     | 0.6751     | 0.0861     | 0.3284       | 0.5632       |             | 1.2544   | 0.892  
77     | 6.2054     | 0.8491     | 4.5823     | 0.6892     | 0.0848     | 0.3139       | 0.5038       |             | 1.2697   | 0.818  
78     | 6.1671     | 0.8657     | 4.5677     | 0.6523     | 0.0814     | 0.2794       | 0.4545       |             | 1.2332   | 0.734  
79     | 6.1202     | 0.8262     | 4.5529     | 0.6574     | 0.0837     | 0.2497       | 0.4903       |             | 1.1905   | 0.740  
80     | 5.9852     | 0.7889     | 4.4824     | 0.6332     | 0.0807     | 0.2651       | 0.4371       |             | 1.1850   | 0.702  
81     | 6.2649     | 0.8349     | 4.6862     | 0.6632     | 0.0806     | 0.2792       | 0.5183       |             | 1.2349   | 0.797  
82     | 6.1635     | 0.8393     | 4.5836     | 0.6578     | 0.0828     | 0.2873       | 0.4942       |             | 1.2216   | 0.781  
83     | 5.8500     | 0.7886     | 4.3566     | 0.6275     | 0.0773     | 0.2452       | 0.4363       |             | 1.1967   | 0.681  
84     | 5.7792     | 0.7932     | 4.3107     | 0.5975     | 0.0778     | 0.2431       | 0.4250       | (saved)     | 1.1367   | 0.668  
85     | 6.0064     | 0.7885     | 4.4880     | 0.6442     | 0.0857     | 0.2669       | 0.4292       |             | 1.1312   | 0.696  
86     | 6.1488     | 0.8898     | 4.5293     | 0.6438     | 0.0860     | 0.3075       | 0.4117       |             | 1.1763   | 0.719  
87     | 5.7491     | 0.7630     | 4.2903     | 0.6146     | 0.0813     | 0.2714       | 0.4228       |             | 1.2584   | 0.694  
