Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
cuda
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.1954    | 3.5622     | 5.5160     | 3.6918     | 0.4254     | 2.9969       | 3.7089       |             | 2.5452   | 6.706  
2      | 11.9954    | 2.9596     | 5.3620     | 3.4332     | 0.2405     | 2.5304       | 3.3013       |             | 2.3082   | 5.832  
3      | 10.9219    | 2.6138     | 5.2138     | 2.8945     | 0.1999     | 2.2442       | 2.5887       |             | 2.0067   | 4.833  
4      | 9.9413     | 2.4106     | 5.0059     | 2.3506     | 0.1743     | 1.9258       | 2.1658       |             | 2.0004   | 4.092  
5      | 9.1151     | 2.2169     | 4.7676     | 1.9666     | 0.1641     | 1.6625       | 1.7548       |             | 2.1574   | 3.417  
6      | 8.2966     | 2.0385     | 4.4865     | 1.6198     | 0.1519     | 1.4090       | 1.4096       |             | 2.2403   | 2.819  
7      | 7.5039     | 1.8010     | 4.1738     | 1.3983     | 0.1309     | 1.2188       | 1.2207       |             | 2.1070   | 2.440  
8      | 6.9250     | 1.6933     | 3.8859     | 1.2147     | 0.1312     | 1.0057       | 1.0966       |             | 2.0421   | 2.102  
9      | 6.2727     | 1.5433     | 3.5606     | 1.0489     | 0.1198     | 0.8444       | 1.0457       |             | 2.0557   | 1.890  
10     | 5.7877     | 1.3908     | 3.2747     | 1.0021     | 0.1201     | 0.8223       | 0.8252       |             | 2.1379   | 1.648  
11     | 5.3929     | 1.3402     | 3.0371     | 0.9027     | 0.1129     | 0.7298       | 0.8454       |             | 2.0700   | 1.575  
12     | 5.0308     | 1.2143     | 2.8778     | 0.8301     | 0.1085     | 0.6469       | 0.7732       |             | 2.0796   | 1.420  
13     | 4.6653     | 1.1664     | 2.6135     | 0.7809     | 0.1045     | 0.5544       | 0.7149       |             | 2.1376   | 1.269  
14     | 4.3695     | 1.1137     | 2.4421     | 0.7119     | 0.1018     | 0.4801       | 0.6987       |             | 2.0621   | 1.179  
15     | 4.1424     | 0.9918     | 2.3551     | 0.6971     | 0.0983     | 0.4384       | 0.6612       |             | 2.0845   | 1.100  
16     | 3.9834     | 0.9833     | 2.2748     | 0.6289     | 0.0963     | 0.4841       | 0.5948       |             | 2.0799   | 1.079  
17     | 3.7622     | 0.9541     | 2.1134     | 0.5944     | 0.1004     | 0.4759       | 0.4917       |             | 2.1428   | 0.968  
18     | 3.6576     | 0.9188     | 2.0580     | 0.5882     | 0.0926     | 0.4687       | 0.4500       |             | 2.0245   | 0.919  
19     | 3.6170     | 0.9078     | 2.0361     | 0.5796     | 0.0935     | 0.5372       | 0.4558       |             | 2.0646   | 0.993  
20     | 3.4364     | 0.8401     | 1.9719     | 0.5363     | 0.0882     | 0.3510       | 0.4990       |             | 2.0759   | 0.850  
21     | 3.3122     | 0.8081     | 1.9063     | 0.5090     | 0.0888     | 0.3438       | 0.4402       |             | 2.0500   | 0.784  
22     | 3.3757     | 0.8266     | 1.9568     | 0.5039     | 0.0884     | 0.5315       | 0.3787       |             | 2.0996   | 0.910  
23     | 3.2786     | 0.8103     | 1.8633     | 0.5173     | 0.0877     | 0.3428       | 0.4147       |             | 2.0794   | 0.758  
24     | 3.2756     | 0.7859     | 1.9140     | 0.4929     | 0.0828     | 0.5374       | 0.3453       |             | 2.0710   | 0.883  
25     | 3.0264     | 0.7539     | 1.7177     | 0.4744     | 0.0804     | 0.2264       | 0.5115       |             | 2.0202   | 0.738  
26     | 3.1660     | 0.7695     | 1.8360     | 0.4792     | 0.0814     | 0.2560       | 0.4668       |             | 2.0977   | 0.723  
27     | 3.0760     | 0.7703     | 1.7343     | 0.4851     | 0.0863     | 0.2317       | 0.4855       |             | 2.0470   | 0.717  
28     | 2.9930     | 0.7544     | 1.6833     | 0.4731     | 0.0822     | 0.2609       | 0.4506       |             | 2.0640   | 0.711  
29     | 2.9130     | 0.6801     | 1.6660     | 0.4866     | 0.0804     | 0.2459       | 0.3718       |             | 2.0744   | 0.618  
30     | 2.8696     | 0.6997     | 1.6497     | 0.4455     | 0.0747     | 0.1771       | 0.5063       |             | 1.9673   | 0.683  
31     | 3.0220     | 0.7302     | 1.7293     | 0.4770     | 0.0855     | 0.2363       | 0.4370       |             | 1.9946   | 0.673  
32     | 2.9222     | 0.7453     | 1.6372     | 0.4609     | 0.0788     | 0.2840       | 0.3984       |             | 1.9983   | 0.682  
33     | 3.1001     | 0.7090     | 1.8179     | 0.4867     | 0.0865     | 0.2253       | 0.3984       |             | 1.9271   | 0.624  
34     | 3.3572     | 0.7315     | 2.0381     | 0.5001     | 0.0874     | 0.2867       | 0.4494       |             | 1.9202   | 0.736  
35     | 3.3435     | 0.6906     | 2.0684     | 0.5008     | 0.0837     | 0.3044       | 0.3931       |             | 2.0003   | 0.698  
36     | 3.7936     | 0.7554     | 2.4102     | 0.5432     | 0.0849     | 0.1545       | 0.5085       |             | 1.8561   | 0.663  
37     | 3.9754     | 0.7542     | 2.5818     | 0.5559     | 0.0836     | 0.2375       | 0.4152       |             | 1.9129   | 0.653  
38     | 4.1477     | 0.7426     | 2.7356     | 0.5836     | 0.0859     | 0.2211       | 0.4261       |             | 1.8958   | 0.647  
39     | 4.1729     | 0.7238     | 2.7666     | 0.5894     | 0.0930     | 0.1248       | 0.5857       |             | 1.7439   | 0.711  
40     | 4.2168     | 0.7343     | 2.7800     | 0.6072     | 0.0954     | 0.2208       | 0.4722       |             | 1.8117   | 0.693  
