Mode: Fusion | Features: RSSI(4) + RTT(3)
Model Input Dimension: 7
cuda
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.4749    | 3.6683     | 2.8120     | 3.6968     | 3.2977     | 3.1457       | 3.7254       |             | 1.9419   | 6.871  
2      | 9.6756     | 3.0260     | 2.7575     | 3.3799     | 0.5122     | 2.6149       | 3.1595       |             | 1.9498   | 5.774  
3      | 8.4335     | 2.7792     | 2.7332     | 2.6932     | 0.2279     | 2.2955       | 2.3078       |             | 2.4078   | 4.603  
4      | 7.4485     | 2.6213     | 2.7126     | 1.9965     | 0.1181     | 2.0531       | 1.6550       |             | 2.5416   | 3.708  
5      | 6.7421     | 2.3629     | 2.6804     | 1.5873     | 0.1114     | 1.6998       | 1.2865       |             | 2.5523   | 2.986  
6      | 6.2147     | 2.1477     | 2.6558     | 1.3186     | 0.0926     | 1.4093       | 1.0299       |             | 2.4652   | 2.439  
7      | 5.6801     | 1.8819     | 2.6130     | 1.1173     | 0.0679     | 1.1228       | 0.7837       |             | 2.5023   | 1.907  
8      | 5.2766     | 1.6951     | 2.5615     | 0.9594     | 0.0606     | 0.9740       | 0.6369       |             | 2.5097   | 1.611  
9      | 4.8949     | 1.4901     | 2.4978     | 0.8515     | 0.0556     | 0.7732       | 0.5981       |             | 2.4214   | 1.371  
10     | 4.5990     | 1.3721     | 2.4268     | 0.7481     | 0.0520     | 0.6215       | 0.5294       |             | 2.4069   | 1.151  
11     | 4.2710     | 1.2300     | 2.3361     | 0.6490     | 0.0559     | 0.5166       | 0.5289       |             | 2.3497   | 1.045  
12     | 4.0882     | 1.1625     | 2.2448     | 0.6262     | 0.0546     | 0.4617       | 0.4469       |             | 2.2599   | 0.909  
13     | 3.8059     | 1.0455     | 2.1522     | 0.5497     | 0.0585     | 0.4105       | 0.4651       |             | 2.3335   | 0.876  
14     | 3.5782     | 0.9912     | 2.0242     | 0.5057     | 0.0572     | 0.3890       | 0.3529       |             | 2.3875   | 0.742  
15     | 3.5120     | 0.9608     | 1.9497     | 0.5194     | 0.0821     | 0.3342       | 0.3244       |             | 2.3731   | 0.659  
16     | 3.2520     | 0.8875     | 1.8401     | 0.4579     | 0.0665     | 0.3558       | 0.2589       |             | 2.3670   | 0.615  
17     | 3.1788     | 0.9083     | 1.7405     | 0.4531     | 0.0769     | 0.2644       | 0.2913       |             | 2.3538   | 0.556  
18     | 2.8721     | 0.8175     | 1.5940     | 0.3929     | 0.0678     | 0.3431       | 0.1634       |             | 2.3945   | 0.506  
19     | 2.6693     | 0.7465     | 1.4968     | 0.3822     | 0.0438     | 0.2811       | 0.2132       |             | 2.3814   | 0.494  
20     | 2.6078     | 0.7741     | 1.4090     | 0.3811     | 0.0436     | 0.2479       | 0.2228       |             | 2.3653   | 0.471  
21     | 2.4661     | 0.7480     | 1.3207     | 0.3535     | 0.0440     | 0.2258       | 0.2385       |             | 2.3631   | 0.464  
22     | 2.3234     | 0.7140     | 1.2188     | 0.3497     | 0.0409     | 0.2662       | 0.2071       |             | 2.3706   | 0.473  
23     | 2.2887     | 0.7180     | 1.1749     | 0.3424     | 0.0534     | 0.1800       | 0.1841       |             | 2.3818   | 0.364  
24     | 2.2454     | 0.6907     | 1.1498     | 0.3525     | 0.0524     | 0.2172       | 0.1802       |             | 2.3336   | 0.397  
25     | 2.0806     | 0.6782     | 1.0357     | 0.3098     | 0.0569     | 0.2152       | 0.2430       |             | 2.3729   | 0.458  
26     | 1.9964     | 0.6281     | 1.0082     | 0.3066     | 0.0534     | 0.1742       | 0.2882       |             | 2.3279   | 0.462  
27     | 1.8444     | 0.5938     | 0.9083     | 0.3008     | 0.0415     | 0.1918       | 0.1699       |             | 2.3765   | 0.362  
28     | 1.8259     | 0.6096     | 0.8822     | 0.2952     | 0.0389     | 0.2242       | 0.1545       |             | 2.3312   | 0.379  
29     | 1.7515     | 0.6005     | 0.8281     | 0.2798     | 0.0431     | 0.1715       | 0.1797       |             | 2.3490   | 0.351  
30     | 1.6314     | 0.5902     | 0.7536     | 0.2586     | 0.0290     | 0.1870       | 0.1161       |             | 2.3713   | 0.303  
31     | 1.6549     | 0.5824     | 0.7578     | 0.2772     | 0.0375     | 0.1937       | 0.2246       |             | 2.3907   | 0.418  
32     | 1.5154     | 0.5279     | 0.6996     | 0.2560     | 0.0320     | 0.2142       | 0.1304       |             | 2.3761   | 0.345  
33     | 1.5102     | 0.5170     | 0.6875     | 0.2649     | 0.0408     | 0.2105       | 0.1446       |             | 2.3811   | 0.355  
34     | 1.5328     | 0.5381     | 0.7022     | 0.2630     | 0.0295     | 0.1915       | 0.1433       |             | 2.3108   | 0.335  
35     | 1.4620     | 0.5081     | 0.6485     | 0.2603     | 0.0451     | 0.1318       | 0.1859       |             | 2.3453   | 0.318  
36     | 1.5250     | 0.5519     | 0.6835     | 0.2502     | 0.0394     | 0.1330       | 0.2003       |             | 2.3448   | 0.333  
37     | 1.4231     | 0.5064     | 0.6171     | 0.2513     | 0.0483     | 0.1466       | 0.1477       |             | 2.3593   | 0.294  
38     | 1.3623     | 0.4825     | 0.5915     | 0.2529     | 0.0354     | 0.1836       | 0.1289       |             | 2.4021   | 0.313  
39     | 1.3318     | 0.5092     | 0.5551     | 0.2112     | 0.0563     | 0.1940       | 0.0997       |             | 2.3647   | 0.294  
40     | 1.3150     | 0.4935     | 0.5474     | 0.2377     | 0.0364     | 0.1703       | 0.1294       |             | 2.3658   | 0.300  
41     | 1.3623     | 0.5156     | 0.5599     | 0.2329     | 0.0538     | 0.1362       | 0.1797       |             | 2.3774   | 0.316  
42     | 1.2800     | 0.4598     | 0.5242     | 0.2430     | 0.0529     | 0.1446       | 0.0975       |             | 2.3566   | 0.242  
43     | 1.2027     | 0.4686     | 0.4947     | 0.2077     | 0.0317     | 0.1487       | 0.1250       |             | 2.3718   | 0.274  
44     | 1.2177     | 0.4737     | 0.4946     | 0.2151     | 0.0342     | 0.1732       | 0.1346       |             | 2.3564   | 0.308  
45     | 1.2252     | 0.4614     | 0.5147     | 0.2157     | 0.0335     | 0.1790       | 0.1165       |             | 2.3049   | 0.295  
46     | 1.2725     | 0.4703     | 0.5317     | 0.2338     | 0.0367     | 0.1276       | 0.1952       |             | 2.3024   | 0.323  
47     | 1.1934     | 0.4571     | 0.4921     | 0.2166     | 0.0277     | 0.1173       | 0.1761       |             | 2.2473   | 0.293  
48     | 1.1266     | 0.4372     | 0.4576     | 0.2020     | 0.0298     | 0.1324       | 0.1054       |             | 2.3799   | 0.238  
49     | 1.1549     | 0.4443     | 0.4545     | 0.2074     | 0.0486     | 0.1277       | 0.1081       |             | 2.3603   | 0.236  
