Mode: Fusion | Features: RSSI(4) + RTT(2)
Model Input Dimension: 6
cuda
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.6540    | 3.6958     | 2.8156     | 3.7037     | 3.4389     | 3.1530       | 3.7457       |             | 2.6137   | 6.899  
2      | 9.8709     | 3.0678     | 2.7661     | 3.4998     | 0.5373     | 2.6028       | 3.4071       |             | 1.7909   | 6.010  
3      | 8.7171     | 2.6954     | 2.7402     | 3.0574     | 0.2242     | 2.1567       | 2.8856       |             | 1.7479   | 5.042  
4      | 7.7009     | 2.4696     | 2.7195     | 2.3905     | 0.1213     | 1.9716       | 2.0859       |             | 1.7877   | 4.058  
5      | 6.9068     | 2.3258     | 2.6964     | 1.8092     | 0.0754     | 1.7381       | 1.5118       |             | 2.0617   | 3.250  
6      | 6.2637     | 2.1000     | 2.6644     | 1.4395     | 0.0598     | 1.4724       | 1.1684       |             | 1.8923   | 2.641  
7      | 5.7859     | 1.8605     | 2.6290     | 1.2367     | 0.0597     | 1.2646       | 0.9594       |             | 1.8526   | 2.224  
8      | 5.3721     | 1.6947     | 2.5830     | 1.0418     | 0.0526     | 0.9991       | 0.8453       |             | 1.8419   | 1.844  
9      | 5.0515     | 1.5174     | 2.5192     | 0.9477     | 0.0672     | 0.9440       | 0.8040       |             | 1.8344   | 1.748  
10     | 4.7311     | 1.3783     | 2.4542     | 0.8537     | 0.0450     | 0.7994       | 0.6977       |             | 1.8809   | 1.497  
11     | 4.4777     | 1.2952     | 2.3748     | 0.7501     | 0.0577     | 0.7011       | 0.6231       |             | 1.7848   | 1.324  
12     | 4.2054     | 1.1620     | 2.2900     | 0.7137     | 0.0397     | 0.8504       | 0.5304       |             | 1.8318   | 1.381  
13     | 3.9697     | 1.1070     | 2.1756     | 0.6371     | 0.0500     | 0.5395       | 0.5028       |             | 1.8100   | 1.042  
14     | 3.7694     | 1.0285     | 2.0882     | 0.6076     | 0.0452     | 0.6785       | 0.3448       |             | 1.7896   | 1.023  
