Mode: Fusion | Features: RSSI(4) + RTT(1)
Model Input Dimension: 5
cuda
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 16.0831    | 3.8931     | 2.8286     | 3.7184     | 5.6431     | 3.5908       | 3.7970       |             | 3.5620   | 7.388  
2      | 11.8248    | 3.5440     | 2.7801     | 3.6848     | 1.8159     | 3.2489       | 3.7458       |             | 2.9644   | 6.995  
3      | 10.2695    | 3.2380     | 2.7624     | 3.5480     | 0.7211     | 2.9440       | 3.4835       |             | 2.6454   | 6.427  
4      | 9.5226     | 3.0390     | 2.7463     | 3.2829     | 0.4544     | 2.7186       | 3.3349       |             | 2.5622   | 6.053  
5      | 9.0237     | 2.9434     | 2.7376     | 2.9793     | 0.3635     | 2.5967       | 2.9442       |             | 2.6385   | 5.541  
6      | 8.4614     | 2.8984     | 2.7281     | 2.5572     | 0.2777     | 2.5143       | 2.4168       |             | 2.6332   | 4.931  
7      | 7.9008     | 2.7995     | 2.7140     | 2.2421     | 0.1453     | 2.3336       | 2.0539       |             | 2.6696   | 4.387  
8      | 7.4664     | 2.6671     | 2.6965     | 1.9256     | 0.1772     | 2.2205       | 1.9135       |             | 2.8520   | 4.134  
9      | 7.1830     | 2.6385     | 2.6893     | 1.7250     | 0.1303     | 2.0516       | 1.5827       |             | 2.9644   | 3.634  
10     | 6.6524     | 2.4050     | 2.6666     | 1.5091     | 0.0718     | 1.9364       | 1.3931       |             | 3.0055   | 3.329  
11     | 6.4461     | 2.3670     | 2.6546     | 1.3344     | 0.0900     | 1.8032       | 1.2393       |             | 2.8888   | 3.042  
12     | 6.4893     | 2.3359     | 2.6576     | 1.2939     | 0.2019     | 1.7033       | 1.1680       |             | 2.8736   | 2.871  
13     | 6.0671     | 2.1727     | 2.6270     | 1.1561     | 0.1112     | 1.4709       | 1.1904       |             | 2.9124   | 2.661  
14     | 5.7530     | 2.0579     | 2.5991     | 1.0252     | 0.0709     | 1.4775       | 0.9836       |             | 2.9320   | 2.461  
15     | 5.4415     | 1.8754     | 2.5683     | 0.9217     | 0.0762     | 1.3275       | 1.0040       |             | 2.9612   | 2.331  
16     | 5.3120     | 1.7848     | 2.5458     | 0.9264     | 0.0550     | 1.2347       | 0.9032       |             | 2.8894   | 2.138  
17     | 5.0949     | 1.7131     | 2.5049     | 0.8159     | 0.0609     | 1.1695       | 0.8476       |             | 2.8156   | 2.017  
18     | 5.0263     | 1.7152     | 2.4787     | 0.7853     | 0.0471     | 1.1285       | 0.8339       |             | 2.9451   | 1.962  
19     | 4.7708     | 1.5812     | 2.4328     | 0.7027     | 0.0541     | 0.9640       | 0.9853       |             | 2.7135   | 1.949  
20     | 4.6138     | 1.5104     | 2.3790     | 0.6700     | 0.0544     | 1.0062       | 0.7609       |             | 2.9253   | 1.767  
21     | 4.5144     | 1.4381     | 2.3355     | 0.6723     | 0.0685     | 1.0320       | 0.6170       |             | 2.8738   | 1.649  
22     | 4.4237     | 1.4448     | 2.2919     | 0.6214     | 0.0656     | 0.8388       | 0.7231       |             | 2.8718   | 1.562  
23     | 4.2564     | 1.3605     | 2.2452     | 0.6025     | 0.0482     | 0.7687       | 0.8010       |             | 2.8452   | 1.570  
24     | 4.1261     | 1.3351     | 2.2021     | 0.5584     | 0.0305     | 0.9089       | 0.6315       |             | 2.8164   | 1.540  
25     | 4.0843     | 1.2778     | 2.1544     | 0.5829     | 0.0693     | 0.6766       | 0.6784       |             | 2.8911   | 1.355  
26     | 3.9060     | 1.2216     | 2.0881     | 0.5520     | 0.0443     | 0.8488       | 0.5103       |             | 2.8360   | 1.359  
27     | 3.7226     | 1.1739     | 2.0123     | 0.4854     | 0.0510     | 0.8149       | 0.4711       |             | 2.9034   | 1.286  
28     | 3.6318     | 1.1705     | 1.9765     | 0.4560     | 0.0288     | 0.6831       | 0.6601       |             | 2.9141   | 1.343  
29     | 3.7108     | 1.1413     | 1.9282     | 0.5080     | 0.1334     | 0.6894       | 0.5412       |             | 2.8598   | 1.231  
30     | 3.5780     | 1.1518     | 1.8711     | 0.4975     | 0.0578     | 0.5963       | 0.6195       |             | 2.6915   | 1.216  
31     | 3.3495     | 1.0762     | 1.8013     | 0.4398     | 0.0322     | 0.6308       | 0.5091       |             | 2.8906   | 1.140  
32     | 3.3319     | 1.0344     | 1.7745     | 0.4616     | 0.0615     | 0.6478       | 0.5146       |             | 2.7820   | 1.162  
33     | 3.2718     | 1.0645     | 1.7212     | 0.4326     | 0.0535     | 0.5843       | 0.5804       |             | 2.7835   | 1.165  
34     | 3.2629     | 1.0983     | 1.6995     | 0.4215     | 0.0436     | 0.5786       | 0.4556       |             | 2.7807   | 1.034  
35     | 3.1081     | 1.0399     | 1.6225     | 0.4098     | 0.0359     | 0.5293       | 0.5338       |             | 2.6088   | 1.063  
36     | 3.0762     | 1.0327     | 1.5947     | 0.4032     | 0.0456     | 0.5627       | 0.4633       |             | 2.8905   | 1.026  
37     | 3.0327     | 1.0360     | 1.5644     | 0.3911     | 0.0411     | 0.7462       | 0.4030       |             | 2.9004   | 1.149  
38     | 2.9308     | 0.9879     | 1.5036     | 0.3965     | 0.0428     | 0.5499       | 0.4772       |             | 2.7697   | 1.027  
39     | 2.8575     | 0.9457     | 1.4771     | 0.3846     | 0.0501     | 0.6288       | 0.5543       |             | 2.7368   | 1.183  
40     | 2.7464     | 0.9389     | 1.4200     | 0.3463     | 0.0413     | 0.6050       | 0.4454       |             | 2.7477   | 1.050  
41     | 2.6704     | 0.8832     | 1.3991     | 0.3574     | 0.0308     | 0.7349       | 0.4237       |             | 2.8428   | 1.159  
42     | 2.7066     | 0.9007     | 1.4009     | 0.3710     | 0.0340     | 0.5339       | 0.3500       |             | 2.9279   | 0.884  
43     | 2.7700     | 0.9449     | 1.3903     | 0.3887     | 0.0461     | 0.3245       | 0.8195       |             | 2.4773   | 1.144  
44     | 2.7550     | 0.9346     | 1.3567     | 0.4112     | 0.0526     | 0.5352       | 0.5143       |             | 2.6180   | 1.050  
45     | 2.7956     | 0.9903     | 1.3403     | 0.3953     | 0.0697     | 0.5704       | 0.4339       |             | 2.9504   | 1.004  
46     | 2.6042     | 0.8958     | 1.2958     | 0.3504     | 0.0623     | 0.4793       | 0.5139       |             | 2.8621   | 0.993  
47     | 2.5090     | 0.8734     | 1.2335     | 0.3495     | 0.0526     | 0.5952       | 0.3131       |             | 2.9369   | 0.908  
