Mode: Fusion | Features: RSSI(4) + RTT(3)
Model Input Dimension: 7
cuda
Start Training Seed 42...
Epoch  | Total Loss | l_sc       | l_dc       | l_tc       | l_ca       | val_l_sc     | val_l_dc     | Save        | Test MDE | Score  
---------------------------------------------------------------------------------------------------------------------------------------
1      | 13.3558    | 3.6501     | 2.8150     | 3.6829     | 3.2078     | 3.1857       | 3.6067       |             | 2.4212   | 6.792  
2      | 9.5901     | 3.0912     | 2.7614     | 3.2890     | 0.4485     | 2.6326       | 3.1488       |             | 2.3342   | 5.781  
3      | 8.5220     | 2.7244     | 2.7337     | 2.8409     | 0.2231     | 2.2912       | 2.5433       |             | 2.3001   | 4.834  
4      | 7.5968     | 2.4979     | 2.7048     | 2.2627     | 0.1314     | 1.9590       | 1.9540       |             | 2.3158   | 3.913  
5      | 6.7722     | 2.2230     | 2.6752     | 1.7487     | 0.1253     | 1.6557       | 1.3921       |             | 2.3851   | 3.048  
6      | 6.1412     | 2.0441     | 2.6378     | 1.3537     | 0.1055     | 1.3993       | 1.0432       |             | 2.4417   | 2.442  
7      | 5.6415     | 1.8223     | 2.5927     | 1.1413     | 0.0852     | 1.0856       | 0.8543       |             | 2.4365   | 1.940  
8      | 5.2525     | 1.6416     | 2.5415     | 0.9809     | 0.0884     | 0.8935       | 0.7001       |             | 2.4664   | 1.594  
9      | 4.8052     | 1.4371     | 2.4616     | 0.8450     | 0.0615     | 0.6807       | 0.5787       |             | 2.4286   | 1.259  
10     | 4.5395     | 1.3230     | 2.3865     | 0.7729     | 0.0571     | 0.5881       | 0.5642       |             | 2.4234   | 1.152  
11     | 4.2108     | 1.1521     | 2.2982     | 0.6798     | 0.0807     | 0.4902       | 0.3999       |             | 2.4622   | 0.890  
12     | 3.9916     | 1.0758     | 2.2039     | 0.6446     | 0.0673     | 0.4387       | 0.3388       |             | 2.4307   | 0.778  
13     | 3.7193     | 0.9897     | 2.1177     | 0.5731     | 0.0388     | 0.3796       | 0.2933       |             | 2.4821   | 0.673  
14     | 3.5390     | 0.9503     | 1.9911     | 0.5378     | 0.0598     | 0.3103       | 0.2909       |             | 2.4767   | 0.601  
15     | 3.3905     | 0.9043     | 1.9053     | 0.5070     | 0.0740     | 0.3063       | 0.2777       |             | 2.4485   | 0.584  
16     | 3.1596     | 0.8224     | 1.7859     | 0.5008     | 0.0505     | 0.2693       | 0.2542       |             | 2.4808   | 0.524  
17     | 3.0516     | 0.8376     | 1.6977     | 0.4630     | 0.0533     | 0.2330       | 0.2697       |             | 2.4609   | 0.503  
18     | 2.7859     | 0.7619     | 1.5639     | 0.4185     | 0.0416     | 0.2130       | 0.2210       |             | 2.4608   | 0.434  
19     | 2.6700     | 0.7353     | 1.4701     | 0.4139     | 0.0507     | 0.2542       | 0.1922       |             | 2.4610   | 0.446  
20     | 2.5452     | 0.7365     | 1.3832     | 0.3833     | 0.0422     | 0.2580       | 0.1862       |             | 2.4668   | 0.444  
21     | 2.4030     | 0.6891     | 1.3056     | 0.3718     | 0.0366     | 0.1876       | 0.2181       |             | 2.4673   | 0.406  
22     | 2.3382     | 0.6751     | 1.2499     | 0.3636     | 0.0497     | 0.2505       | 0.1564       |             | 2.4987   | 0.407  
23     | 2.2687     | 0.6735     | 1.1818     | 0.3457     | 0.0677     | 0.1750       | 0.1455       |             | 2.4587   | 0.320  
24     | 2.2100     | 0.6444     | 1.1616     | 0.3670     | 0.0370     | 0.1807       | 0.1434       |             | 2.4697   | 0.324  
25     | 1.9911     | 0.5846     | 1.0650     | 0.3070     | 0.0345     | 0.1476       | 0.1839       |             | 2.4622   | 0.332  
26     | 2.0225     | 0.6151     | 1.0213     | 0.3227     | 0.0635     | 0.1802       | 0.1675       |             | 2.4857   | 0.348  
27     | 1.8589     | 0.5769     | 0.9505     | 0.3075     | 0.0240     | 0.1222       | 0.1663       |             | 2.4567   | 0.289  
28     | 1.8224     | 0.5683     | 0.9208     | 0.2861     | 0.0472     | 0.1528       | 0.1463       |             | 2.4346   | 0.299  
29     | 1.7446     | 0.5622     | 0.8714     | 0.2798     | 0.0313     | 0.1102       | 0.2137       |             | 2.4351   | 0.324  
30     | 1.7486     | 0.5562     | 0.8413     | 0.3016     | 0.0496     | 0.1496       | 0.1141       |             | 2.5038   | 0.264  
31     | 1.6546     | 0.5591     | 0.7941     | 0.2703     | 0.0311     | 0.1419       | 0.1445       |             | 2.4676   | 0.286  
32     | 1.6045     | 0.4943     | 0.7768     | 0.2820     | 0.0514     | 0.1119       | 0.1443       |             | 2.4388   | 0.256  
33     | 1.5675     | 0.4968     | 0.7661     | 0.2708     | 0.0338     | 0.1524       | 0.1161       |             | 2.4778   | 0.269  
34     | 1.5489     | 0.5109     | 0.7429     | 0.2654     | 0.0297     | 0.1093       | 0.1304       |             | 2.4678   | 0.240  
35     | 1.4412     | 0.4612     | 0.6912     | 0.2511     | 0.0377     | 0.1247       | 0.1062       |             | 2.4640   | 0.231  
36     | 1.4884     | 0.4929     | 0.7161     | 0.2501     | 0.0293     | 0.0930       | 0.1281       |             | 2.4573   | 0.221  
37     | 1.4456     | 0.4779     | 0.6684     | 0.2559     | 0.0434     | 0.1326       | 0.1084       |             | 2.4668   | 0.241  
38     | 1.4379     | 0.4660     | 0.6765     | 0.2571     | 0.0383     | 0.1099       | 0.1206       |             | 2.4516   | 0.231  
39     | 1.3608     | 0.4618     | 0.6291     | 0.2394     | 0.0305     | 0.1148       | 0.1224       |             | 2.4966   | 0.237  
40     | 1.4875     | 0.5042     | 0.6680     | 0.2656     | 0.0498     | 0.1386       | 0.1195       |             | 2.4576   | 0.258  
41     | 1.4378     | 0.4744     | 0.6567     | 0.2595     | 0.0471     | 0.1304       | 0.1011       |             | 2.4670   | 0.232  
42     | 1.2687     | 0.4301     | 0.5752     | 0.2317     | 0.0317     | 0.1226       | 0.0949       |             | 2.4747   | 0.218  
43     | 1.3273     | 0.4492     | 0.5872     | 0.2323     | 0.0586     | 0.0867       | 0.1099       |             | 2.4546   | 0.197  
44     | 1.3224     | 0.4578     | 0.5874     | 0.2278     | 0.0494     | 0.1311       | 0.0778       |             | 2.4745   | 0.209  
45     | 1.3277     | 0.4423     | 0.5942     | 0.2449     | 0.0464     | 0.1137       | 0.1228       |             | 2.4501   | 0.237  
46     | 1.3657     | 0.4579     | 0.6243     | 0.2408     | 0.0428     | 0.0985       | 0.1226       |             | 2.4372   | 0.221  
47     | 1.3310     | 0.4373     | 0.6219     | 0.2361     | 0.0356     | 0.0947       | 0.1108       |             | 2.4576   | 0.205  
48     | 1.2564     | 0.4257     | 0.5862     | 0.2127     | 0.0318     | 0.1026       | 0.1091       |             | 2.4462   | 0.212  
49     | 1.3802     | 0.4297     | 0.6605     | 0.2400     | 0.0500     | 0.1063       | 0.1192       |             | 2.2640   | 0.225  
50     | 1.5288     | 0.4632     | 0.7490     | 0.2683     | 0.0483     | 0.0795       | 0.1841       |             | 2.3004   | 0.264  
51     | 1.4468     | 0.4243     | 0.7153     | 0.2533     | 0.0540     | 0.1301       | 0.1387       |             | 2.4198   | 0.269  
52     | 1.3821     | 0.4105     | 0.6761     | 0.2527     | 0.0427     | 0.1286       | 0.0968       |             | 2.4464   | 0.225  
53     | 1.4215     | 0.4190     | 0.7053     | 0.2518     | 0.0453     | 0.0718       | 0.2260       |             | 2.3440   | 0.298  
54     | 1.3716     | 0.4195     | 0.6695     | 0.2462     | 0.0364     | 0.1282       | 0.1006       |             | 2.4617   | 0.229  
55     | 1.3344     | 0.4197     | 0.6449     | 0.2269     | 0.0429     | 0.0837       | 0.1640       |             | 2.3742   | 0.248  
56     | 1.3898     | 0.4204     | 0.6646     | 0.2596     | 0.0452     | 0.1216       | 0.1008       |             | 2.4500   | 0.222  
57     | 1.4914     | 0.4796     | 0.7320     | 0.2370     | 0.0428     | 0.1155       | 0.1075       |             | 2.4192   | 0.223  
58     | 1.4977     | 0.4267     | 0.7641     | 0.2617     | 0.0452     | 0.0970       | 0.1298       |             | 2.4081   | 0.227  
59     | 1.4841     | 0.4470     | 0.7355     | 0.2564     | 0.0452     | 0.0660       | 0.1528       |             | 2.3845   | 0.219  
