Combo,Avg_Src_Acc,Avg_Src_MDE,Avg_Tgt_Acc,Avg_Tgt_MDE,Seeds_Detail

// 2026/1/14 DSBN version 5
FusionCDAN_1,96.1565,0.0680,34.9660,1.0451,"[42, 6767, 123456]"
FusionCDAN_2,95.4762,0.0673,30.7483,1.1787,"[42, 6767, 123456]"
FusionCDAN_3,94.0476,0.1055,28.9456,1.2700,"[42, 6767, 123456]"
FusionCDAN_4,96.1905,0.0611,25.9524,1.2557,"[42, 6767, 123456]"
FusionCDAN_1_2,98.5034,0.0193,46.7347,0.7209,"[42, 6767, 123456]"
FusionCDAN_1_3,96.9388,0.0421,45.8503,0.8023,"[42, 6767, 123456]"
FusionCDAN_1_4,98.1293,0.0273,35.4082,0.9096,"[42, 6767, 123456]"
FusionCDAN_2_3,97.4830,0.0313,35.8844,0.8921,"[42, 6767, 123456]"
FusionCDAN_2_4,98.4354,0.0163,31.8027,1.0642,"[42, 6767, 123456]"
FusionCDAN_3_4,98.0612,0.0324,28.9456,1.2812,"[42, 6767, 123456]"
FusionCDAN_1_2_3,99.0136,0.0163,46.4286,0.7218,"[42, 6767, 123456]"
FusionCDAN_1_2_4,99.2517,0.0081,41.8707,0.7575,"[42, 6767, 123456]"
FusionCDAN_1_3_4,99.0136,0.0161,40.6122,0.7235,"[42, 6767, 123456]"
FusionCDAN_2_3_4,98.5034,0.0166,39.5918,0.9083,"[42, 6767, 123456]"
FusionCDAN_1_2_3_4,99.3878,0.0063,43.2313,0.7211,"[42, 6767, 123456]"

// 2026/1/23 DSBN version 5
FusionCDAN_1,96.4626,0.0508,27.8571,1.1587,"[42, 6767, 123456]"
FusionCDAN_2,96.1224,0.0583,25.9524,1.2702,"[42, 6767, 123456]"
FusionCDAN_3,93.7755,0.0937,21.2585,1.2319,"[42, 6767, 123456]"
FusionCDAN_4,96.2245,0.0559,22.1429,1.4307,"[42, 6767, 123456]"
FusionCDAN_1_2,98.1633,0.0240,35.1361,0.8994,"[42, 6767, 123456]"
FusionCDAN_1_3,96.9728,0.0389,38.5374,0.8247,"[42, 6767, 123456]"
FusionCDAN_1_4,98.2313,0.0329,30.3401,0.9494,"[42, 6767, 123456]"
FusionCDAN_2_3,97.4490,0.0302,32.8912,0.8496,"[42, 6767, 123456]"
FusionCDAN_2_4,97.7551,0.0252,28.8095,0.9620,"[42, 6767, 123456]"
FusionCDAN_3_4,97.6531,0.0424,28.8435,1.0590,"[42, 6767, 123456]"
FusionCDAN_1_2_3,98.4694,0.0200,38.6395,0.7284,"[42, 6767, 123456]"
FusionCDAN_1_2_4,99.0136,0.0118,37.6190,0.7459,"[42, 6767, 123456]"
FusionCDAN_1_3_4,98.7075,0.0160,41.7007,0.7507,"[42, 6767, 123456]"
FusionCDAN_2_3_4,98.6735,0.0158,37.1429,0.7484,"[42, 6767, 123456]"
FusionCDAN_1_2_3_4,98.7755,0.0152,40.9524,0.6257,"[42, 6767, 123456]"

// 2026/1/28 DSBN version 5
FusionCDAN_1,96.6667,0.0506,27.0068,1.1914,"[42, 6767, 123456]"
FusionCDAN_2,94.7959,0.0749,24.5578,1.2035,"[42, 6767, 123456]"
FusionCDAN_3,93.0272,0.1198,23.1293,1.3119,"[42, 6767, 123456]"
FusionCDAN_4,95.9864,0.0609,27.6190,1.2779,"[42, 6767, 123456]"
FusionCDAN_1_2,98.3333,0.0240,32.4830,1.0450,"[42, 6767, 123456]"
FusionCDAN_1_3,97.6531,0.0347,34.6259,0.9287,"[42, 6767, 123456]"
FusionCDAN_1_4,98.7075,0.0154,38.6395,0.9186,"[42, 6767, 123456]"
FusionCDAN_2_3,97.5850,0.0306,35.1361,0.8517,"[42, 6767, 123456]"
FusionCDAN_2_4,97.9592,0.0214,32.4150,0.9282,"[42, 6767, 123456]"
FusionCDAN_3_4,97.9932,0.0367,30.9864,1.1298,"[42, 6767, 123456]"
FusionCDAN_1_2_3,98.7415,0.0168,39.8299,0.7962,"[42, 6767, 123456]"
FusionCDAN_1_2_4,99.3537,0.0109,38.8095,0.8063,"[42, 6767, 123456]"
FusionCDAN_1_3_4,98.4354,0.0231,38.3673,0.9203,"[42, 6767, 123456]"
FusionCDAN_2_3_4,98.5034,0.0210,35.1361,0.7735,"[42, 6767, 123456]"
FusionCDAN_1_2_3_4,99.2177,0.0071,37.2109,0.7491,"[42, 6767, 123456]"

// 2026/2/4 DSBN version 5
FusionCDAN_1,96.2245,0.0651,32.9252,1.0075,"[42, 6767, 123456]"
FusionCDAN_2,95.6122,0.0652,24.2517,1.1806,"[42, 6767, 123456]"
FusionCDAN_3,93.0952,0.1075,27.3129,1.0249,"[42, 6767, 123456]"
FusionCDAN_4,95.8163,0.0612,21.8027,1.3693,"[42, 6767, 123456]"
FusionCDAN_1_2,98.3673,0.0200,38.7755,0.8347,"[42, 6767, 123456]"
FusionCDAN_1_3,97.1769,0.0456,39.4558,0.7849,"[42, 6767, 123456]"
FusionCDAN_1_4,98.2653,0.0238,44.7619,0.7523,"[42, 6767, 123456]"
FusionCDAN_2_3,97.9592,0.0217,31.6667,0.8023,"[42, 6767, 123456]"
FusionCDAN_2_4,98.9796,0.0090,30.8844,0.7940,"[42, 6767, 123456]"
FusionCDAN_3_4,97.3129,0.0506,28.3673,0.9652,"[42, 6767, 123456]"
FusionCDAN_1_2_3,98.8095,0.0172,37.7211,0.6045,"[42, 6767, 123456]"
FusionCDAN_1_2_4,98.9456,0.0127,34.7279,0.6879,"[42, 6767, 123456]"
FusionCDAN_1_3_4,98.6054,0.0211,44.3878,0.6292,"[42, 6767, 123456]"
FusionCDAN_2_3_4,98.7415,0.0147,33.6735,0.6671,"[42, 6767, 123456]"
FusionCDAN_1_2_3_4,99.1497,0.0117,42.6871,0.5151,"[42, 6767, 123456]"
