Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4
1775044560957,1-1,114,MCSLab RTT AP1,24:29:34:e2:4c:36,-53,3569,747,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6382,1954,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,-504,556,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-71,12973,250,7,8,87.5
1775044561159,1-1,108,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3608,664,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6382,1959,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51,-465,590,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12934,299,7,8,87.5
1775044561394,1-1,135,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,3608,721,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6421,1985,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,-465,337,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,12861,773,7,8,87.5
1775044561611,1-1,134,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3569,639,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6421,2010,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,-386,253,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12856,1423,7,8,87.5
1775044561811,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,3608,542,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6343,2076,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-1431,1185,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12934,213,7,8,87.5
1775044562021,1-1,132,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3530,1157,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6225,2442,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-465,394,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,12589,428,7,8,87.5
1775044562226,1-1,131,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3413,814,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,6303,1530,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-621,471,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12934,215,7,8,87.5
1775044562432,1-1,131,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3569,495,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6343,2262,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-852,615,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12856,187,7,8,87.5
1775044562654,1-1,145,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3491,794,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6382,1478,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,-640,348,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12700,1611,7,8,87.5
1775044562813,1-1,99,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3569,471,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6303,1545,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,-699,506,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12710,481,7,8,87.5
1775044563066,1-1,146,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,3569,673,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6303,1616,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,-504,736,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,12700,301,7,8,87.5
1775044563269,1-1,135,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,3369,1000,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6303,1645,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-46,-1431,1086,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,12778,339,7,8,87.5
1775044563476,1-1,136,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,3530,808,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6342,1586,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-582,202,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,12895,270,7,8,87.5
1775044563680,1-1,135,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,3530,920,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,6382,1534,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47,-1306,1131,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,12517,571,7,8,87.5
1775044563879,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3608,664,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,6303,1602,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-621,414,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,13003,135,7,8,87.5
1775044564089,1-1,131,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,3564,701,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,6460,1500,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-465,237,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,13091,129,7,8,87.5
1775044564293,1-1,130,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3530,832,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,6460,1483,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-735,445,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,13032,111,7,8,87.5
1775044564499,1-1,130,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3530,849,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6460,1488,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,-621,395,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,12944,158,7,8,87.5
1775044564701,1-1,126,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,3530,894,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6401,1461,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1047,705,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12973,123,7,8,87.5
1775044564911,1-1,130,MCSLab RTT AP1,24:29:34:e2:4c:36,-53,3213,1041,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6460,1442,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-699,406,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,12973,1332,7,8,87.5
1775044565110,1-1,116,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,3057,1146,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6460,1443,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-699,714,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,12715,567,7,8,87.5
