Timestamp,Label,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4
1767084295030,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,2939,871,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6738,1956,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,1180,1791,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,8291,1172
1767084295235,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,2548,1397,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8935,1368,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,1141,1767,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,8330,1176
1767084295444,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2548,1305,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,8789,563,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,1024,1898,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,8369,1895
1767084295641,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,2470,1144,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8877,531,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,253,2442,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-72,8564,1900
1767084295876,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2548,1181,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8291,767,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,1034,1863,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,8604,1968
1767084296058,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,2783,922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7763,1097,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,868,1811,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,8682,2265
1767084296284,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,3056,809,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7500,1227,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,946,1910,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,8799,2278
1767084296477,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,2939,796,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7382,1293,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,1024,1844,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,8760,2370
1767084296705,1-6,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3017,717,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7705,1092,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,1024,1808,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,8721,2301
1767084319206,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,830,450,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,7939,853,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,3182,1547,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9561,210
1767084319412,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-65,791,743,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6943,286,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,4881,1224,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9180,300
1767084319610,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-65,713,738,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7177,960,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,3368,2247,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9180,1704
1767084319825,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,556,833,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7548,126,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,2704,2470,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,11103,632
1767084320033,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,712,911,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7383,581,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,3016,236,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9443,1044
1767084320262,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,947,650,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7002,417,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2118,784,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,9238,714
1767084320494,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,595,743,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7353,477,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2196,635,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10644,1420
1767084320701,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,556,906,MCSLab RTT AP2,24:29:34:e1:ef:d4,-76,7148,1088,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2684,1543,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,9619,1517
1767084320878,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,478,913,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6679,878,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2821,178,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10527,1456
1767084321116,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,,,,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6884,1764,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2391,597,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9355,1918
1767084321318,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,556,816,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,6943,864,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2586,854,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9678,1352
1767084321519,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,830,830,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6855,433,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,2430,462,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9863,855
1767084321748,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,673,704,MCSLab RTT AP2,24:29:34:e1:ef:d4,-76,6972,543,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47,2235,1269,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9473,1569
1767084321945,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,712,732,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7060,1770,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2274,413,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9238,847
1767084322138,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,595,761,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6855,1651,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2742,372,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9238,916
1767084322360,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,908,653,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7119,380,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2469,556,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,9619,1518
1767084322569,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,908,693,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7324,1854,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,3016,491,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,9414,1826
1767084322782,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,752,834,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7324,609,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2821,261,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9189,1764
1767084322986,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,712,768,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,7324,1931,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2196,578,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,,,
1767084323225,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,791,803,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7207,839,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,3563,920,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9951,1522
1767084323408,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,869,792,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7412,613,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,2664,499,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9766,1407
1767084323637,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,869,763,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7441,835,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,3914,727,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9267,1474
1767084323837,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,595,787,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,7275,96,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2391,806,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9443,755
1767084324020,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,791,665,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7324,411,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,3797,1090,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9385,2189
1767084324273,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,712,842,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7207,2246,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,3485,802,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9150,913
1767084324480,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,673,701,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7558,2394,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,3299,1140,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,9326,1934
1767084324692,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,712,683,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7900,1040,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2352,619,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9565,1909
1767084324895,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,478,913,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10312,1871,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,2316,720,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,12344,641
1767084325113,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,517,911,MCSLab RTT AP2,24:29:34:e1:ef:d4,-78,7392,134,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,3371,489,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9502,1426
1767084325317,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,517,878,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,9150,787,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47,2977,447,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9385,1392
1767084325522,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,791,789,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,9697,1191,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2586,313,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9297,1458
1767084325725,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,556,848,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6972,64,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,3006,761,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9414,1034
1767084325917,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,751,606,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,7002,431,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2586,265,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9423,498
1767084326148,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,830,641,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7119,608,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,2391,598,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9736,1530
1767084326352,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,634,775,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7295,542,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,3218,419,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,9892,999
1767084326540,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,556,704,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7177,593,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,3504,1232,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9648,614
1767084326790,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,947,507,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7324,573,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,3016,304,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,8623,1504
1767084326951,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,634,781,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7265,145,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,2703,349,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9619,1261
1767084327203,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,791,725,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,6504,2512,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,3446,1104,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9355,939
1767084327397,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,556,878,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,6767,826,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,2245,1547,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9531,499
1767084327610,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,556,902,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6914,763,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,3123,1225,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9385,610
1767084327816,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,556,861,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7060,867,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2157,786,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9473,1912
1767084328025,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,712,811,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6855,688,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2352,410,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9658,1556
1767084328228,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,830,691,MCSLab RTT AP2,24:29:34:e1:ef:d4,-76,6884,823,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2625,287,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9160,2062
1767084328435,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,712,842,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6650,1046,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2079,485,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9561,1480
1767084328645,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,634,911,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7353,579,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,3416,1046,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,9307,952
1767084328852,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,400,1142,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7383,1670,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,2391,732,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9482,552
1767084329055,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,556,955,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7500,353,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,1883,905,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9209,507
1767084329260,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,634,880,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6884,970,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,3358,1030,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9150,1109
1767084329469,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,830,825,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,6738,1937,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2743,313,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9561,1120
1767084329666,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,517,922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7383,824,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,2860,312,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9648,1239
1767084329875,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,556,832,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,7031,625,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,3289,78,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9414,524
1767084330086,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,595,904,MCSLab RTT AP2,24:29:34:e1:ef:d4,-76,6738,792,MCSLab RTT AP3,b0:e4:d5:88:16:86,,,,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10117,1059
1767084330303,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,595,774,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6767,1068,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,2359,795,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9385,1136
1767084330520,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,301,1062,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7382,1613,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2430,586,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9267,1533
1767084330734,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,752,650,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7294,564,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2118,625,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9180,1959
1767084330940,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,517,903,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7236,145,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,2430,459,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9473,1609
1767084331144,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,478,933,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7148,499,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,3563,1188,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,9268,1938
1767084331349,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,556,932,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7031,2094,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,3563,969,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,8974,1120
1767084331554,1-7,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,634,802,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9843,754,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2860,459,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,9238,2258
1767084348859,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,-341,391,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,10361,1559,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,5164,1120,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8506,320
1767084349048,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,-263,164,MCSLab RTT AP2,24:29:34:e1:ef:d4,-81,9424,1395,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,4032,1332,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8564,310
1767084349243,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,-146,324,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,8916,1033,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,3592,719,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8769,1274
1767084349455,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,-341,393,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,8642,1089,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,4657,1205,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8447,997
1767084349664,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,380,811,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,8955,501,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,2000,2461,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8682,1314
1767084349878,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,-68,480,MCSLab RTT AP2,24:29:34:e1:ef:d4,-78,7080,1966,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,1766,1996,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,8418,1455
1767084350109,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,-185,410,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7392,1999,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,2355,1830,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8418,1495
1767084350316,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,48,205,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6845,2286,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,1961,2346,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8359,1689
1767084350532,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-576,545,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,9033,999,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,2118,2043,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8652,1261
1767084350726,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-654,508,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,9541,565,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,2196,419,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,8955,1418
1767084350918,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-458,459,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,10839,1164,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,4149,277,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8535,1455
1767084351169,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,-185,336,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,9150,1697,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,1961,1082,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,8506,1386
1767084351381,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-380,496,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,9814,1194,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,1961,2177,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8418,1568
1767084351558,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-654,708,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6611,1803,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,2079,1083,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8594,1423
1767084351779,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,-419,419,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,8203,689,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,4696,862,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8652,1393
1767084351992,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,-771,670,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7470,2571,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,3680,875,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8476,1381
1767084352200,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,-302,470,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,8994,1299,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2547,804,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8623,1290
1767084352406,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,-419,291,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,10927,322,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,1922,1191,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8515,361
1767084352617,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,-771,661,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,6142,2037,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,2039,1596,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8652,1261
1767084352797,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,-537,529,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,6298,2293,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,2157,2039,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,8447,1512
1767084353029,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,-654,1925,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,8486,1329,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,2274,2059,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8447,1357
1767084353237,1-8,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-224,372,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,7588,777,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,1883,2546,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8594,1344
