Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4
1773747063412,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4384,539,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6181,1249,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-421,418,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74,10635,1808,7,8,87.5
1773747063596,1-1,100,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4306,483,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6220,1255,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47,-421,978,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10635,1993,7,8,87.5
1773747063831,1-1,130,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,4306,478,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5986,1363,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47,-460,992,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10713,1900,7,8,87.5
1773747064048,1-1,134,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,4345,443,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5986,1371,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47,-381,612,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10713,1840,7,8,87.5
1773747064259,1-1,127,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4306,489,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6142,1324,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-41,-606,1323,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74,10713,1826,7,8,87.5
1773747064465,1-1,126,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4306,557,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6025,1388,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-46,-381,848,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10713,1836,7,8,87.5
1773747064662,1-1,116,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4345,460,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6103,1295,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-45,-362,477,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74,10635,1887,7,8,87.5
1773747064861,1-1,109,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,4423,426,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5947,775,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47,-538,559,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74,10791,1800,7,8,87.5
1773747065085,1-1,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4228,565,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6103,718,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-46,-421,431,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74,10713,1931,7,8,87.5
1773747065291,1-1,127,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4189,628,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6103,703,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-421,424,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74,10752,2364,7,8,87.5
1773747065475,1-1,104,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,4306,547,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6142,573,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-342,447,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74,10830,2382,7,8,87.5
1773747065709,1-1,131,MCSLab RTT AP1,24:29:34:e2:4c:36,-51,4228,542,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6103,653,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-460,451,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10752,2132,7,8,87.5
1773747065907,1-1,122,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4384,443,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6025,732,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-342,394,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-74,10752,2511,7,8,87.5
1773747066121,1-1,129,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4306,445,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,6181,792,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-46,-362,428,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10791,2099,7,8,87.5
1773747066330,1-1,132,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4384,318,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5947,666,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-48,-538,662,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-72,10752,1762,7,8,87.5
1773747066531,1-1,127,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,4345,377,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6064,612,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-47,-381,730,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-72,10752,2373,7,8,87.5
1773747066736,1-1,125,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4267,475,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6220,542,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-46,-303,1046,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10830,1753,7,8,87.5
1773747066944,1-1,127,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,4267,593,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,6181,659,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-538,472,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10674,2598,7,8,87.5
1773747067150,1-1,126,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,4306,460,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5986,914,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51,-381,412,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10732,2390,7,8,87.5
