Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4
1767511466905,1-11,94,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,-497,418,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7392,552,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,5125,776,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,7119,453,7,8,87.5
1767511467153,1-11,133,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-497,462,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7470,485,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,3563,1241,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,7158,429,7,8,87.5
1767511467368,1-11,140,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-419,367,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7470,526,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,3211,1460,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,7158,507,7,8,87.5
1767511467602,1-11,149,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-497,472,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7353,526,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,3485,1208,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,7119,531,7,8,87.5
1767511467765,1-11,104,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-536,492,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,7392,451,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,3563,1230,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,6963,632,7,8,87.5
1767511468005,1-11,136,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-536,434,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,7470,441,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,4305,877,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,6963,516,7,8,87.5
1767511468204,1-11,128,MCSLab RTT AP1,24:29:34:e2:4c:36,-52,-244,427,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7314,562,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,5047,707,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,7041,525,7,8,87.5
1767511468425,1-11,141,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-536,440,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7431,528,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,3680,1025,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,7119,582,7,8,87.5
1767511468619,1-11,127,MCSLab RTT AP1,24:29:34:e2:4c:36,-47,-498,1302,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,7470,408,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,4354,597,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,7080,496,7,8,87.5
1767511468832,1-11,133,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-537,423,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,7548,396,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-65,3172,1454,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,7197,466,7,8,87.5
