Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4
1767276165894,1-1,98,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3530,1303,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6694,688,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,-1402,922,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,9419,1332,7,8,87.5
1767276166157,1-1,152,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3647,659,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6342,1770,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-1285,621,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-71,9536,337,7,8,87.5
1767276166325,1-1,112,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3491,896,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6421,553,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1480,724,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-72,9458,472,7,8,87.5
1767276166522,1-1,102,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3608,779,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,6382,843,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,-1480,696,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,9341,431,7,8,87.5
1767276166786,1-1,158,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3530,1149,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,6421,447,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-1207,565,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-71,9380,334,7,8,87.5
1767276166970,1-1,134,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3569,1075,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,6382,1796,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-1207,648,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,9380,356,7,8,87.5
1767276167138,1-1,94,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3569,667,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,6382,531,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-1129,625,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,9301,340,7,8,87.5
1767276167388,1-1,136,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,3530,830,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,6460,375,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1246,650,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,9341,350,7,8,87.5
1767276167590,1-1,117,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3569,552,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,6343,456,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-1207,619,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-69,9301,347,7,8,87.5
1767276167797,1-1,116,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3608,641,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,6382,286,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,-1324,669,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-67,9341,312,7,8,87.5
