Timestamp,Label,Duration_ms,SSID_1,BSSID_1,RSSI_1,Dist_mm_1,Std_mm_1,Succ_1,Att_1,Rate_1,SSID_2,BSSID_2,RSSI_2,Dist_mm_2,Std_mm_2,Succ_2,Att_2,Rate_2,SSID_3,BSSID_3,RSSI_3,Dist_mm_3,Std_mm_3,Succ_3,Att_3,Rate_3,SSID_4,BSSID_4,RSSI_4,Dist_mm_4,Std_mm_4,Succ_4,Att_4,Rate_4
1772715173493,1-1,102,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3257,1780,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7319,1449,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1168,954,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,12108,1075,7,8,87.5
1772715173700,1-1,98,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3296,624,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7358,1452,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1285,908,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,11128,685,7,8,87.5
1772715173899,1-1,93,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3178,659,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7358,1331,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1285,950,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,11304,499,7,8,87.5
1772715174118,1-1,100,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3256,708,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7358,1534,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1129,853,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,11157,615,7,8,87.5
1772715174316,1-1,93,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3257,2077,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,7202,1446,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1168,1596,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10893,1361,7,8,87.5
1772715174526,1-1,96,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3257,1600,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7241,1586,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-45,-1129,1557,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-76,11450,450,7,8,87.5
1772715174729,1-1,93,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3452,1724,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7046,1715,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-45,-1587,1768,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-75,11304,543,7,8,87.5
1772715174936,1-1,93,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3374,1647,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7007,950,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-45,-1285,1201,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-71,11011,751,7,8,87.5
1772715175177,1-1,126,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3256,1477,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,6538,1039,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,-1138,1613,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,11304,966,7,8,87.5
1772715175348,1-1,91,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3100,1553,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,6538,1081,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1051,1539,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-71,11538,959,7,8,87.5
1772715175587,1-1,122,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,2744,2094,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,6225,1421,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,-1226,1615,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-70,11069,914,7,8,87.5
1772715175757,1-1,86,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3257,1763,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,6655,1137,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51,-1246,1562,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-72,11128,1084,7,8,87.5
1772715176000,1-1,123,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3413,1975,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,6928,1005,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51,-1168,1238,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-72,11157,1363,7,8,87.5
1772715176203,1-1,119,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3374,1745,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,6694,1263,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-52,-1138,1451,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,11040,1249,7,8,87.5
1772715176408,1-1,117,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3335,1535,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,6577,1510,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-49,-1090,1794,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-73,10806,1175,7,8,87.5
1772715176613,1-1,116,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3374,1603,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,6655,1285,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,-1051,1437,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-72,10952,1156,7,8,87.5
1772715176818,1-1,115,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3178,1627,7,8,87.5,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,6577,1165,7,8,87.5,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51,-1129,1549,7,8,87.5,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-71,11040,1119,7,8,87.5
